Questions,Correct,A,B,C,D
"In the book Wizard and Glass, Roland and his young friends defeat a troop of Farsons men by making them ride into a canyon which houses a thinny - an eerie dimensional hole through which people can travel across dimensions.  What is the name of the canyon?", Eyebolt,Thunderbolt,Screamer,Thunderclap,Eyebolt
"During the battle in the book Wizard and Glass, Roland captures the Wizards Glass, a malevolent crystal ball that shows him visions of his future. What colour is the Wizards Glass?", Pink,No colour at all,Black,Green,Pink
"The author of the best-selling novel, The Call of the Wild, was a war reporter, covering the Russo-Japanese War. Can you guess his name?", Jack London,Jack London,Jonathan Swift,O Henry,Charles Dickens
"The novel entitled Cosette ou le Temps des Illusions (Cosette or the Time of Illusions), written by Francois Ceresa, is sequel to what Victor Hugo novel?", Les Miserables,Remembrance of Things Past,Madame Bovary,Les Miserables,The Three Musketeers
"Robert Southey, one of the English Lake Poets, became known for what fairy tale?", Goldilocks and the Three Bears,Little Red Riding Hood,Ali Baba and the Forty Thieves,Goldilocks and the Three Bears,Snow White and the Seven Dwarfs
"Famous fiction characters Tom Sawyer and Huckleberry Finn were from the small town of St. Petersburg, which was modeled by Mark Twain after his home town. Where was St. Petersburg?"," Hannibal, Missouri","Jackson, Mississippi","Lincoln, Nebraska","Boston, Massachusetts","Hannibal, Missouri"
Stephen King wrote about half of this novel in room 217 of the Stanely Hotel in Colorado., The Shining,Misery,The Shining,Bag of Bones,Black House
What is Romeos last name in Shakespeares play Romeo and Juliet?, Montague,Montague,Boleyn,Capulet,Valentine
"Who did Ralph Nader criticize in his book Unsafe at Any Speed, published in 1965?", Auto Industry,Internet,Video Games,Olympic Swimmers,Auto Industry
"On Friday 13th in 2006, American author Lemony Snicket released his last book of A Series of Unfortunate Events, featuring the Baudelaire children. How many books does the series contain?", 13,12,14,13,11
"Why is Joseph K. arrested in Franz Kafkas popular novel, The Trial?", The reason is never explained.,The reason is never explained.,He was accused of robbing a bank,Murder of his step-father,Treason
What novel by Jane Austen was originally titled Elinor and Marianne?, Sense and Sensibility,Persuasion,Emma,Sense and Sensibility,Pride and Prejudice
What was the title of Dorothy Parkers first poetry collection?, Enough Rope,The Fan,Resume,Enough Rope,Death  Taxes
Dorothy Parker worked for 4 magazines. Which list shows the correct order in which she worked for them?," Vogue, Vanity Fair, The New Yorker, Esquire","Vogue, Vanity Fair, The New Yorker, Esquire","Vanity Fair, Esquire, Vogue, The New Yorker","Esquire, Vanity Fair, The New Yorker, Vogue","The New Yorker, Vogue, Vanity Fair, Esquire"
Dorothy Parker wrote movie reviews for which magazine?, Vanity Fair,The New Yorker,Vanity Fair,Vogue,Esquire
"What is the name of the town, where Eragon from the self-titled book lives, until he becomes a dragon rider and makes his journey to the Varden?", Carvahall,Tarnag,Teirm,Therinsford,Carvahall
"Which of these cities, described by fantasy fiction writer Christopher Paolini, is not located in Du Weldenvarden?", Buragh,Silthrim,Kirtan,Buragh,Nadindel
"Which of these words/phrases of the ancient language, featured in the books Eragon and Eldest, is not paired with its correct meaning?", adurna - the morning star,jierda - break/ hit,blothr - stop,adurna - the morning star,the varden - the warders
"In the Christian-themed novel Left Behind, Cameron Buck Williams is senior writer for which news magazine?", Global Weekly,Newsweek,The World Today,Global Weekly,Time
Joshua Todd-Cothran is the head of what financial institution from the novel Left Behind?, The London Stock Exchange,The World Stock Exchange,The London Stock Market,The New York Stock Exchange,The London Stock Exchange
Left Behind character Bruce Barnes believes The Tribulation would last how many years?, 7,7,5,6,3 and a half
"Lord Byron was the lusty, adventurous poet of revolt. He wrote once, “I awoke one morning and found myself famous.” What widely popular travel poem did this bohemian baron write which garnered the fame to which he referred?", Childe Harold’s Pilgrimage,So We’ll Go No More A Roving,Childe Harold’s Pilgrimage,Stanzas for Music,Don Juan
This nature lover felt that poetry should reflect the simple tongue of the common man and that poetry is basically “emotion recollected in tranquility.” Which renowned poet penned “Tintern Abbey” and “I Wandered Lonely as a Cloud.”, William Wordsworth,William Wordsworth,Samuel Taylor Coleridge,Charles Lamb,William Blake
What was Lord Byron’s original name?, George Gordon,Byron Thomas Hood,George Gordon,William Byron James,James Manchester
"Coleridge, Southey, and Wordsworth all resided in the Lake Country of England near Grasmere.  What were these three referred to as?", The Lake Poets,The Grasmere Poets,The Lake Poets,The Nature Poets,The Country Poets
Who wrote the book Running with Scissors?, Augusten Burroughs,Augusten Burroughs,David Sedaris,William S. Burroughs,Ann Coulter
"This actress, who won an Oscar at the age of 10, wrote a scathing memoir titled A Paper Life.", Tatum ONeal,Angelica Huston,Murial Hemingway,Drew Barrymore,Tatum ONeal
Which Hollywood legends daughter penned the memoir Mommy Dearest?, Joan Crawford,Joan Crawford,Judy Garland,Katherine Hepburn,Betty Davis
Which novel features the characters King Swishbert and Queen Olympia?, Once upon a Marigold?,Once upon a Marigold?,The Star of Kazan,Dragons breath,The Frog Princess
In which novel does the character Dustfinger appear?, Inkheart,The Purple Emperor,Inkheart,The Sphere of Secrets,The Amulet of Samarkand
Name the first novel of a popular series which has a main character named Twig., Beyond the Deep Woods,Pure dead magic,"Wizard of Earthsea, A","Moorchild, The",Beyond the Deep Woods
Luke is the main character in which of the following books?, Among the Hidden,Turnabout,Double identity,Among the Hidden,Running out of Time
Which novel features the fictional Herdman family?, The Best Halloween Ever,The Imp That Ate My Homework,Loser,Rules,The Best Halloween Ever
Soren is a fictional character depicted in which book??, The Capture,The Capture,Poppy,Redwall,The Field Guide
In which popular hockey novel does the character Nish appear?, The Night They Stole the Stanley Cup,The Night They Stole the Stanley Cup,Penalty shot,The Million dollar goal,Woodsie
Parvana is the protagonist of this Canadian novel., The Breadwinner,The Minstrels Daughter,Prisoner in the Promised Land,Still There Clare,The Breadwinner
Mrs. Granger is a popular teacher who appears in this novel., Frindle,My Life as a Fifth-Grade Comedian,Frindle,Superfudge,The Best School Year Ever
Shona Silkfin becomes friends with the title character of which novel?, The Tail of Emily Windsnap,Rani in the Mermaid Lagoon,Aquamarine,The Tail of Emily Windsnap,Sirena
Rocky is the best friend of the protagonist in which novel?, Molly Moons Incredible Book of Hypnotism,Molly Moons Incredible Book of Hypnotism,The wall and the wing,The Book of Lies,Peter  the Starcatchers
Who wrote the collection of stories titled The Canterbury Tales?, Geoffrey Chaucer,Edward Spenser,Sir Walter Raleigh,Geoffrey Chaucer,Christopher Marlowe
Who wrote the poems titled Epithalamion (a song in celebration of a wedding) and Amoretti?, Edward Spenser,Geoffrey Chaucer,Sir Walter Raleigh,Edward Spenser,John Milton
Who wrote The Passionate Sheppard to His Love in 1600?, Christopher Marlowe,John Milton,Alexander Pope,Sir Walter Raleigh,Christopher Marlowe
What poet wrote Farewell False Love and The Nymphs Reply to the Sheppard?, Sir Walter Raleigh,Edward Spenser,Christopher Marlowe,Sir Walter Raleigh,John Milton
Which poet wrote the poems LAllegro and il Penseroso in 1631?, John Milton,William Blake,Christopher Marlowe,John Milton,Alexander Pope
Who wrote the epic poem The Rape of the Lock in 1714?, Alexander Pope,John Milton,Alexander Pope,William Wordsworth,William Blake
What poem was written by William Blake in 1794?, The Tyger,Khubla Khan,L Allegro,Amoretti,The Tyger
"In what year did William Wordsworth write the poem Ode, Intimations of Immortality from Recollections of Early Childhood?", 1803,1800,1810,1803,1799
"Ironically, the essay Areopagitica, which dealt with censorship, was banned in England. Who wrote  this essay?", John Milton,Dr. William Bowlder,John Milton,Phillip Marlowe,Felton Edward Lewis
"In 1931 the Province of Hunan, China banned this book.", Alices Adventures in Wonderland,1984,Go Ask Alice,Alices Adventures in Wonderland,Alices Restaurant
This famous anti-war novel by Erik Marie Remarque was banned in Nazi Germany., All Quiet on the Western Front,To Hell and Back,1984,Dr. Caligari,All Quiet on the Western Front
Nadine Gordimer won the 1991 Nobel Prize in Literature but many of her works were banned in her  native country. What is her native country?, The Union of South Africa,Romania,Belgium,The Soviet Union,The Union of South Africa
Who wrote the novel Dr. Zhivago which was banned in the Soviet Union until 1988?, Boris Pasternak,Ivan Gogol,Boris Pasternak,William F. Buckley,Leon Trotsky
"Who wrote Uncle Toms Cabin, a book which was banned in most of the southern United States?", Harriet Beecher Stowe,Clara Barton,Harriet Beecher Stowe,Thaddeus Stevens,Ambroise Beirce
"In Seinfeld, Jerry was accused of having this book overdue at the New York Public Library for over 15  years. It was banned in the USA from the 1930s until the 1950s.", The Tropic of Cancer,Lady Chatterleys Lover,Moll Flanders,O,The Tropic of Cancer
"This book, which was in part the basis for the play Pippin, was banned in the USA for obscenity.", Candide,O,Madame Was Not a Lady,Candide,Madame  Bovary
"Who wrote the novel The Satanic Verses which was banned in Bangladesh, Iran, Singapore and Indonesia?", Salmon Rushdie,Sameer Mousheff,Kharam Patel,David Beck,Salmon Rushdie
Many communities in California banned this Pulitzer Prize-winning novel and labeled it communist propaganda., The Grapes of Wrath,The Old Man and the Sea,The Pearl,L.A. Land,The Grapes of Wrath
"This book by D. H. Lawrence was banned in the USA, the UK and Australia.", Lady Chatterleys Lover,The Great Gatsby,Lady Chatterleys Lover,The Sun Also Rises,The Day of the Locust
"During the missile crisis of the 1960s, this book was banned in the USA and the UK.", 1984,The Lotus Eaters,1984,Brave New World,Down and Out in London and Paris
When the Nazis came to power they banned this short novel by Franz Kafka., The Metamorphosis,The Metamorphosis,The Rights  of  All men,The Satanic Verses,All Quiet on the Western Front
"This work was banned in Lebanon for showing Jews, Zionism, and Israel in a favorable light.", The Diary of a Young  Girl,The Grapes of Wrath,The Diary of a Young  Girl,The Kite Runner,The Rubiyat of Omar Khayyam
This 18th century erotic novel is one of the most prosecuted and banned books in history., Memoirs of a Woman of Pleasure,O,Stella Dallas,Memoirs of a Woman of Pleasure,I Was Curious Yellow
Which of these poems was written by Lord George Gordon Byron?, She Walks In Beauty,Ode To A Grecian Urn,My Lost Youth,She Was A Phantom Of Delight,She Walks In Beauty
In what year did Edgar Allan Poe write the poem The City in the Sea?, 1831,Edgar Allan Poe never wrote The City in the Sea,1825,1831,1829
Which poet wrote the poem beginning with the words-Success is counted sweetest...?, Emily Dickinson,Elizabeth Browning,Carol Channing,Emily Bronte,Emily Dickinson
Which of these poems was written by Lord Alfred Tennyson?, Ulysses,A Musical Instrument,"Peter, Peter, Pumpkin Eater",Ulysses,Calvary Crossing A Ford
"Who wrote the poem Break, Break, Break?"," Alfred, Lord Tennyson",Emily Bronte,Oliver Wendell Holmes,Elizabeth Browning,"Alfred, Lord Tennyson"
What kind of literary works did Hans Christian Andersen enjoy reading when he was a child?, Dramatic works,Love stories,Gothic novels,Dramatic works,Poems
What was the name of Hans Christian Andersens first story which was published in 1822?, The Ghost at Palnatokes Grave,The Tinder Box,A Journey on Foot from Holmens Canal to the East Point of Amager,The Ghost at Palnatokes Grave,The Princess and the Pea
Which of these statements is true about the childhood of Hans Christian Andersen?, All of these,He wasnt a very good student.,He suffered from dyslexia.,He was often abused.,All of these
What present did Hans Christian Andersen receive from King Frederick VI in 1833?, A traveling grant,A scholarship,A mansion,A traveling grant,A boat
Which of these fairy tales by Hans Christian Andersen starts with a woman who longs to have a child and is given a magic seed by a witch?, Thumbelina,The Angel,The Wild Swans,The Princess and the Pea,Thumbelina
From which Hans Christian Andersens fairy tale are the characters Kai and Gerda?, The Snow Queen,The Steadfast Tin Soldier,The Red Shoes,The Little Mermaid,The Snow Queen
What unforgettable character from the novel David Copperfield by Charles Dickens is believed to be based on Hans Christian Andersens personality and appearance?, Uriah Heep,Edward Murdstone,David Copperfield,James Steerforth,Uriah Heep
Which of these fairy tales by Hans Christian Andersen ends with the death of a poor girl in the streets?, The Little Match Girl,The Little Match Girl,The Shadow,The Happy Family,The Story of a Mother
In the harbor of Copenhagen there is a statue of this enchanting character created by Hans Christian Andersen., The Little Mermaid,The Little Mermaid,The Little Match Girl,The Ugly Duckling,The Snow Queen
Name the headstrong and sharp-tongued woman whose feisty spirit is tamed by Petruccio in Shakespeares comedy The Taming of the Shrew?, Katherina (Kate),Ophelia,Bianca,Cordelia,Katherina (Kate)
"What Shakespearean character, who is the epitome of honesty and loyalty, is disinherited by her father, King Lear?", Cordelia,Goneril,Regan,Cordelia,MIranda
What Shakespearean heroine elopes with a man of a different race and later becomes an innocent victim of his wrath?, Desdemona,Imogen,Ophelia,Anne,Desdemona
"What Shakespearean character is resented by her son for marrying her husbands brother, Claudius?", Queen Gertrude,Lady Macbeth,Elizabeth Woodville,Lady Anne Neville,Queen Gertrude
"Having survived a shipwreck, this character from the comedy Twelfth Night poses as a boy, named Cesario, and enters the service of Duke Orsino.", Viola,Viola,Bianca,Cordelia,Olivia
"In a sleepwalking scene, depicted in one of the most popular Shakespearean tragedies, this Queen of Scotland, suffering from a guilty conscience, cries Out, damned spot!", Lady Macbeth,Queen Gertrude,Imogen,Isabel,Lady Macbeth
How does young Juliet Capulet die in Shakespeares tragedy Romeo and Juliet?, She stabs herself with a dagger.,She swallows poison.,She drowns herself.,She stabs herself with a dagger.,She is poisoned by Rosaline.
"In Shakespeares history play Richard III, this lady asked Richard, Did you not kill my husband? and got the following reply: Your beauty which did haunt me in my sleep could make me undertake the death of all the world.", Lady Anne,Margaret of Anjou,Queen Elizabeth,The Duchess of York,Lady Anne
What Shakespearean tragic heroine is advised by her father to lock herself from Hamlets resort?, Ophelia,Gertrude,Viola,Rosaline,Ophelia
Which Shakespearean heroine is not correctly matched with the play in which she appears?, Titania - Twelfth Night,Titania - Twelfth Night,The Three Witches - Macbeth,Beatrice - Much Ado About Nothing,Lady Capulet - Romeo and Juliet
"In Calla Bryn Sturgis, in the book Wolves of the Calla, the ka-tet meet a priest who, together with most of the townsfolk, asks them to protect them against the Wolves. What is the priests name?", Father Callahan,Father Brautigan,Father Callahan,Father ONeill,Father Ted
The priest in the novel Wolves of the Calla has appeared previously in which Stephen King novel?, Salems Lot,Cujo,Pet Sematary,Salems Lot,Carrie
The crystal ball in the novel Wolves of the Calla is used by Roland and his ka-tet to travel to 1977 to a borough of New York. Which Borough did they travel to?, Manhattan,Queens,New Jersey,Brooklyn,Manhattan
"In the novel Wolves of the Calla, Roland and the ka-tet team travelled to New York to protect what?", A single red rose growing in a vacant lot,"Eddies brother, Henry, from a drug dealer",The headquarters of the Tet Corporation,Prevent Jake from being killed by Jack Mort,A single red rose growing in a vacant lot
Susannah begins to undergo yet another change of character in Wolves of the Calla. What is this characters name?, Mia,Coral,Rhea,Mia,Susan
"When the priest first appeared near Calla Bryn Sturgis in the book Wolves of the Calla, he was found by a religious group. What is their name?", Manni,Wolves,Taheen,Manni,Crimson Acolytes
Why are the Wolves such a problem to the people of Calla Bryn Sturgis in the novel Wolves of the Calla?, They abduct one twin of a pair from a family whenever they appear.,They always beat the Bryn Sturgis soccer team when they visit.,They have awful table manners.,"They come down from the mountains and kill all of the sheep, which are the main livestock in the area.",They abduct one twin of a pair from a family whenever they appear.
"The Wolves in the novel The Wolves of the Calla have an arsenal of weapons, including hand-grenades called what?", Sneetches,Landies,Starbombs,Sneetches,Loopers
This  type of  poem is usually a long poem that tells the story of a significant event or a significant persons life., Epic Poetry,Hokku,Lyric Poetry,Epic Poetry,Iamb
This type of poem consists of 14 lines with this rhyme pattern: abba cddc effe gg, Sonnet,Acrostic,Sonnet,Ode,Strophe
Which word means a set of two lines in a poem?, couplet,iamb,caesura,bisody,couplet
This type of poem is one that is relatively short and tells a story., Narrative poem,Prosdic poem,Lyric poem,Narrative poem,Epode
"In this type of poem, the first letters of each line help give the meaning of the poem.", Acrostic,Iamb,Ode,Lyric,Acrostic
"This is a type of Japanese poem that is made of three parts; the first has five syllables, the second seven and the third have five.", Haiku,Hokku,Haiku,Jintishi,Basho
This is a type of Chinese poetry ., Jintishi,Rubiyat,Hokku,Haiku,Jintishi
This expression means an audible pause that breaks up a line of poetry., Caesura,Rubiyat,Hokku,Shwa,Caesura
This  type of poem is typified by a great poem by Omar Khayyam, Rubiyat,Jintishi,Haiku,Hokku,Rubiyat
In which book by Mark Twain does the following phrase appear:  Lead us into temptation?, The Man That Corrupted Hadleyburg,The Prince and the Pauper,A Connecticut Yankee in King Arthurs Court,The Man That Corrupted Hadleyburg,The Mysterious Stranger
I wish I owned half of that dog.  Why? somebody asked.  Because I would kill my half is a conversation from what book by Mark Twain?, Puddnhead Wilson,Puddnhead Wilson,The Adventures of Tom Sawyer.,The Autobiography of Mark Twain,Life on the Mississippi
What Mark Twain book is the following quote from: Tom lost his temper.  I notice a person most always does that’s got laid out in an argument. He told us to shut up.?, Tom Sawyer Abroad,Innocents Abroad,Captain Stormfield Visists Heaven,Tom Sawyer Abroad,The Adventures of Tom Sawyer
From which Mark Twain book does the following line come: “I never felt so filled with a blessed peace as I did yesterday - when I learned that Michangelo was dead.?, The Innocents Abroad,The Prince and the Pauper,Roughing it,Life on the Mississippi,The Innocents Abroad
What book by Mark Twain is the following excerpt from: If man could be crossed with a cat - it would improve man - but it would deteriorate the cat.?, The Autobiography of Mark Twain,The Autobiography of Mark Twain,Puddnhead Wilson,Life on the Mississippi,Huckleberry Finn
The difference between a cat and a lie is that the cat only has nine lives. Which book by Mark Twain is this quote from?, Pudd nhead Willson,Pudd nhead Willson,Tom Sawyer,Roughing It,The Innocents Abroad
"What book does the following quote come from: You dont know me without you have read a book by the name of The Adventures of Tom Sawyer, but that aint no matter. ?", Huckleberry Finn,Huckleberry Finn,The Gilded Age,Letters From the Earth,Life on the Mississippi
I came in with Halleys Comet...it will be the greatest disappointment of my life if I dont go out with it. is a quote from what book by Mark Twain?, The Autobiography of Mark Twain,The Autobiography of Mark Twain,Tom Sawyer,The Gilded Age,Letters From the Earth
"What Mark Twain book is the following line from: All right, then, Ill go to hell!?", Huckleberry Finn,Life on the Mississippi,Huckleberry Finn,Captain Stormfield Visits Heaven,The Diary of Adam and Eve
"What book by Mark Twain does this quote come from: In mans heaven...it shall contain each and every thing that is repulsive to a man, and not a single thing he likes....it pays no compliment to the intellect...in fact never even mentions it. ?", Letters From the Earth,Letters From the Earth,Roughing It,The Innocents Abroad,Huckleberry Finn
"Which poet wrote the poems The Germ, Listen, A Word to Husbands, and Very Like a Whale?", Ogden Nash,Ogden Nash,W. H. Auden,C. Day Lewis,Langston Hughes
Which of the following poems was not written by C. Day Lewis?, The Unknown Citizen,Almost Human,The Unknown Citizen,Newsreel,"Come, Live With Me And Be My Love"
Gwendolyn Brooks wrote all of the following poems except one. Can you find the odd one out?, The Ballad of Sue Ellen Westerfield,We Real Cool,The Ballad of Sue Ellen Westerfield,Way Out Morgan,The Chicago Defender Sends A Man To Little Rock
All of these poems were written by Allen Ginsberg except one. Which one was written by poet James Dickey?, The Beholders,My Sad Self,Howl,The Beholders,A Supermarket in California
This poet wrote the poems Moss Gathering and My Papas Waltz in 1948 and Elegy for Jane in 1953., Theodore Roethke,Theodore Roethke,Gwendolyn Brooks,Robert Hayden,Elizabeth Bishop
Which of these poems was not written by Robert Lowell?, Digging for China,For the Union Dead,The Mouth of the Hudson,Grandparents,Digging for China
"Which poet wrote the poems Still I Rise, I Know Why the Caged Bird Sings, and Remembrance?", Maya Angelou,Elizabeth Bishop,Gwendolyn Brooks,Anne Sexton,Maya Angelou
"Which 20th century poet wrote the phrase Candy is Dandy, But Liquor is Quicker?", Ogden Nash,Ogden Nash,James Dickey,Dylan Thomas,Allen Ginsberg
John Steinbeck was born in 1902 in this city.," Salinas, California",New York City,"Salinas, California","Moscow, Soviet Union","Heiligenhaus, Germany"
Which of the following books by John Steinbeck won a Pulitzer prize?, The Grapes of Wrath,East of Eden,none of these,Of Mice and Men,The Grapes of Wrath
Name the sequel to John Steinbecks 1945 book Cannery Row., Sweet Thursday,The Pearl,The Wayward Bus,East of Eden,Sweet Thursday
What was John Steinbecks first published novel?, Cup of Gold,Tortilla Flat,The Red Pony,Cup of Gold,The Pastures of Heaven
"In 1960 John Steinbeck set off on a trip around America, which he described in a book. What name did Steinbeck give to the vehicle he used during the trip?", Rocinante,America,Rocinante,Charley,Don Quihote
Upon its publishing in 1939 this book by John Steinbeck was banned from public schools and libraries in a lot of places in America., The Grapes of Wrath,To a God Unknown,In Dubious Battle,The Moon Is Down,The Grapes of Wrath
During World War II John Steinbeck worked as a war correspondent for this newspaper., New York Herald Tribune,New York Herald Tribune,San Francisco Chronicle,The New York Times,Los Angeles Times
George Milton and Lennie Small were characters in which book by John Steinbeck?, Of Mice and Men,The Wayward Bus,Of Mice and Men,The Pearl,Cannery Row
Which of the following women was not married to John Steinbeck?, Mary Steinbeck Dekker,Carol Henning Steinbeck Brown,Elaine Anderson Scott Steinbeck,Gwyndolyn Conger Steinbeck,Mary Steinbeck Dekker
What prize did John Steinbeck receive in 1962?, Nobel Prize for Literature,New York Drama Critics Circle Award,Nobel Prize for Literature,Commonwealth Club of California Gold Medal for Best Novel by a Californian,Pulitzer Prize Fiction Award
He graduated from Harvard in 1916. He wrote The Enormous Room (1922) about a prison camp during WWI., e.e. cummings,Gary Porter,e.e. cummings,Robert Frost,Ernest Hemingway
He is largely considered to be the most popular American poet of the 19th century as well as the first professional American poet., Henry Wadsworth Longfellow,Nathaniel Hawthorne,Edgar Allen Poe,Robert Frost,Henry Wadsworth Longfellow
"She was born in 1830 in Amherst, Massachusetts, and bore the same first name as her mother.", Emily Dickinson,Jane Austin,Emily Dickinson,Sylvia Plath,Elizabeth Barrett Browning
"He was born in 1902 in Joplin, Missouri and began writing in the 8th grade even though his father discouraged him.", Langston Hughes,Thurgood Marshall,E.G. Marshall,Langston Hughes,Barnard Hughes
She wrote Cold Comfort in 1986 and A Space Filled with Movement in 1992., Maggie Anderson,Maggie Anderson,Louise McNeil,Maude Anderson,Louisa Mae Alcott
Writer and artist Edward St. John Gorey was born on February 22 in what year?, 1925,1915,1925,1935,1920
Writer and artist Edward Gorey died at the age of 75 at his home in Cape Cod. What caused his death?, Heart Attack,Prostate Cancer,Car Accident,Heart Attack,Natural causes-old age
What are the names of Rolands mother and father in The Dark Tower series?, Gabrielle and Steven,Gabrielle and Roland,Gillian and Roland,Gabrielle and Steven,Gillian and Steven
Which of the following Steven King books is not connected to the Dark Tower series?, They are all connected.,Salems Lot,They are all connected.,The Eye of the Dragon,Rose Madder
"What was the name of the book that contained the short story The Little Sisters of Eluria, a prequel to The Gunslinger?", Everything’s Eventual,Nightmares and Dreamscapes,Skeleton Crew,Everything’s Eventual,Different Seasons
Oscar Wilde was imprisoned for two years after being convicted of this crime., gross indecency,treason,domestic abuse,gross indecency,sexual assault
"This literary work, whose preface ends with the sentence, All art is quite useless, is Oscar Wildes only published novel.", The Picture of Dorian Gray,A Woman of No Importance,The Importance of Being Earnest,The Picture of Dorian Gray,The Canterville Ghost
"What drama film, starring Scarlett Johansson as Meg Windermere, is based on Oscar Wildes play Lady Windermeres Fan?", A Good Woman,A Good Woman,The Nanny Diaries,The Other Boleyn Girl,Lost in Translation
"This Oscar Wilde tragedy, originally written in French in 1891, was banned in England until 1931.", Salome,A Florentine Tragedy,Salome,"Vera; or, The Nihilists",An Ideal Husband
"While in prison Oscar Wilde wrote De Profundis, an extended letter in which he expressed his bitter criticism towards this English author, better known as Wildes intimate friend.", Lord Alfred Douglas,Lord Alfred Tennyson,Lord Alfred Douglas,Matthew Arnold,Robert Seymour Bridges
Which characters created by Oscar Wilde are not correctly paired with the literary work?," Salome - Simone Grosso, Beatrice","The Picture of Dorian Gray - Basil Hallward, Sybil Vane","Lady Windermeres Fan - Mrs Erlynne, Lord Darlington","The Importance of Being Earnest - Gwendolen Fairfax, Algernon (Algy) Moncrieff","Salome - Simone Grosso, Beatrice"
Name the witty nobleman who conveys to Dorian Gray his view of indulgent hedonism in one of Oscar Wildes most famous works?, Henry Wotton,Henry Wotton,Basil Hallward,Alan Campbell,James Vane
Complete the following statement made by one of Oscar Wildes characters: Nothing makes one so vain as being told one is .............., a sinner,a genius,beautiful,a sinner,a good lover
"In Stephen Kings novel The Dark Tower, Mordred has the ability to transform himself into what type of creature?", Spider,Spider,Wolf,Crow,Snake
"Once reunited in the book The Dark Tower, the ka-tet travel to a town called Fedic to stop the activity of a group of individuals who use their psychic powers to break apart the beams that hold the Dark Tower and Mid-World together. What is the name given to this group of psychics?", Breakers,Breakers,The Great Old Ones,Sanitisers,Crimson Acolytes
Which member of the ka-tet is mortally wounded in The Dark Tower in the battle to free the psychics of Fedic?, Eddie,Oy,Eddie,Jake,Susannah
"In the final novel of The Dark Tower series, Jake, Roland and Oy travel to Maine in 1999 to do what important task?", Save the life of Stephen King,Deliver a rose to Jakes dying mother,Open the Tet Corporation Tower,Close a tear between the worlds that was causing strange creatures to enter 1999,Save the life of Stephen King
"On their travels in the book The Dark Tower, the ka-tet come to a place called ODDS LANE (the S had been added by hand). The only person who lived here was an old guy who called himself Joe Collins, but what was his real name?", Dandelo,Dandelo,Cuthbert,Walter,Pennywise
"In the novel The Dark Tower, in Joe Collins basement the ka-tet discover a young man named Patrick Danville imprisoned in a cage. What particular skill does Patrick have?", He is a gifted artist whose drawings become reality.,He is blind and cannot be influenced by the all-seeing eye of The Crimson King.,He can travel between worlds simply by thinking about them.,He can block the destructive thoughts of the psychics who are destroying the Beams.,He is a gifted artist whose drawings become reality.
"When close to his goal, The Dark Tower, Roland is attacked by Mordred. Who saves Rolands life, but dies in the process?", Oy,Eddie,Oy,Jake,Susannah
What Shakespearean character usurped the throne by murdering his brother and then married the late kings widow?, Claudius,Julius Caesar,Claudius,Polonius,Iago
"Name the Scottish King whom Macbeth murdered, led by his thirst for power and desire to obtain the throne.", King Duncan,King Duncan,King Malcolm II,King Henry,King Kenneth
"This character, often regarded as one of Shakespeares most malevolent villains, is an expert manipulator, who states, I am not what I am.", Iago,Polonius,Claudius,Cassius,Iago
"This complex Shakespearean character, who is a villain at one point and a victim at another, demanded a pound of flesh and rendered no mercy.", Shylock,Horatio,Tubal,Antonio,Shylock
"This character, who commits a number of villainous acts throughout the course of the play King Lear, is the illegitimate son of the Earl of Gloucester.", Edmund,Edmund,Antonio,Edgar,Philip
What character from the play Julius Caesar incites the conspiracy against Caesar and plays a leading role in his assassination?, Cassius,Brutus,Taurus,Arviragus,Cassius
Name King Lears brutal son-in-law who gouged out Gloucesters eyes in Shakespeares tragedy King Lear., Duke of Cornwall,Duke of Burgundy,Edmund,Earl of Kent,Duke of Cornwall
"In the play Cymbeline, this dishonest Roman soldier tricked Posthumos into believing that he had seduced his wife, Imogen.", Iachimo,Iachimo,Philario,Brutus,Cassius
"In what Shakespearean comedy did Don John acknowledge, though I cannot be said to be a flattering honest man, it must not be denied but I am plain-dealing villain?", Much Ado About Nothing,The Comedy of Errors,Much Ado About Nothing,The Taming of the Shrew,Measure for Measure
"Why does the group of eco-terrorists, featured in the book Ark Angel, call themselves Force Three?", The Earth is the third nearest planet to the sun.,It does not say.,The Earth is the third nearest planet to the sun.,The group has three main goals.,"When the group was created, there were three members in it."
"In the book Ark Angel, what are the nicknames Alex Rider gives to the four men who break into St. Dominics hospital looking for Paul Drevin?"," Combat Jacket, Spectacles, Steel Watch, Silver Tooth","Canvas Jacket, Spectacles, Steel Watch, Silver Tooth","Combat Jacket, Spectacles, Steel Watch, Silver Tooth","Canvas Jacket, Spectacles, Metal Watch, Silver Tooth","Combat Jacket, Spectacles, Metal Watch, Steel Tooth"
Fictional character Alex Rider says that the leader of Force Three has what parts of the world tattooed on the back of his head?, Russia and China,Brazil and West Africa,Russia and China,The US and Canada,Europe
"In the novel Ark Angel, what natural disaster does Alex Rider think would occur if the leader of Force Three was to sneeze?", Earthquake,Landslide,Earthquake,Tsunami,Volcanic Eruption
"In the sixth book in the Alex Rider series, what were Force Three going to send with the ransom note to Nikolei Drevin in order to show him that they meant business?", One of their captives fingers.,One of their captives toes.,A picture of their captive.,A lock of their captives hair.,One of their captives fingers.
