Questions,Correct,A,B,C,D
"The castles and town walls of North Wales, built under the orders of Edward I (in the late 13th and early 14th century) to suppress the Welsh, have always been regarded as an impressive sight. However, which of the castles was considered the nearest to perfect in the concentric castle design of the time?", Beaumaris,Flint,Conwy,Rhuddlan,Beaumaris
Who was the first Prime Minister of the UK to be born in Wales?, There hasnt been one,There hasnt been one,David Lloyd George,Lord Melbourne,Neil Kinnock
What abbreviation is used for a member of the Welsh Assembly?, AM,WAM,MSP,AM,MP
"In the America Bowl at Wembley stadium in 1987, the Welsh Full Back Paul Thorburn made a guest appearance for which NFL team?", L. A. Rams,Green Bay Packers,L. A. Rams,Chicago Bears,Denver Broncos
The Welsh are renowned for singing. One of their popular hymns is known in Welsh as Cwm Rhondda. By what name is it more commonly referred to in English?, Bread of Heaven,The River Song,All Things Bright and Beautiful,Bread of Heaven,When you come home again to Wales
In which South American country is there a small population that speaks only Spanish and Welsh?, Argentina,Guyana,Peru,Argentina,Chile
"Sushi, the icon of Japanese cuisine, is characterized by which of the following?", Specially prepared rice,Raw fish,Soy based dipping sauces and wasabi,Specially prepared rice,Seaweed wraps
The Japanese call Mount Fuji Fuji-san. San refers to which of the following?, A reading of the Chinese character that means mountain,A suffix adopted from WWII American troops,A reading of the Chinese character that means mountain,The Japanese word for the number three,"A term of respect, like the san that follows Japanese names"
Rooms in Japanese houses and apartments are typically measured by which of the following?, The number of tatami mats in the room,The number of tatami mats in the room,The number of futons that will fit in the room,Square feet,Square meters
The Japanese word baitoh (pronounced BUY-toe) means part time job and is adapted from which language?, German,English,French,German,Finnish
"In America, horror films are often released in October, to cash in on the Halloween season. In Japan, horror films are a staple of which season?", Summer,Spring,Fall,Winter,Summer
"In America, it is not unusual to find buildings with no thirteenth floor. In Japan, which floor of a hotel might one find missing?", 4,17,25,4,9
"Before money existed, people obtained goods this way.", Trading,Singing,Trading,Exchanging their children,Working
"The first money appeared around 1,200 BC in the form of this.", Oyster shells,Willow twigs,Corn,White pebbles,Oyster shells
This is when the first metal coins appeared., 1000 BC,2000 BC,3000 BC,4000 BC,1000 BC
American Indians used beaded shells as money. They called them this., Wampum,Wampum,Benjamins,Shavaya,Inda
"The first European metal coins, which resembled modern currency were made of this.", Silver,Brass,Silver,Gold,Copper
The first bills (banknotes) appeared in this country., China,China,India,Japan,Rome
The first banknotes were made of this., Leather,Oak leaves,Cloth,Leather,Paper
The first paper bills (banknotes) appeared in this year., 806,1700,1542,806,1420
Paper money were very convenient and much used. This led to their devaluation and they disappeared around this year., 1400,1300,1500,1400,1900
Oyster shells were used as money until this time., Until the middle of the 20th century,Until the 12th century,Until 1000 BC,Until the 15th century,Until the middle of the 20th century
"This successful Russian submarine, used during World War II, was responsible for the sinking of the German refugee transport Goya in April 1945.", L-3,U-110,U-505,L-3,L-4
"Which of these is not a class of American submarines, used during World War II?", Kairyu,Balao,Kairyu,Tench,Gato
"Operation Deadlight was the code name for the scuttling of U-boats surrendered to the Allies after the defeat of Germany, near the end of World War II. How many U-boats were scuttled?", 121,49,104,79,121
"In 1942, during World War II, RMS Laconia was sunk by what type of U-boat?", U-156,U-507,U-110,U-156,U-513
"This British submarine, under the command of lieutenant-commander Malcolm David Wanklyn, completed 24 patrols, sinking around 120,000 tons of enemy shipping.", HMS Upholder (P37),HMS Odin (N84),HMS Swordfish (61S),HMS Umbra (P35),HMS Upholder (P37)
What is the official state animal of Connecticut?, The sperm whale,The Husky dog,The wild turkey,The Connecticut river coon cat,The sperm whale
Who established the colony of Connecticut in 1636?, Thomas Hooker,Thomas Hooker,Adrian Block,Roger Williams,Henry Hudson
Why is Connecticut sometimes referred to as The Nutmeg State?, Yankee peddlers used to sell wooden nutmegs and try to pawn them off as the real thing.,Nutmeg grows wild in Southern New England and is the state plant of Connecticut.,New Englanders used to flavor all their cooking with nutmeg.,Yankee peddlers used to sell wooden nutmegs and try to pawn them off as the real thing.,The nutmeg spice was one of Connecticuts major trade commodities.
What is the capital city of Connecticut?, Hartford,New Haven,Waterbury,Hartford,Bridgeport
One of the statesmen on the Committee that drafted the Declaration of Independence was the delegate from Connecticut. What was his name?, Roger Sherman,Roger Sherman,Seth Thomas,Elihu Burritt,Oliver Wolcott
Which of these was one of the early heroes of the American Revolution who was executed by the British?, Nathan Hale,William Hart,Jonathan Groton,Charles Morgan,Nathan Hale
What is the state song of Connecticut?, Yankee Doodle,Connecticut is My Home,Long Live the Glories of  Old Connecticut,Yankee Doodle,Its a Grand Old Flag
When did Time magazine begin selecting Man of the Year?, 1927,1927,1937,1932,1942
When was the title Man of the Year changed to Person of the Year?, 1999,1949,2002,1982,1999
Who was selected as Time magazines first Man of the Year?, Charles Lindbergh,Charles Lindbergh,Owen D. Young,John F. Kennedy,Haille Selassie
Who was Time magazines first Man of the Year to be under 26 years old?, Charles Lindbergh,Nelson Mandela,Jeff Bezos,Charles Lindbergh,John F. Kennedy
Who was the first woman to win Time magazines title Man of the Year?, Bessie Wallis Warfield Spencer Simpson,Mother Teresa,Bessie Wallis Warfield Spencer Simpson,Queen Elizabeth II,Princess Diana
Who was the first non-American to be granted Time magazines title Man of the Year?, Mahatma Gandhi,Winston Churchill,Mahatma Gandhi,Joseph Stalin,Alfred Nobel
He was the first person involved in the automobile industry to win Time magazines title Man (or Person) of the Year., Walter Percy Chrysler,Walter Percy Chrysler,Gottlieb Daimler,Otto Benz,Henry  Ford
He was the first European to be selected Man of the Year by Time magazine. He was also the first winner to be executed in his country for treason., Pierre Laval,Hans von  Drucker,Konrad Adenauer,Pierre Laval,Laurence  des Lemaussanne
In 1986 this brave woman won Time magazines Man of the Year award. Three years earlier she witnessed the assassination of her husband., Corazon C. Aquino,Benazir Bhutto,Jacqueline Kennedy,Corazon C. Aquino,Indira Gandhi
Find the correct statement about Dwight David Eisenhower., He won Time magazines Man of the Year award once as President and once before he was President.,He never won Time magazines Man of the Year award.,He was the first person to win Time magazines Man of the Year award three times.,He won Time magazines Man of the Year award twice as US President.,He won Time magazines Man of the Year award once as President and once before he was President.
He was the first person chosen for Time magazines Man of the Year award two years in a row., Richard M. Nixon,Richard M. Nixon,Bill Gates,Vladimir  Putin,Franklin Delano Roosevelt
This American jurist won Time magazines Man of the Year award in 1973 and was influential in getting rid of the man who won the award in 1971., John Sirica,John Sirica,Yuri Andropov,King Faisal,Lech Walesa
In 1968 the Apollo astronauts were chosen for Time magazines Man of the Year award. Who were they ?," Anders, Borman, Lovell","Cernan, Lovell, Young","Schirra, Stafford, Sweigert","Anders, Borman, Lovell","Cunningham, Eisele, Young"
This two-time winner of Time magazines Man of the Year title came up with a plan to rebuild Europe after World War II., George Marshall,James F. Byrnes,George Marshall,William Westmoreland,Charles de Gaulle
In 1956 the Freedom Fighters of this country won Time magazines Man of the Year award., Hungary,Algeria,Nepal,Hungary,Czechoslovakia
She was the first Queen to win Time magazines title Man of the Year., Queen Elizabeth II,Queen Elizabeth II,Queen Latifah,Queen Margarethe,Queen Naor
"This man, named Person of the Year by Time magazine in 2001, stood tall after the 9/11 and inspired his city to get  through the terrible attack.", Rudy Giuliani,David Ho,Rudy Giuliani,Adrien Fenty,Peter Uberroth
"Cynthia Cooper, Coleen Rowley, and Sherron Watkins were granted Time magazines Person of the Year award. Under what title did they win?", The Whistleblowers,The Whistleblowers,The American Nurse,The European Union,The American Woman
"The name of which continent is believed to mean dust, cave, and sunny according to various theories on the origin of its name?", Africa,Europe,Asia,Australia,Africa
Valletta is the capital city of an island country belonging to the territory of this continent., Europe,Asia,Africa,Europe,South America
On what continent is the Quechua language spoken by its indigenous peoples?, South America,Africa,Australia,North America,South America
Victoria Land is a region located on this continent., Antarctica,North America,Europe,South America,Antarctica
"The Emu, the second-largest bird living on the planet, is indigenous to this continent.", Australia,South America,Asia,Africa,Australia
What is the largest and most populous continent on the planet?, Asia,North America,Africa,Asia,South America
"Mount McKinley, or Denali, is the highest mountain peak on this continent.", North America,Europe,Australia,South America,North America
"The longest river in the world is located on this continent, which is the second largest on the planet.", Africa,South America,Asia,North America,Africa
On which two continents are there cities named Darwin?, North America and Australia,North America and Europe,North America and Antarctica,North America and Australia,Europe and Australia
"The dishes Tom yum soup, hummus, chicken tikka and Nasi goreng belong to the cuisine of what continent?", Asia,Africa,Asia,South America,Europe
Which is the highest peak in the Canadian Rockies?, Mt. Robson,Mt. McKinley,Mt. Robson,Mt. Everest,Mt. Logan
"The name Canada comes from the St. Lawrence Iroquoian word, kanata. What does it mean in English?"," village, settlement",peace,"village, settlement",ocean,north
"This sea captain, who was second-in-command of the English fleet against the Spanish Armada, claimed for the Queen a North American territory called New Albion.", Drake,Champlain,Drake,Magellan,Cartier
What government agency was Newsweek Magazines CW 2008 referring to when they wrote Asleep at the regulatory switch?, SEC,FBI,SEC,CIA,DOT
"The arrow points up for this lady who, according to Newsweeks CW 2008, has brains, experience and a great work ethic. Who is Barack Obamas choice for U. S. Secretary of State?", Hillary Clinton,Hillary Clinton,Condoleezza Rice,Madeleine Albright,Nancy Pelosi
"Arrow down. Who according to Newsweeks CW 2008 is ill-informed, inarticulate shopaholic that has an ego bigger than Alaska?", Sarah Palin,Sarah Palin,Condi Rice,Nancy Pelosi,Tina Fey
Which is the longest river flowing through Poland?, Vistula,Danube,Odra,Vistula,Dniester
Which of the following countries is smaller (in terms of land area) than Poland?, Italy,Finland,Spain,Ukraine,Italy
Who was the first President of Poland?, Gabirel Narutowicz,Lech Kaczynski,Jozef Pilsudski,Gabirel Narutowicz,Lech Walesa
Poland was one of the first countries to have a constitution (1791). Which constitution/s was/were passed earlier than the Polish one?, American,French,"American, French and British",American,American and French
Which country does not have a land border with Poland?, Latvia,Germany,Lithuania,Latvia,Russia
In 1569 Poland united with this country to form a Commonwealth that covered an area of almost one million square kilometers., Lithuania,Lithuania,Ukraine,Austria,Russia
When was Poland accepted into the European Union?, 2004,1995,2007,2004,1989
"Between late XV and XVIII centuries, Polands kings were elected. Theoretically any noble man could become king. On many occasions a foreigner would be chosen. Which European ruling family did not have a member who was elected king of Poland?", Austrian Habsburgs,Swedish Vasa,Saxonys Wettin,French Valois,Austrian Habsburgs
Which city did not serve as capital of Poland?, Gdansk,Krakow,Poznan,Warsaw,Gdansk
What are the national colors of Poland?, white and red,"white, red and blue","red, black and yellow",blue and yellow,white and red
Poland has suffered many wars and has been occupied for many years. But Polish troops have been the attacking side as well. Which current European capital has never been occupied by the Polish army?, Budapest,Prague,Moscow,Berlin,Budapest
What is the lower house of the Polish Parliament called?, Sejm,Diet,Sejm,Bundestag,Duma
Which city lying on the Missouri River is the capital of North Dakota?, Bismarck,Pierre,Grand Forks,Fargo,Bismarck
This park lies on the border between Canada and North Dakota. It could be why this border needs no fences., International Peace Gardens,Glacier National Park,Teddy Roosevelt National Park,International Peace Gardens,Icelandic National Park
Which U.S. president stated he would have never been president had it not been for his experiences in North Dakota as a cattle rancher?, Theodore Roosevelt,Theodore Roosevelt,Lyndon B. Johnson,George W. Bush,Rutherford B. Hayes
This U.S. Senator from the 60s and 70s was known as Senator Wheat for his work at getting a higher price for wheat which during that time North Dakota was the leading producer., Milton R. Young,Quentin Burdick,Milton R. Young,Byron Dorgan,Mark Andrews
"This city and historical park in North Dakota boasts the rarity of having an albino buffalo. At the birth of White Cloud, Native American people from around the country came to view this creature, which is looked on spiritually by Native American Indians.", Jamestown,Medora,Fargo,Bismarck,Jamestown
The North Dakota State Fair is held in which city each August?, Minot,Fargo,Grand Forks,Minot,Bismarck
"Cleveland Indians 1st baseman/DH, Travis Hafner was born and raised in this North Dakota town.", Sykeston,Fargo,Carrington,Jamestown,Sykeston
General George Armstrong Custer left Fort Lincoln on the southern edge of this North Dakota town (named after the Native American tribes from that area) on his fateful trip to The Little Bighorn., Mandan,Bismarck,Standing Rock,Mandan,Dickinson
"This Police Woman was born and raised at Kulm, ND which also was the flax capital of North America!", Angie Dickinson,Angie Dickinson,Margita Hargitay,Cheryl Ladd,Peggy Lee
"The best walleye fishing lake in North America, according to Field and Stream Magazine, is this lake in northeast central North Dakota.", Devils Lake,Lake Audobon,Lake Lida,Lake Metigoshe,Devils Lake
"In 1953, television first came to Alaska. What were the call letters of the first broadcasting television station in Alaska?", KENI,KTVA,KYES,KTUU,KENI
"Which US President signed the Treaty of Purchase between the United States and Russia, which brought about the formal transfer of Alaska from Russia to the US?", Andrew Johnson,Andrew Johnson,William Taft,Andrew Jackson,Abraham Lincoln
There is much speculation as to how many people died as a direct result of the Darfur conflict. What figure do most Non-governmental organizations use when calculating the total number of deaths?," 400,000","150,000","250,000","400,000","50,000"
"If there is a crowd of children in a Darfur camp screaming Kawaja, kawaja! what is there in the center of the crowd?", A white person,A white person,A dog,A water hole,A football/soccerball
"The two buildings of Marina City, one of the first complexes referred to as the city within a city, are often compared to this food item.", Corn,Corn,Bean,Bamboo,Sausage
"This building, designed by Louis H. Sullivan, is one of the most famous early skyscrapers housing a flagship department store. This store appears in Theodore Dreisers novel Sister Carrie. It was named a National Historic Landmark in 1975. Name the store.", Carson Pirie Scott,Carson Pirie Scott,Montgomery Ward,Marshall Field  Company Store,Sears
"Designed by Skidmore, Owings  Merrill LLP, this building consists of 9 bundled square tubes, each 75 feet wide with no columns between the core and the perimeter.", Sears Tower,Water Tower Place,Aon Center,One Magnificent Mile,Sears Tower
"What does Maundy Thursday, also known as Holy Thursday, commemorate?", The Last Supper of Jesus Christ with the Apostles,The crucifixion of Jesus Christ,Christs death at Calvary,The Last Supper of Jesus Christ with the Apostles,The resurrection of Christ
"What is another name for Golgotha, the site where Jesus was crucified?", Calvary,Calvary,Gethsemane,Sinai,Egeria
"Name the Roman governor of Judaea who, according to the gospels, authorized the Crucifixion of Jesus.", Pontius Pilate,Herod Agrippa,Lucius Vitellius,Valerius Gratus,Pontius Pilate
What nocturnal omnivorous animal is an Australian alternative to the Easter Bunny?, Bilby,Opossum,Bilby,Koala,Kangaroo
"What Easter television special, released in 1971, was based on the novel The Easter Bunny That Overslept?", Here Comes Peter Cottontail,"Its the Easter Beagle, Charlie Brown",Here Comes Seymour Sassafrass,Here Comes the Mad March Hare,Here Comes Peter Cottontail
What jewellery company is famous for designing exquisite jewel-encrusted eggs for the Russian Imperial Court?, Fabergé,Fabergé,Cartier,Boucheron,Tiffany
"According to a tradition among followers of Eastern Christianity, this disciple of Jesus Christ brought cooked eggs at his tomb and they miraculously turned red.", Mary Magdalene,Priscilla,Junia,Mary Magdalene,Susanna
What feast celebrated 50 days after Easter Sunday commemorates the descent of the Holy Spirit upon Christs disciples?, Pentecost,Ascension Day,Palm Sunday,Pentecost,Paschal Day
What feast commemorating Jesus triumphal entry into Jerusalem marks the beginning of the Holy Week?, Palm Sunday,Maundy Thursday,Palm Sunday,Ash Wednesday,Good Friday
"Who directed the 2004 movie The Passion of the Christ, which covers the final twelve hours of Jesus life?", Mel Gibson,Nicolas Cage,Martin Scorsese,Oliver Stone,Mel Gibson
The name of this Iranian grand palace means high gate., Ali Qapu,Nasir al-Din,None of these,Ali Qapu,Gamzigrad
Gamzigrad is an ancient Roman complex of palaces located in this European country., Serbia,Bulgaria,France,Austria,Serbia
"Mustafa Kemal Atatürk, the first president of the Republic of Turkey, used this palace as a presidential residence.", Dolmabahçe Palace,Dolmabahçe Palace,The Winter Palace,Gamzigrad,Chehel Sotoun
The name of this Palace means “Forty Columns” in Persian., Chehel Sotoun,Dolmabahçe Palace,None of these,Sanssouci,Chehel Sotoun
"The Winter Palace, the official residence of Russian Tsars, is located in this Russian city.", Saint Petersburg,Saint Petersburg,Smolensk,None of these,Moscow
"Sanssouci, the former summer palace of Frederick the Great, was built in this style.", Rococo,Baroque,None of these,Rococo,Surrealism
"What day and year did the famous Battle of Culloden near Culloden, Scotland occur?"," April 16, 1746","January 16, 1754","April 16, 1746","May 7, 1743","February 5, 1823"
Which is the patron saint of Scotland?, Andrew,Columba,Matthew,Andrew,George
What happened in 1964 in south-central Alaska?, tsunamis and earthquake,None of these,tsunamis and earthquake,oil discovery,tsunamis
What is the common name for Prudhoe Bay?, The North Slope,The North Slope,South central Alaska,The Outside,The Oil Fields
The Trans-Alaska pipeline provided what percent of domestic oil for the US when completed?, 25%,33%,25%,15%,50%
Who was vice president of the US  when Congress gave final approval to begin construction of the Alaska pipeline?, Spiro Agnew,Lyndon Johnson,Spiro Agnew,None of these,Hubert Humphrey
When individuals file for bankruptcy in the USA they file under this section of the Uniform Commercial Code., Chapter 13,Chapter 19,Chapter 7,Chapter 13,Chapter 11
"Although he never filed for bankruptcy, this very smart and very great American President left a $107,000 debt for his heirs.", Thomas Jefferson,Abraham Lincoln,Thomas Jefferson,George Washington,Woodrow Wilson
"What is the real first name of Screech Diamond of Saved by the Bell fame, who was forced to declare bankruptcy due to the loss of hundreds of thousands of dollars?", Dustin,Derek,Dustin,Drake,Danny
"This blond beauty, born in  Athens, Georgia in 1953, made millions as a movie star but went bankrupt  due, in part, to her purchase of the entire town of Baselton, Georgia.", Kim Bassinger,Kay Douglas,Kim Bassinger,Anita Bryant,Stella Stevens
She was a very popular singer with many corporate sponserships. Her open antagonism to  homosexuals led to the loss of these sponsorships and singing success., Anita Bryant,Anita Bryant,Amy Winehouse,Vanessa Williams,Cyndi Lauper
"Two Out of Three [one might say ] Aint Bad, but this singer/actor had a $1,600,000 debt in 1983.", MeatLoaf,MeatLoaf,Gene Simmons,Eugene Whitfield,David Crosby
This man (along with his half-brother) tried to corner the worlds silver market. His failure led to his bankruptcy., Nelson Bunker Hunt,George Bannister,William C. Durant,Nelson Bunker Hunt,Sam Walton
"She was an actress famous for her role in Moulin Rouge. She is even more famous for her marriages, her sisters, and for being arrested for battery. Who is this actress who was forced into bankruptcy in 1994?", Zsa Zsa Gabor,Magda Gabor,Lil Kim,Eva Gabor,Zsa Zsa Gabor
"In 1936 this founder of General Motors had a debt of $914,231 forcing bankruptcy.", William C. Durant,David L. Buick,R.E.Olds,William C. Durant,Raymond Devond
What major annual thoroughbred horse race is held in Australia during the first week of November?, Melbourne Cup,Kingston Town Classic,W.S. Cox Plate,Perth Cup,Melbourne Cup
"Coppertone was born in the kitchen of Miami pharmacist, Benjamin Green. It became one of Americas leading sun care products through the strength of its advertising campaign featuring the Coppertone Girl. What actress got her start as the 1965 Coppertone Girl?", Jodie Foster,Laura Dern,Jodie Foster,Tatum ONeal,Brooke Shields
"What famous basketball players father was murdered on July 23, 1993?", Michael Jordan,Magic Johnson,David Robinson,Michael Jordan,Shaq
"Which member of the RB group Destinys Child was born on July 23,1980?", Michelle Williams,Michelle Williams,Beyonce Knowles,Farrah Franklin,Kelly Rowland
"This Filipino-American serial killer went on a murder spree, killing five people, that ended with his suicide on July 23, 1997.", Andrew Cunanan,Thug Behram,Ted Bundy,Andrew Cunanan,Michel Husson
"A series of riots, among the worst in US history, were started on July 23, 1967. Where did this event take place?"," Detroit, Michigan","Los Angeles, California","New York City, New York","Chicago, Illinois","Detroit, Michigan"
"This famous royal couple were married on July 23, 1986. The marriage ended some years later in a highly publicized divorce.", Prince Andrew and Sarah Ferguson,Diana and Charles,James Ogilvy and Julia Rawlinson,Prince Andrew and Sarah Ferguson,Prince Philip and Queen Elizabeth
"Which eclectic pro marijuana actor was born on July 23, 1961?", Woody Harrelson,Luke Wilson,Matthew McConaughey,Woody Harrelson,Owen Wilson
What year was the first Boston Marathon run?, 1897,1910,1920,1898,1897
Rocky Marciano is from which city in Massachusetts?, Brockton,Boston,New Bedford,Rockland,Brockton
What do Chinese kids have for lunch on their birthday?, noodles,hoisin,siomai,noodles,siopao
Birthday celebrants in Mexico gets blindfolded and have to hit a ____________., paper animal (piñata),jar,clay pot (palayok),paper animal (piñata),pet dog
"In Hungary, kids celebrating their birthday give out what to their classmates?", a candy,a chocolate bar,a delicious dish for lunch,a cake,a candy
Where is the Taj Mahal located?, Agra,Agra,New Delhi,Singapore,Bombay
What was the Taj Mahal mainly made of?, white granite,white granite,black granite,clay,limestone
How many workers were recruited to build the Taj Mahal?," about 20,000 workers","about 20,000 workers","about 10,000 workers",about 4 million workers,about 1 million workers
"This is one of the leading industries in Israel, as well as the most rapidly developing one.", High technologies,Diamond processing,Tourism,Agriculture,High technologies
"In which form of Israeli cooperative agricultural system, several farms agree to buy and use large machinery commonly?", Moshav,Shandah,Shtetl,Kibbutz,Moshav
What is the political system of Israel?, Parliamentary democracy,Majoritarian democracy,Plutocracy,Theocracy,Parliamentary democracy
Which group of countries includes Israel’s major international trading partners?," USA, Belgium, Hong Kong, Germany","USA, UK., Japan, France","USA, UK, Spain, Netherlands","USA, Belgium, Switzerland, Russia","USA, Belgium, Hong Kong, Germany"
This is the year of the termination of the British mandate of Palestine and the signing of the Declaration of the Establishment of the State of Israel., 1948,1920,1947,1946,1948
"In 1991, Israel was attacked and for the first time did not retaliate. Which country was the attacker?", Iraq,USA,Palestine,UK,Iraq
"In 1977, this Arab nation leader signed a peace agreement, known as the Camp David Accords with  Israeli Prime Minister Menachem Begin.", Anwar Sadat,Yitzhak Rabin,Anwar Sadat,Gamal Abdel Nasser,Saddam Hussein
"What happened to the Arabs living in Israel, after the Declaration of the Establishment of the State of Israel was signed?"," Some stayed in Israel, some sold their land and moved.",All of them remained in the country.,They all left because of Israeli threats.,"Some stayed in Israel, some sold their land and moved.",They all moved to the Gaza Strip.
Which was the second country after Egypt to normalize its relations with Israel with a peace treaty of 1994?, Jordan,Syria,Jordan,Lebanon,Kuwait
"El Al, which is of major importance in Israel, is actually what kind of organization?", The national airline company of Israel,The government security organization,An international Jewish student organization,The national airline company of Israel,A religious movement  in Israel
"The kidnapping and rape of a theater attendant on the night of March 3, 1963, while a very horrible deed, was to have far reaching consequence outside of the town of Phoenix, AZ.  In a case that went all the way to the Supreme Court of the U. S., this ruling was made to protect the ignorant and indigent but it applies to everyone when they are arrested. Who was the defendant in this landmark case in American Jurisprudence?", Ernesto Miranda,John Henry Faulk,C;aremce Earl Gideon,Dred Scott,Ernesto Miranda
"John Gotti, head of the Gambino crime family in New York, was known as The Teflon Don because three times he was brought to trial and three times he walked. But in 1992 The Dapper Don was found guilty of violating the RICO law. Who was Gottis second in command that turned states witness and helped, with his testimony, bring down Gotti?", Sammy the Bull Gravano,Luca Brasi,Sammy the Bull Gravano,James McElroy,Carmine The Snake Persico
"Only the little people pay taxes, declared the Queen of Mean. What lady faced charges of tax evasion, mail fraud, extortion and filing false tax returns for over 4 million dollars?", Leona Helmsley,Carolyn Warmus,Leona Helmsley,Jean Harris,Martha Stewart
"What Gothic building, regarded as a haunted place, is the burial site of Karl Marx?", Highgate Cemetery,Highgate Cemetery,Bunhill Fields,Kensal Green Cemetery,Oak Hill Cemetery
"This extraordinary church in Whitby, North Yorkshire inspired Bram Stoker to write his famous book Drakula.", St Marys,Greyfriars Kirk,St James,St Marys,St Giles
This simple farm house at the seaside was transformed into a palace for King George IV., Royal Pavilion,Hampton Court Palace,Kensington Palace,Althorp,Royal Pavilion
"This house, situated in Westerham, Kent was bought by Winston Churchill in 1922.", Chartwell,Bowood House,Longleat House,Hatfield House,Chartwell
What is the birth place of Queen Victoria?, Kensington Palace,Kensington Palace,Paxton House,Blenheim Palace,Windsor Castle
"These Victorian gardens in Staffordshire represent China, Egypt and a Scottish glen.", Biddulph Grange Garden,Sissinghurst Castle Garden,Bodnant,Hidcote Manor,Biddulph Grange Garden
"What fountain, sculpted by Thomas Waldo Story, features female figures and cherubs dancing next to a giant shell?", Тhe Fountain of Love in Cliveden,Sea Nymphs in London,"Artemis Fountain in Hyde Park, London",Тhe Fountain of Love in Cliveden,"The Victoria Fountain in Old Steine, Brighton"
This coastal defence site was built on the Isle of Wight to protect Great Britain from French invasion., The Needles Old Battery,Spithead Forts,The Palmerston Fort,Fort Gilkicker,The Needles Old Battery
Where did the Tour de France start in 2007?, Trafalgar Square,Covent Garden,Leicester Square,Trafalgar Square,Parliament Square
"A Gothic-styled memorial, which opened in 1872, included allegorical figures of Europe, Asia, Africa, and America and was made of granite and marble. It was erected in memory of this Royal person."," Prince Albert, husband of Queen Victoria",James I,"Prince Albert, husband of Queen Victoria",Elisabeth I,William III of England
"Out of the four original counties of East Jersey, which countys seat is Hackensack?", Bergen County,Monmouth County,Middlesex County,Bergen County,Essex County
"Located in South Jersey, this county seat has a name related to a Hebrew word meaning peace.", Salem,Salem,Cape May Court House,Mays Landing,Mount Holly
"This county seat is known as The Military Capital of the Revolution, and contains sites like Fords Mansion and Jockey Hollow.  It was where George Washington encamped in the brutal winter of 1777.", Morristown,Morristown,Trenton,Elizabeth,New Brunswick
"This county seat, known as the Silk City, is the home city to famous American actor and comedian Lou Costello.", Paterson,Newark,Somerville,Paterson,Jersey City
"Of the following 4 civilizations which occupied Mesopotamia, which came first?", Akkadians,Akkadians,Greeks,Assyrians,Persians
"The Behistun Inscription was carved into a cliff wall. It was deciphered by Henry Rawlinson. It contains the same text in 3 different languages.  All 3 of the texts, however, are written in the same script. What is this script called?", Cuneiform,Hieroglyphs,Cyrillic,Cuneiform,Hangul
Which of the following pairings of ancient civilization and modern-day country is NOT CORRECT?, Phoenicians -- Egypt,Harappans -- Pakistan,Phoenicians -- Egypt,Hittites -- Turkey,Babylonians -- Iraq
Zoroastrianism is a religion which originated with which ancient civilization?, Persians,Babylonians,Persians,Greeks,Sumerians
During the reigns of which 2 Persian kings were invasions of Greece attempted?, Darius and Xerxes,Darius and Xerxes,Ashurbanipal and Cyrus,Cyrus and Darius,Darius and Ashurbanipal
What does the Greek word mesopotamia mean?, Between two rivers,Cradle of civilization,Fertile crescent,Gods land,Between two rivers
What two foods were the staples of the diet of the Sumerians?, Beer and Bread,Wheat and Barley,Beer and Bread,Falafel and Hummus,Rice and Olives
How many meals a day did ancient Mesopotamians customarily eat?, 2,4,1,3,2
Which king of the Akkadians conquered Sumeria to unite Mesopotamia under one ruler for the first time?, Sargon,Rimush,Manishtushu,Sargon,Naram-Sin
This Babylonian ruler established written laws. His laws were one of the first written codes of law in recorded history., Hammurabi,Xerxes,Hammurabi,Naram-Sin,Alexander
This mountain contains the highest peak on the African continent., Kilimanjaro,Mount Baker,Mount Stanley,Kilimanjaro,Mount Karisimbi
"This mountain contains the highest peak in Antarctica, and is located about 750 miles (1,200 km) from the South Pole.", Vinson Massif,Mount Jackson,Vinson Massif,Mount Terror,Craddock Massif
"This mountain range is located in Asia, its name means abode of snow, and it lies across the territory of six countries.", Himalayas,Hindu Kush,Mount Fuji,Karakoram,Himalayas
This mountain range is located in Eurasia between the Black Sea and the Caspian Sea., Caucasus Mountains,Carpathian Mountains,Balkan Mountains,Caucasus Mountains,Alps
"This mountain range is the longest on the planet, and is located in South America.", Andes,Alps,Andes,Appalachians,Apennines
The highest peak in North America is located in this mountain range., Alaska Range,Mount Saint Elias,Mount Logan,Mount Mitchell,Alaska Range
This mountain range is located in Europe and its highest peak is Mont Blanc., Alps,Apennines,Carpathian Mountains,Alps,Balkan Mountains
This mountain range is located in North America and its highest peak is Mount Mitchell., Appalachians,Mammoth Mountain,Glass Mountain,Appalachians,White Mountains
What is the highest mountain on the Australian mainland?, Mount Kosciuszko,Mount Keira,Mount Buffalo,Mount Dandenong,Mount Kosciuszko
In what mountain are the peaks Manaslu and Lhotse located?, Himalayas,Andes,Himalayas,Alps,Caucasus Mountains
The Japanese multinational corporation Toyota Motor Corporation is the second largest automobile maker in the world for 2006 losing the first place to which company?, General Motors,Damlier-Chrysler,Ford Motor Corporation,General Motors,Rolls-Royce
"Although it is a leading automobile maker, what else does Toyota Motor Corporation produce beside automobiles?", Looms and sewing machines,Furniture and mother-in-laws,Television sets and medical X-ray equipment,Looms and sewing machines,Textbooks and school supplies
"Toyota’s T100, which was introduced in the 1990s, is what type of car?", А full-size pickup,А convertible,А hybrid electric automobile,А four wheel drive suv,А full-size pickup
