Questions,Correct,A,B,C,D
Which is the major source of revenue for the Eilat area?, Tourism,Agriculture,Tourism,Jewelry,Mining
"In 1967, Egypt effectively blockaded Eilat by closing this area to Israel.", The Straits of Tiran,The Golan Heights,The Sinai Peninsula,The Straits of Tiran,The Suez Canal
The Peace Treaty between Jordan and Israel was signed near Eilat. In what year did this happen?," October, 1994","October, 2004","October,1968","October, 1975","October, 1994"
Where does the Freedom Trail begin and end?," Boston Common, Charlestown Navy Yard","Kings Chapel, Bunker Hill Monument","Trinity Church, Long Wharf","Boston Public Gardens, Old North Church","Boston Common, Charlestown Navy Yard"
"On October 24, 1901, Annie Edson Taylor became the first person to go over the Niagara Falls in a barrel as a publicity stunt. How old was she at the time?", 63,63,23,43,33
What is the famous Niagara boat called?, Maid of the Mist,Niagara-on-the-Lake,Lady Horseshoe,Maid of the Mist,Lady of the Mist
Name the smallest of the three waterfalls that make up the Niagara Falls., Bridal Veil Falls,Bridal Veil Falls,There are only two waterfalls that make up the Niagara Falls.,Goat Falls,Horseshoe
Approximately what percentage of the water of the Niagara River flows over the Horseshoe Falls?, 90%,70%,90%,50%,10%
The flow of the water over the American Falls was completely blocked from June to November in what year?, 1969,1942,1969,1983,1936
How long is the crest of the American Falls if measured along the jagged lip of the falls?, 950  feet  (290 m),393  feet  (120 m),950  feet  (290 m),688  feet  (210 m),1310 feet  (400 m)
What event related to the Niagara Falls occurred on March 29th 1848?, The flow of water over both falls stopped to the point where people could walk around the riverbed.,The flow of water over both falls stopped to the point where people could walk around the riverbed.,The flow of water was stopped completely over the American Falls.,The waterfalls were named,"A third, much smaller waterfall was discovered."
"The cities of Niagara Falls, Ontario and Niagara Falls, New York are connected by three bridges. Which of them is the oldest one?", Whirlpool Rapids Bridge,Whirlpool Rapids Bridge,Rainbow Bridge,Kingston Bridge,Lewiston-Queenston Bridge
"When was the Skylon Tower, Niagaras most famous landmark, built?", in the 1960s,in the 1950s,in the 1940s,in the 1960s,in the 1990s
"Around the year 1859, Jean-François Blondin crossed the gorge below Niagara Falls on a tightrope 1100 feet (335 m) long, 160 feet (50 m) above the water. He made this accomplishment several times including which of the following theatrical variations?", All of these,All of these,He carried his manager on his back.,He sat down midway while he cooked and ate an omelette.,He was blindfolded.
Which U.S. state is nicknamed The Natural State?, Arkansas,Alabama,Alaska,Arizona,Arkansas
What nickname has been given to the U.S. state of Oregon?, Beaver State,All of these,Marmot State,Beaver State,Otter State
What U.S. state is nicknamed Land of Infinite Variety?, South Dakota,South Carolina,Florida,Delaware,South Dakota
Which of these nicknames has been given to the U.S. state of Colorado?, Switzerland of America,Sweden of America,Himalayas of America,All of these,Switzerland of America
Which of these nicknames has been given to the U.S. state of Illinois?, Corn State,Corn State,Rubber State,Cotton State,Paper State
"This U.S. state was nicknamed Vacationland, and the nickname is used on license plates.", Maine,Hawaii,Maine,Nevada,California
The Independence State is one of the nicknames of this U.S. state., Pennsylvania,Virginia,New Hampshire,Pennsylvania,West Virginia
Which U.S. state is nicknamed The Cowboy State?, Wyoming,Texas,Iowa,Wyoming,Idaho
What nickname has been given to the U.S. state of Rhode Island?, Ocean State,Ocean State,Marine State,Island State,All of these
The nickname Queen State has been given to this U.S. state., Maryland,West Virginia,Virginia,All of these,Maryland
"Which country, Slovakia or Slovenia, used to be part of Yugoslavia?", Slovenia,Slovenia,Both,Slovakia,None of them
Which former empire were both Slovenia and Slovakia part of?, Austria-Hungary,Austria-Hungary,Byzantium,Ottoman Empire,Roman Empire
"Slovakia and Slovenia joined the European Union on the same day (May 1, 2004). Which of them was first to accept the euro currency?", Slovenia,None of them has accepted the EURO currency.,Both did on the day of their accession to the EU.,Slovakia,Slovenia
What is the capital of Slovakia?, Bratislava,Ljubljana,Prague,Zagreb,Bratislava
What is the capital of Slovenia?, Ljubljana,Prague,Bratislava,Ljubljana,Zagreb
Which country borders both Slovenia and Slovakia?, Austria,Serbia,Austria,Poland,Germany
Which statement concerning Slovakia and Slovenia is true?, Slovenia has access to the Adriatic Sea.,Both countries have access to the Black Sea.,Slovenia has access to the Adriatic Sea.,Slovakia has access to the Baltic Sea.,Both countries are landlocked.
The Danube river flows through many Central European countries. Which of these statements concerning Slovakia and Slovenia is true?," Of the two countries, only Slovakia has Danubian banks.",The Danube does not flow through either of the 2 countries.,The Danube originates in Slovakia and then enters Slovenia.,"Of the two countries, only Slovakia has Danubian banks.",The Danube originates in Slovenia and then flows through Slovakia.
Which of these statements regarding Slovakia and Slovenia is true?, Only Slovenia is an Alpine country.,Only Slovakia is an Alpine country.,Only Slovenia is an Alpine country.,None of them is an Alpine country.,Both are Alpine countries.
"Which country, Slovakia or Slovenia, borders a country that did not join the European Union in the period 1951-2007?", Both share borders with countries that did not became EU members during this period.,Only Slovakia borders a country that did not join the EU during this period.,Both share borders only with countries that became EU members during this period.,Both share borders with countries that did not became EU members during this period.,Only Slovenia borders a country that did not join the EU during this period.
What design is depicted on the national flag of Switzerland?, Cross,Sun,Cross,Star,Leaf
Switzerland is often associated with this product which is produced at the highest quality in the country., All of these,Chocolate,Watches,All of these,Cheese
What is the unofficial national motto of Switzerland?," One for all, all for one",Progress ans prosperity,In God we trust,"One for all, all for one",Higher and stronger
What is the capital city of Switzerland?, Bern,Bonn,Bern,Berlin,Zurich
What mountain covers about 65% of the territory of Switzerland?, the Alps,the Apennines,the Andes,Ararat,the Alps
What language is adopted as official for the territory of Switzerland?, All of these,German,Italian,French,All of these
What is the title of the national anthem of Switzerland?, Swiss Psalm,Swiss Vow,Swiss Song,Swiss Anthem,Swiss Psalm
What is the main ingredient of the traditional Swiss dish Rosti?, Potatoes,Cheese,Cabbage,Fish,Potatoes
What is the largest city in Switzerland?, Zurich,Geneva,Zurich,Bern,Munich
Which of these famous philosophers was of Swiss descent?, Jean-Jacques Rousseau,Jean-Jacques Rousseau,Michel Foucault,Friedrich Schiller,Jean-Paul Sartre
Which of these is the capital and the largest city in North Korea?, Pyongyang,Nampho,Hungnam,Sinuiju,Pyongyang
What type of climate does North Korea have?, Continental,Oceanic,Humid subtropical,Continental,Tropical
"Which of these seas surrounds the Korean Peninsula, in the northern part of which North Korea is located?", All of these,All of these,East China Sea,Sea of Japan,Yellow Sea
The establishment of the Democratic Peoples Republic of Korea in this year set the official beginning of North Koreas history., 1948,1940,1950,1948,1945
Which of these statements is true about the division of Korea into two parts?, All of these,Korea was divided at the 38th parallel.,North Korea was to be administered by the Soviet union.,All of these,It followed the end of World War II.
Which of these natural disasters is known to hit the lands of North Korea on the regular?, All of these,All of these,Droughts,Floods,Typhoons
What is the official language that is spoken in North Korea?, Korean,All of these,Russian,Korean,Japanese
Which of these religious movements has many adherents among the people of North Korea?, All of these,Korean shamanism,Cheondoism,All of these,Buddhism
Which of these musicians became the first US musical group ever to perform in North Korea?, The New York Philharmonic Orchestra,The Black Eyed Peas,The New York Philharmonic Orchestra,The Helen Henderson Choir of Victory Baptist Church,Linkin Park
Which of these events is regularly performed only in North Korea?, Mass games,Mass games,Senior citizens beauty pageant,Politicians athletics,Binoculars football games
What other name is commonly used to refer to the Colorado River in North America?, Red River,Black River,Yellow River,Blue River,Red River
What is the name of the longest river in the United States of America?, Missouri,Colorado,Missouri,Rio Grande,Mississippi
The Ohio River does not flow though the territory of this American state., Virginia,Illinois,Virginia,Kentucky,West Virginia
What is the longest river located entirely within the territory of the state of California?, Sacramento River,Mad River,Salmon River,Big River,Sacramento River
"What is the meaning of the name of the Mississippi River, which originated from the Ojibwe word misi-ziibi?", Great river,Holy water,Fast river,River of life,Great river
What ocean fish migrates from the Pacific Ocean to the Columbia River to spawn at the end of their life cycles?, All of these,Steelhead salmon (Rainbow trout),All of these,Coho salmon,Chinook salmon
What is the The Rio Grande river called in Mexico?, Rio Bravo,All of these,Rio Bravo,Rio Rojo,Rio del Fuego
What river in North America provides food for the largest wintering Bald Eagle population in the continental United States?, Skagit River,Fraser,Skeena,St. Lawrence,Skagit River
"What does the Mohawk name of the Saint Lawrence River, Kaniatarowanenneh, mean?", Big waterway,Female river,Murmur of the gods,Burning water,Big waterway
More than half of the Yukon River is located within this American state., Alaska,North Dakota,Kansas,Alaska,Texas
What is the name of the capital and largest city of Norway?, Oslo,Reykjavik,Bergen,Oslo,Helsinki
"According to some medieval texts, the name of Norway originated from the name of which of the following?", The name of a king,A mountain,The name of a king,The name of a river,An animal
What type of government does Norway have?, Constitutional monarchy,Absolute monarchy,Constitutional monarchy,Democratic republic,Presidential republic
What animal is depicted on the Coat of Arms of Norway?, Lion,Lion,Bear,Deer,Wolf
What is the predominant form of Christianity in Norway?, Protestantism,Anglicanism,Eastern Orthodox Christianity,Roman Catholicism,Protestantism
What is the official language adopted by the government of Norway?, Norwegian,Norwegian and Finnish,Norwegian and English,Norwegian and Romani,Norwegian
What is the title of the national anthem of Norway?," Yes, We Love This Country","Glory, Glory","Oh, Amazing Land",The Way North,"Yes, We Love This Country"
What is Bunad?, A Norwegian costume,A traditional Norwegian celebration,A Norwegian song,A Norwegian costume,A Norwegian meal
What is the popular Norwegian delicacy called Smalahove made from?, Lamb head,Pork intestines,Fish liver,Chicken popes nose,Lamb head
Which of the following is present on the national flag of Norway?, Cross,Star,Cross,Sun,Mountain
What is the largest carnivorous mammal endemic to the island of Madagascar?, Fossa,Short-tailed Mongoose,Fanaloka,Meerkat,Fossa
Which of these statements is true about Madagascar?, None of these,It is slightly smaller than France.,It is the worlds 56th-largest country in terms of area.,None of these,It is the fifth largest island in the world.
"What is the title of the national anthem of Madagascar, written by Norbert Raharisoa and composed by Rahajason?"," Oh, Our Beloved Fatherland",Dear Motherland,Blessed Island,"Oh, Our Beloved Fatherland","Rise, Oh, Rise"
"What are the colors on the national flag of Madagascar, adopted on October 14, 1958?"," White, red and green","Red, yellow and blue",Yellow and green,"Blue, green and yellow","White, red and green"
What city is the capital and largest city of Madagascar?, Antananarivo,Fianarantsoa,Mahajanga,Antananarivo,Toliara
What are the official languages spoken in Madagascar?," Malagasy, French and English","Malagasy, French and English",Malagasy and English,Malagasy and French,English and French
What is the name some ecologists use wen referring to Madagascar?, The eight continent,The eight continent,All of these,The island of Adam and Eve,The garden of Eden
"What kind of traditional ritual is the Famadihana, practiced by the Malagasy people in Madagascar?", Turning of the dead,Circumcision,Introducing boys into manhood by tattooing and scarring them,Turning of the dead,Animal sacrifice
"What type of meal is the godro-godro, which is very popular in the Madagascar cuisine?", Pudding,Seafood meal,Rice meal,Pudding,Vegetable stew
This tree is a very important part of the Madagascar dry deciduous forests and six species of it are endemic to the island., All of these,All of these,Bottle tree,Monkey bread tree,Upside-down tree
"From the 1600s to the 1800s, the British and Dutch were interested in Borneo because they wanted control of this resource.", Pepper,Pepper,Salt,Coffee,Tea
Which of the characteristics below is typical for the buildings on the Greek archipelago of Santorini?, The white-and-blue colouring,The white-and-blue colouring,The huge balconies,The red-tiled roofs,The arched doors
What is the biggest Greek island ?, Crete,Rhodes,Cyprus,Euboea,Crete
The Navagio Bay (also known as the Shipwreck) is the most popular beach of which Greek island?, Zakynthos,Mykonos,Zakynthos,Lefkada,Thasos
"Halkidiki, one of the Greek peninsulas, has a peculiar form which resembles what?", A trident,A horseshoe,A trident,An olive twig,The Greek letter Omega
Which medieval monument is an essential part of the archaeological sites of the Greek island Rhodes?, The Palace of the Grand Master,The Palace of the Grand Master,The White Tower,The Venice Castle of Naoussa,The Odeon
Which island is NOT a part of Greece?, Gozo,Kea,Hydra,Gozo,Kos
The Corinth Canal separates this Greek peninsula from the mainland of Greece., Peloponnese,Halkidiki,Mani,Elounda,Peloponnese
Which is the largest group of Greek islands?, The Cyclades,The Cyclades,The Sporades,The Ionian,The East Aegean
The Cave of Melissani is among the most popular geological landmarks of which Greek island?, Kefallonia,Kefallonia,Lefkada,Mykonos,Samos
Which of the following places in Greece is NOT an island?, Kavala,Alonissos,Ithaka,Kavala,Kythira
"At its peak, how many members did the Shinsengumi group have?", 300+,50+,300+,200+,100+
"According to the Shinsengumi rules, if the leader of a unit is mortally wounded in a fight, what should the rest of the group do?", All members of the unit must fight and die on the spot.,Run away,Take the body and run away,Commit Seppuku,All members of the unit must fight and die on the spot.
In which city was the Shinsengumi group founded?, Kyoto,Kyoto,Tokyo,Nagasaki,Osaka
Who was Shinsengumi Commander from 1863 to 1868?, Kondō Isami,Nagakura Shinpachi,Harada Sanosuke,Tōdō Heisuke,Kondō Isami
The code of Shinsengumi comprised five rules. What was the punishment for breaking these rules?, Sepuku,Sepuku,Cutting of one finger,Exile,Paying six gold coins
"What was the favorite weapon of Harada Sanosuke, the 10th unit captain of the Shinsengumi?", Spear,Kozuka Blade,Spear,Sword,Shuriken
This river flows through the southern part of England and passes through the capital of the country., The Thames,The Avon,All of these,The Thames,The Mersey
What river is considered the longest river on the planet?, The Nile,The Nile,The Tigris,The Mississippi,The Amazon
What is the name of the holy river of the Hindu people?, The Ganges,The Ganges,The Euphrates,The Indus,The Tigris
"What river flows through the central part of the French capital, Paris?", Seine,Seine,Loire,Charente,Rhine
"What is the name of the longest river in Asia, and the third-longest in the world?", The Yangtze,The Yangtze,The Mekong-Lancang,The Tigris,The Huang He
"This river is the longest in the United States, and it gave its name to one of the states.", The Missouri River,The Missouri River,The Mississippi River,The Alabama River,The Ohio River
What is the largest river on the planet by volume?, The Amazon,The Mississippi,The Amazon,The Nile,The Ganges
What is the name of the river in which Jesus Christ was baptized by John the Baptist?, The Jordan,The Tigris,The Jordan,The Euphrates,The Nile
"This North American river is also called Kaniatarowanenneh, which means big waterway in Mohawk.", Saint Lawrence River,Saint Lawrence River,Rio Grande,Colorado,Ohio River
This European river originates in Germany and empties in the Black Sea via a delta., The Danube,The Volga,The Danube,The Rhine,All of these
In what Oklahoma city was the shopping cart invented?, Ardmore,Ardmore,Guthrie,Duncan,Broken Arrow
How many of the astronauts who have flown in space between 1959 and 2009 were from Oklahoma?, 6,6,20,0,3
Will Rogers World Airport and the Wiley Post Airport were named after people who died in 1935. How did they meet their demise?, in a plane crash,in a plane crash,by murder,in a car crash,as a result of a boat accident
"Carl Albert High School was named after Carl Bert Albert, who was the Speaker of the House of Representatives from 1971 to 1977. What small Oklahoma town did he hail from?", Bugtussle,Enid,Bushyhead,Slaughterville,Bugtussle
"The national motto of what country is A Mari Usque Ad Mare, meaning From Sea to Sea in Latin?", Canada,Jamaica,Spain,Canada,Haiti
"What does the national motto of India, Satyameva Jayate, mean in Sanskrit?", Truth Alone Triumphs,The Supreme Treasure of Truth,Truth Alone Triumphs,Truth Is The Best Way,Truth Is Divine
"The national motto of what country is Peace at Home, Peace in the World?", Turkey,Afghanistan,Somalia,Nigeria,Turkey
"The national motto of this South American country is Libertad o muerte, Spanish for Liberty or Death.", Uruguay,Peru,Uruguay,Argentina,Brazil
The national motto of the Republic of the Fiji Islands is Rerevaka na Kalou ka Doka na Tui. What does this mean?, Fear God and honor the Queen,Fear God and honor the Queen,God bless our beautiful motherland,"We kneel before you, blessed land",Hard work comes before prosperity
"The slogan Sub Umbra Floreo, or Under the Shade I Flourish is the national motto of what Central American country?", Belize,Costa Rica,Belize,Guatemala,Nicaragua
"The national motto of what island country is Ever Conscious of God We Aspire, Build and Advance as One People?", Grenada,Grenada,New Zealand,Papua New Guinea,Micronesia
The national motto of this Arabic country is God is the greatest., Iraq,Morocco,Iran,Syria,Iraq
"What is the meaning of the national motto of the Republic of Indonesia, Bhinneka Tunggal Ika?", Unity in Diversity,Unity in Diversity,Past Present Future,Progress and Stability,We Are Strong Together
"In what country is the Angel Falls, the highest waterfall on the planet, located?", Venezuela,Brazil,Argentina,Colombia,Venezuela
Which of these is a section of the famous Niagara Falls?, Horseshoe Falls,Horseback Falls,Horseshoe Falls,Horsetail Falls,Horseman Falls
In what U.S. state is the famous Bridalveil Fall located?, California,California,Florida,Colorado,Hawaii
"What is the name of the tallest waterfall made by humans, which is located in Umbria, Italy?", Cascata delle Marmore,Cascata delle Marmore,Cascata del Maria,Cascata del Mare,Cascata delle Maccheroni
Jog Falls is the highest plunge waterfall in this Asian country., India,India,Japan,China,Thailand
What is the name of the second-tallest waterfall on the planet?, Tugela Falls,Temola Falls,Tugela Falls,Tierra Falls,Tamilla Falls
In what European country are the Rhine Falls located?, Switzerland,Germany,Switzerland,Austria,Belgium
"In what U.S. state is the tallest waterfall in the country, Waihilau Falls, located?", Hawaii,Idaho,Wyoming,Hawaii,Iowa
"In what country is Jurong Falls, the tallest artificial waterfall in the world, located?", Singapore,Indonesia,Singapore,Vietnam,North Korea
What is the name of the tallest waterfall in eastern North America?, Pissing Mare Falls,Pissing Mare Falls,Pissing Horse Falls,Pissing Elephant Falls,Pissing Buffalo Falls
What is the old name of the country of Madagascar?, Malagasy Republic,Rhodesia,Mozambique,Malaysia,Malagasy Republic
Where is Madagascar?, Off the Southeast Coast of Africa,Off the Southeast Coast of South America,Off the Southeast Coast of South America,Off the Southwest Coast of Africa,Off the Southeast Coast of Africa
What are the 2 main languages spoken in Madagascar?, French and Malagasy,Italian and French,French and English,English and Malagasy,French and Malagasy
Madagascar is the worlds largest producer and exporter of what product?, Vanilla,Sugarcane,Vanilla,Tapioca,Rice
"Of the 10,000 plants native to Madagascar, what percent are found nowhere else in the world?", 90%,49%,13%,90%,72%
On what island is the country of Madagascar located?, Madagascar Island,Madagascar Island,Nias Island,Simeulue Island,Christmas Island
Which of the following is NOT located in the country of Madagascar?, Bodrum,Nosy-Be,Antananarivo,Antsirabe,Bodrum
"I am a primate endemic to Madagascar. I have large, reflective eyes. I have a long tail. I have long toes, and opposable thumbs, useful for grasping tree branches. What am I?", A lemur,An iguana,An ape,A monkey,A lemur
What Portuguese explorer was the first to sight the island of Madagascar?, Diego Dias,Henry the Navigator,Diego Dias,Diogo Cao,Vasco da Gama
New Guinea is an island north of Australia. It is divided into 2 roughly equal halves. What are they?, The western portion is part of Indonesia. The eastern portion is the country called Papua New Guinea.,The western portion is part of Australia. The eastern portion is the country called Sumatra.,The western portion is part of Indonesia. The eastern portion is the country called Papua New Guinea.,The western portion is part of Indonesia. The eastern portion is the country called Sumatra.,The western portion is part of Australia. The eastern portion is the country called Papua New Guinea.
New Guinea is the most linguistically diverse area in the world. Approximately how many separate languages are spoken there?, 1000,80,20,650,1000
The island of New Guinea was named after the country of Guinea. Which is Guinea located?, Africa,Africa,In the Pacific Ocean,South America,Asia
The country of Papua New Guinea gained its independence from this country in 1975., Australia,Mozambique,Australia,Indonesia,New Zealand
"The west half of the island of New Guinea is part of Indonesia, which comprises how many islands?"," 17,508",4,"8,407","17,508","247,542"
Approximately what percentage of the population of the country of Papua New Guinea lives in rural areas?, 86%,50%,34%,97%,86%
"In the country of Papua New Guinea, how many children does the average woman give birth to during her lifetime according to 2006 estimates?", 4.6,1.2,2.8,4.6,3.9
What is the capital city of the country of Papua New Guinea?, Port Moresby,Port Moresby,Madang,Wau,Lae
The islands of the Pacific are collectively termed Oceania. Oceania is divided into several sub-groupings. In which of these is New Guinea located?, Melanesia,Polynesia,None of these,Melanesia,Micronesia
"What is the literal translation of the title of the national anthem of Egypt, Bilady, Bilady, Bilady?"," My country, my country, my country","Amazing, amazing, amazing","Sing, sing, sing","My country, my country, my country","Blessed, blessed, blessed"
What sea borders Egypt to the east?, Red Sea,Black Sea,Yellow Sea,Mediterranean Sea,Red Sea
"Why was Egypt called Kemet, or black land, back in the ancient times?", Because of the black soils,Because of the coal,Because of the black soils,Because of the petrol,All of these
What is the official language spoken in Egypt?, Arabic,Arabic and French,Arabic,"Arabic, English and French",Arabic and English
"What Egyptian city is the largest city not only in Africa, but also in the whole Middle East?", Cairo,Cairo,Alexandria,Giza,Ismailia
"What animal is depicted on Egypts national emblem, which is featured on the national flag of Egypt, adopted in 1984?", Eagle,Bear,Jackal,Eagle,Lion
"Where was Omar Sharif, one of the most famous Egyptian actors, born?"," Alexandria, Egypt","Paris, France","New York City, USA","Hamburg, Germany","Alexandria, Egypt"
What sport is rated as the most popular sport among Egyptians?, Football (soccer),Football (soccer),Baseball,Handball,Tennis
The Egyptian territory is calculated to be roughly twice as large as the territory of this European country., Spain,Poland,Spain,France,United Kingdom
"What expression is commonly used in Egypt to refer to the annual flooding of the river Nile, the longest river in the world?", The Gift of the Nile,Feeding of the Soil,The Gift of the Nile,The Blessing of the Nile,The Mother of Abundance
Luxembourg is bordered by all of the following nations except this one., Netherlands,Belgium,France,Germany,Netherlands
What languages are spoken in Luxembourg?, All of these,All of these,German,French,Luxembourgish
Luxembourg has a population of approximately how many people?, one half million,"30,000",one half million,two million,three and one half million
Why is Luxembourg City one of the wealthiest cities in the world?, It is a banking and administrative center.,It is the European center of computer and computer related companies.,There is great mineral wealth in the area around the city.,It is a banking and administrative center.,Rich retired people have ranked it as the most desirable place in Europe to live.
What is the official name of Luxembourg?, Grand Duchy of Luxembourg,The Peoples Republic of Luxembourg,Grand Duchy of Luxembourg,The Luxembourg Democratic Republic,The Kingdom of Luxembourg
"How does Luxembourg, which is a member of NATO, contribute to NATO?", by maintaining a small army,by maintaining the sixth largest NATO air force,by maintaining a small army,by allowing extensive US and British military installations on its territory,by financially supporting a navy even though is has no coastline
What is the predominant religion in Luxembourg?, Roman Catholic,Islam,Orthodox Catholic,Protestant,Roman Catholic
What is the name of the tallest waterfall in Asia?, Hannoki Falls,Midagahara Falls,Hannoki Falls,Shomyo Falls,Toyama Falls
The Eas a Chual Aluinn is the highest waterfall in this country., Great Britain,France,China,Sri Lanka,Great Britain
What is the English name of the Mosi-oa-Tunya waterfall located between Zambia and Zimbabwe?, Victoria Falls,Virginia Falls,Veronica Falls,Valeria Falls,Victoria Falls
"In what country is Yumbilla Falls, the fifth-tallest waterfall on the planet, located?", Peru,Chile,Peru,Thailand,Australia
"Where is the third-tallest waterfall on the planet, Ramnefjellsfossen, located?", Norway,Norway,Finland,Switzerland,Denmark
"What does the name of the Iguazu Falls, located in South America, mean in English?", Big water,Way to heaven,River storm,Devils waterfall,Big water
In what country is Gocta Waterfall located?, Peru,Venezuela,Peru,Spain,Nicaragua
What is the name of the highest waterfall in North America?, James Bruce Falls,Richard Brown Falls,Johnathan Stevens Falls,James Bruce Falls,John Cliff Falls
In which U.S. state is the Multnomah Falls located?, Oregon,Ohio,Oregon,Maine,Missouri
What is the name of the largest volcano on Earth in terms of area?, Mauna Loa,Mauna Loa,Taal Volcano,Mauna Kea,Mount Etna
In what Asian country is the Mount Unzen volcanic group located?, Japan,Vietnam,Japan,China,Thailand
"The area around what Italian volcano is the most densely populated volcanic region in the world, making the volcano one of the most dangerous on the planet?", Mount Vesuvius,Mount Vesuvius,Mount Etna,None of these,Stromboli
"This Andean stratovolcano in Colombia erupted in 1993, killing 9 people.", Galeras,Galeras,Pasto,Nina,Paloma
The Santorini volcanic islands are part of what European country?, Greece,Denmark,Spain,Italy,Greece
"This Russian volcano, located on the Kamchatka Peninsula, is one of the most active volcanoes on the planet.", Avachinsky,Elbrus,Anik Mountain,Sikhote-Alin,Avachinsky
What is the name of the dangerous active volcano located in the Western Highlands of Guatemala?, Santa Maria,Santa Lucia,Santa Fernanda,Santa Beatrice,Santa Maria
On which of the Philippine islands is the active Taal Volcano located?, Luzon,Mindanao,Visayas,Luzon,None of these
On which of the Canary Islands is the Mount Teide volcano located?, Tenerife,Gran Canaria,Fuerteventura,La Palma,Tenerife
What is the highest point in the state of Illinois?, Charles Mound,Lincoln Mound,Devils Mound,Charles Mound,Mount Vernon
"The city of Saint Louis, nicknamed Gateway to the West, is located in which state?", Missouri,Missouri,Nebraska,Mississippi,Ohio
"Malcolm X, the founder of the Organization of Afro-American Unity,  was born in what US city?", Omaha,Kansas City,Omaha,Saint Louis,Belleville
"This city, located in Colorado, is the highest city in the United States.", Leadville,Vail,Leadville,Colorado Springs,Denver
"Amelia Earhart, the first woman to fly solo across the Atlantic, was born in what city and state?"," Atchison, Kansas","Omaha, Nebraska","Louisville, Kentucky","New York City, New York","Atchison, Kansas"
"In geography, the term desert is used to refer to a region that receives little or no precipitation. Approximately one-third of Earths land surface is desert, with the largest such region being which of these?", Antarctica,Sahara,Antarctica,Kalahari,Greenland
"The Kalahari Desert, meaning great thirst translated from the local language, is a vast area of red-brown sands, taking up a considerable area of which of these regions?", South Africa,Central Asia,South Africa,The Middle East,Southwest Asia
"This African desert, famous for its enormous sand dunes, is considered the oldest desert in the world, having endured its current arid conditions for at least 80 million years.", Namib Desert,Libyan Desert,Kalahari Desert,Namib Desert,Kara Kum Desert
"Rangipo Desert in the central part of New Zealands North Island, does not have its barren and lifeless appearance because of the lack of rain, but rather, due to which of these?", Soil structure,Intense use of pesticides,Constant powerful winds,Soil structure,Frequent destructive storms
"The Atacama Desert of Chile and Peru is one of the driest and most lifeless places on Earth. This virtually rainless plateau is made up of sand, lava flows, and what other substance?", Salt,Limestone,Salt,Clay,Ash
"This Australian desert of nearly 600,000 square kilometres is famous for its spectacular land and rock formations, such as Uluru and Kata Tjuta, its estimated 1,100 parallel dunes running north-south, and the fresh water lake, Rainbow Valley.", Simpson Desert,Tanami Desert,Simpson Desert,Great Victoria Desert,Great Sandy Desert
"The largest natural karst crater on Earth - Ramon Crater, with a length of 40 km (25 miles) and width of 2 to 10 km (1.5 to 6 miles), is situated in the heart of this Middle East desert.", Negev desert,Kyzyl Kum,Negev desert,Judean Desert,Mojave desert
Which one of these countries is largest in area?, Japan,Japan,Jordan and Japan are equal in size,Jordan,Jamaica
Which of the following oceans is the worlds largest?, Pacific Ocean,Indian Ocean,Arctic Ocean,Atlantic Ocean,Pacific Ocean
Which central European countrys all pre-1989 neighbors do not exist any more? The country is now bordered by 7 states., Poland,Austria,Poland,Hungary,Romania
The African kingdom of Dahomey was powerful in the XVIII century. Which modern day country did it cover?, Benin,Burma,Burkina Faso,Benin,DR Congo
The Holy Roman Empire of the German Nation was a loosely coupled union of mostly German speaking principalities. Which part of the union was the driver of the 19th century unification of Germany?, Prussia,Austria,Prussia,Saxony,Bavaria
Where was the late medieval kingdom of Aragon situated?," Eastern Spain, major islands on the Mediterranean Sea and southern Italy",Ireland and parts of Scotland,"Eastern Spain, major islands on the Mediterranean Sea and southern Italy",Tolkiens fiction,"Syria, Turkey and northern Iraq"
"When Yugoslavia collapsed, one of its republics became an independent state known as FYROM. To which country does the acronym refer?", Macedonia,Albania,Bosnia and Herzegovina,Montenegro,Macedonia
"By the end of the 16th century, a country called Commonwealth of Both Nations covered almost 1 million square kilometers of Europe. Which two countries formed it?", Poland and Lithuania,Sweden and Denmark,Russia and Ukraine,Poland and Lithuania,Austria and Hungary
Phoenicia was an ancient civilization that spread maritime trade over the Mediterranean Sea. From where did the Phoenicians originate?," Modern day Liban (Sidon, Tyre)","North Africa (Tunis, Algier)",Sicily (Syracuse),Greek islands on the Aegean Sea,"Modern day Liban (Sidon, Tyre)"
Myanmar is a south-eastern Asian country. Under which name was it known before a military junta took over?, Burma,Siam,Burma,Bhutan,Noth Vietnam
"The Ottoman Empire used to rule over North Africa, the Middle East and south-eastern Europe. Which modern day country is the successor of the empire?", Turkey,Israel,Saudi Arabia,Turkey,Egypt
Which independent country was not a Soviet republic?, Albania,Georgia,Armenia,Lithuania,Albania
Where was the monastic state of the Teutonic Knights located?," Northern Poland, southern Lithuania, part of Latvia and the Russian enclave of Kaliningrad",Seperated spots on modern day German territory,"Northern Poland, southern Lithuania, part of Latvia and the Russian enclave of Kaliningrad",Southern France (Provance),Malta and other islands on the Mediterranean
Where were the Boer Republics located?, Across South Africa,In the Netherlands,Across South Africa,They were early Puritan settlements in the eastern North America,Minor British isles
Finish this Irish saying: A tune is more lasting than the song of birds. And a word is more lasting than ________., the wealth of the world,an old mans teeth,the wealth of the world,a maidens beauty,a bottle of whiskey
What is the missing word in this Irish saying: Every dog is _____ at his own house door.?, bold,asleep,lonely,bold,fearful
