Questions,Correct,A,B,C,D
What animal is considered the smallest mammal in length on the planet?, Kittis Hog-nosed Bat,None of these,Pygmy Jerboa,Kittis Hog-nosed Bat,Etruscan Shrew
"The Microraptor, the smallest known non-avian dinosaur, inhabited this modern day area during the early Cretaceous Period 130-125.5 million years ago.", China,Madagascar,China,Australia,Canada
What kind of animal is the smallest known reptile on the planet?, Gecko,Lizard,Snake,Turtle,Gecko
This tiny frog is the smallest amphibian in the world., Brazilian Gold Frog,Monte Iberia Eleuth,Brazilian Gold Frog,Rana Minuscula,Small Frog
What type of insect is the smallest known insect on the planet?, Wasp,Cockroach,Wasp,Ant,Fly
Which of these tiny bugs is considered the smallest beetle in the world?, Scydosella musawasensis,None of these,Scydosella musawasensis,Nanosella,Vitusella fijiensis
What type of animal is the smallest vertebrate?, Fish,Mammals,Reptiles,Amphibians,Fish
"The smallest turtle in the world, the Speckled Padloper Tortoise, inhabits which of these areas?", South Africa,South Asia,North Australia,South America,South Africa
"Where is its natural habitat of the smallest bird on the planet, the Bee Hummingbird?", Cuba and the Isle of Youth,Hawaii,All of these,Cuba and the Isle of Youth,Madagascar
What bacterium is believed to be the smallest living organism that is capable to grow and reproduce independently?, Mycoplasma genitalium,Staphylococcus aureus,Escherichia coli,Carsonella ruddii,Mycoplasma genitalium
What does the diet of most penguin species primarily consist of?, All of these,Krill,All of these,Squid,Fish
The largest penguin species on the planet is the Emperor Penguin. What is the smallest one?, All of these,All of these,Blue Penguin,Little Penguin,Fairy Penguin
"There are various theories for the origin of the word penguin, such the Latin word pinguis, which means what?", Fat,Diver,Upright,Swimmer,Fat
"What color is the crest on the head of the Southern Rockhopper Penguin, which is known for having red eyes?", Yellow,Bright blue,Yellow,Red,Green and blue
Which of these penguin species is the closest relative of the Magellanic Penguin?, All of these,African Penguin,All of these,Galapagos Penguin,Humboldt Penguin
What is the common name of the Eudyptes schlegeli penguin species that have a white face and live in the waters surrounding Antarctica?, Royal Penguin,King Penguin,All of these,Emperor Penguin,Royal Penguin
The sound of what musical instrument does the call of the Macaroni Penguin resemble?, Trumpet,Trumpet,Saxophone,Flute,Ocarina
"Most penguin species are piscivorous, meaning what?", They feed primarily on fish,They do not drink water,They have a tubular body shape,They feed primarily on fish,An aquatic animal
What notable feature does the Gentoo Penguin possess which makes it easily recognizable?, A white stripe on the top of its head,A white stripe on the top of its head,A longer blue tail,A red crest on its head,A yellow spot on its abdomen
What is the special talent of the penguin Mumble from the 2006 animated movie Happy Feet?, Tap dancing,Shoe making,Singing,Break dancing,Tap dancing
What large mammal is the national animal of India?, Bengal tiger,Water Buffalo,Bengal tiger,Indian Rhinoceros,Indian Elephant
What type of Indian animals are included in the so-called Big Four selection?, Poisonous snakes,Poisonous snakes,Largest insects,Most dangerous animals,Largest land animals
"What interesting physical feature does the Nicobar Bulbul, endemic to the Nicobar Islands of India, possess?", It has a dark cap on its head.,It has a bright red beak.,Its tail is very long and yellow.,Its eyes are purple.,It has a dark cap on its head.
Which of these statements is not true about the Indian Elephant?, All of these,It has a smaller trunk than the African Elephant.,All of these,"Its abdomen is quite large compared to its skull, unlike African elephants.",It has larger ears than the African Elephant.
"What interesting resting posture does the Indian Treeshrew, a.k.a. Madras Treeshrew, have?", With its tail resting on its head,Sprawling on the ground as if its dead,With its tail resting on its head,Cuddling its rear legs,Hanging upside down from a branch
"What type of animal is the Indian Flying-fox, found in India, Bangladesh, China, and other parts of Asia?", Bat,Bat,Fox,Squirrel,Primate
What is the only place in the world you can see platypuses in the wild?, Australia and Tasmania,South-eastern Asia,Australia and Tasmania,Hawaii Island,South America
How do platypuses reproduce?, Platypuses lay eggs.,None of these,Platypuses reproduce asexually.,Platypuses lay eggs.,Platypuses are metatherian.
How does the platypus feed its young for the first three to four months?," The mother is lactating, but she has no teats.",The mother is feeding them with insects.,The mother is breastfeeding them.,The young rely on their yolk sacs for food.,"The mother is lactating, but she has no teats."
What is the weight range of normal mature platypuses?, From 0.7 to 2.4 kg,Between 3.2 and 4.6 kg,From 2.5 to 5.5 kg,Between 0.5 to 2.8 kg,From 0.7 to 2.4 kg
What is the normal life span of a platypus in the wild?, Up to 11 years,Up to 22 years,Up to 11 years,Around 2 years,About 4 years
Which of these statements is true about the diet of the platypus?, Platypuses are carnivores.,Platypuses are carnivores.,Platypuses are herbivores.,Platypuses are specialized eaters.,Platypuses are omnivores.
What geographical region are chinchillas native to?, South America,Asia,Africa,North America,South America
How is the chinchilla classified according to the peak of its activeness throughout the day?, Crepuscular,None of these,Nocturnal,Crepuscular,Duirnal
What type of food do chinchillas prefer to feed on in the wild?, All of these,Plants,All of these,Insects,Fruits
What name is used for the social groups that chinchillas form when living in the wild?, Herds,Schools,Herds,Flocks,Troops
What chinchilla species has become extinct as a result of fur hunting?, Giant Chinchilla,All of these,Long-tailed Chinchilla,Giant Chinchilla,Red-nosed Chinchilla
In which of these studies are chinchillas used as animal models?, Studies of the auditory system,Studies of vocalization,Eyesight studies,Studies of the auditory system,Studies of the reproductive system
"If the ears of a chinchilla turn red, it is a sign of this condition.", Overheating,It is pregnant.,The animal is in heat.,The animal is disturbed or angry.,Overheating
What kind of sounds do baby chinchillas produce in order to show their parents that they are hungry?, Chirps,Hissing,Chirps,Barks,Clucking
What is the literal translation of the word lanigera in the name of the chinchilla species Chinchilla lanigera?, Wearing a woolen coat,Long-tailed,Having long ears,Sleeping in straw,Wearing a woolen coat
"This cat breed, developed by American breeder Ann Baker, is large and has blue eyes and soft fluffy coat with point coloration.", Ragdoll,Ragdoll,LaPerm,Egyptian Mau,Savannah
"This large cat breed, created in the United States, has rabbit-like fur of medium length, rectangular body, and a fatty pad in the lower abdomen.", Ragamuffin,Balinese,California Spangled Cat,Munchkin,Ragamuffin
"This cat breed occurred naturally, most probably in Egypt. It has silky short fur with special ticked coloration.", Abyssinian,Korat,Sphynx,Abyssinian,Burmilla
"This very old cat breed, which occurred naturally in Turkey, has a slender body with medium length fur, usually white.", Turkish Angora,Ocicat,Cymric,Selkirk Rex,Turkish Angora
"This cat breed, which appeared naturally in Thailand, has a slim body and short fur with point coloration.", Siamese,Himalayan,Siamese,Korat,Burmese
This hairless cat breed originated in Russia., All of these,Don Sphynx,Donskoy,Don Hairless,All of these
"This cat breed occurred in Thailand, has very slim elongated body, short fur and very large ears.", Oriental Shorthair,Oriental Shorthair,Selkirk Rex,Singapura,Siamese
This exotic cat breed was developed in Kenya by crossbreeding between a Serval and a domestic cat., Savannah,Bengal,Maine Coon,Egyptian Mau,Savannah
This cat breed with curly hair appeared as a natural mutation in the United States., LaPerm,Selkirk Rex,LaPerm,Kurilian Bobtail,American Curl
"What cat breed, which originated in France, has thick waterproof grey fur, gold-colored eyes and large muscular body?", Chartreux,Chartreux,Chausie,Pixie-bob,LaPerm
To what geographic area is the ostrich native?, Africa,Asia,Africa,South America and Africa,Europe and Africa
The feathers of adult male ostriches are primarily of this color., Black,White,Gray,Brown,Black
How many toes do ostriches have?, Two toes,One toe,Two toes,Tree toes,Five toes
What important internal organ does the ostrich lack?, Gallbladder,Liver,Gallbladder,Spleen,All of these
What defense method do ostriches use when they are attacked or feel threatened?, Kicking,All of these,They bury their heads in the sand.,Kicking,They use their wings to beat the enemy.
What does the diet of ostriches consist of?, All of these,Insects,All of these,Seeds,Grass
What unusual anatomical feature does the male ostrich possess?, It has a copulatory organ.,It has four testicles.,It has a copulatory organ.,It has a very small horn on its head.,All of these
Which is the largest subspecies of ostrich on the planet?, Red-necked Ostrich,Southern Ostrich,Masai Ostrich,Red-necked Ostrich,Middle Eastern Ostrich
"Unlike other ostriches, this subspecies of ostrich has small feathers on its head.", Masai Ostrich,Arabian Ostrich,Masai Ostrich,Somali Ostrich,North African Ostrich
Which subspecies of ostrich became extinct around 1966?, Middle Eastern Ostrich,Red-necked Ostrich,Middle Eastern Ostrich,Southern Ostrich,Somali Ostrich
What are the anatomical differences between African elephants and Asian elephants?, All of these,All of these,In the tusks,In the ears,In the body size
Which elephant subspecies is the largest on the planet?, Savanna Elephant,Sri Lankan Elephant,Indian Elephant,Forest Elephant,Savanna Elephant
Which is the smallest elephant subspecies on the planet?, Sumatran Elephant,Forest Elephant,Sumatran Elephant,Indian Elephant,Sri Lankan Elephant
What elephant species has two fingerlike projections at the end of its trunk?, African Elephant,Asian Elephant,All of these,African Elephant,Sri Lankan Elephant
What statement is true about elephants mammary glands?, They have one pair of mammary glands.,They have two pairs of mammary glands.,None of these,They have one pair of mammary glands.,They have only one mammary gland.
How long does the gestation period of elephants last?, 22 months,22 months,30 months,18 months,12 months
How do elephants protect their skin from the aggressive UV-radiation?, By wallowing in mud,By wallowing in their own feces,By hiding in the shadow of thick branches,By wallowing in mud,None of these
Why isnt the baby elephant able to control its trunk?, Because it lacks muscle tone,All of these,Because it is too heavy for it,Because it cannot feel it,Because it lacks muscle tone
Cockroaches belong to the order Blattaria. What is the meaning of the Latin word blatta?, Cockroach,Cockroach,Annoying,Fast,Pest
"Apart from the American cockroach, what other cockroach species is among the best-known pests?", All of these,Oriental cockroach,Asian cockroach,German cockroach,All of these
What type of animal is the cockroach when classified according to the peak of its activeness?, Nocturnal,Diurnal,None of these,Nocturnal,Crepuscular
Which of these statements is true about the anatomy of cockroaches?, All of these,"They have two ocelli, or simple eyes.",They have two long antennae on their heads.,All of these,They have large compound eyes.
Which of these statements is true about cockroaches?, They have two pairs of wings and six legs.,They are wingless and have six legs.,They have two pairs of wings and six legs.,They have two wings and eight legs.,They have have two wings and six legs.
What kind of interesting noise are cockroaches known to produce when they feel threatened?, Hissing,Hissing,Crackling,Whistling,All of these
What organs do cockroaches use for the purpose of respiration?, Tracheae,All of these,Gills,Lungs,Tracheae
Which of these statements is true about the reproduction of cockroaches?, All of these,All of these,Male roaches use court rituals to attract the female.,"A few species can reproduce through parthenogenesis, or without the need of fertilization.",Males and females attract each other through pheromones.
How are cockroaches classified according to the way they deliver their young?, All of these,They are viviparous.,All of these,They are ovoviviparous.,They are oviparous.
Which of these statements is true about the cockroaches ability to survive in hard times?, All of these,They are able to slow down their heart rate.,Cockroaches can survive radiation up to 15 times stronger than the lethal dose for humans.,Some roaches can survive without food for about one month.,All of these
The pregnancy of this animal lasts from 2 to 3 years depending on the altitude it inhabits., Alpine Salamander,Spanish Imperial Eagle,Asian Elephant,All of these,Alpine Salamander
These animals are usually monogamous and both parents take care of their young., Swans,Hedgehogs,Swans,All of these,Wolves
"For which of these animals is the following description true: The gestation period lasts 35–58 days. Smaller species have 5-6 babies, and larger species - 3-4 babies. The young are born blind.", Hedgehog,Hedgehog,Lizard,Fox,Rabbit
Which of the following statements is true about scorpions?, They give birth to their young one by one.,They give birth to their young one by one.,They lay the eggs and they hatch almost immediately.,They lay eggs which hatch after 2 weeks.,None of these
The Gastric-brooding frog is an extinct species that is famous for this unique way of incubating its eggs., The mother swallows the eggs and incubates them inside her stomach.,The mother keeps the eggs inside her mouth until they hatch.,The female keeps the fertilized eggs in pouches along her abdomen.,The female keeps the eggs between her rear legs until they hatch.,The mother swallows the eggs and incubates them inside her stomach.
Which of these statements is true about the Jacksons Chameleon?, It gives birth to 8-30 live young.,It lays about 15-30 eggs that hatch in 10 days.,It gives birth to 8-30 live young.,It lays about 5-10 eggs that hatch immediately.,It gives birth to 2-3 live young.
"Which of these statements is true about the Echidna, an egg-laying mammal?", The female lays 1 egg which she incubates in her pouch.,The female lays 1 egg that hatches immediately.,The female lays 1 egg which she incubates in her pouch.,The female lays 3-5 eggs and incubates them for 26 days.,The female lays 2 eggs that are incubated by the male for 22 days.
Which of these statements is true about the German cockroach?, All of these,The female carries her eggs in a capsule.,The female lays about 40 eggs.,All of these,In rare cases live births can occur.
Which of these statements is true about the Seahorse?, All of these,All of these,The male Seahorse has a brooding pouch on the front side of his body.,The male and the female stay together for life.,The female produces dozens to thousands of eggs.
Which of these statements is true about the King Penguin?, All of these,They are serially monogamous.,Both parents take part in the incubation.,All of these,The female lays 1 single egg.
What name is commonly used to refer to the guinea pig?, Cavy,Netty,Poppy,Willy,Cavy
How many times per year is a healthy female guinea pig able to give birth?, Five times,Twice,Seven times,Five times,Once
What geographic area did the guinea pig originate from?, South America,South America,Africa,Australia and New Guinea,North America
What term is commonly used to refer to the young of the guinea pig?, Pups,Pups,Kits,Calves,Piglets
What type of food does the guinea pig naturally feed on?, Grass,Grass,Grains,Green leaved,Nuts
The guinea pig is unable to produce this substance in its own body and gets it from its food., Vitamin C,Saliva,Vitamin C,Stomach acid,Digestive enzymes
What plant is poisonous for guinea pigs and should never be offered to them?, All of these,All of these,All plants growing from a bulb,Bracken,Wild celery
In this 2009 Walt Disney action comedy movie the main characters are guinea pigs., G-Force,G-Force,The Fast and the Furry,Darwin,Fluffy Spies
What actor voiced the guinea pig character called Rodney in the 1998 comedy movie Dr. Dolittle?, Chris Rock,Jim Carrey,Chris Tucker,Eddie Murphy,Chris Rock
The representatives of what guinea pig breed have extremely long hair that never stops growing all over their bodies?, Peruvian,Teddy,Texel,Abyssinian,Peruvian
To what continent are raccoons native?, North America,North America,South America,Australia,Both Americas
Captive raccoons are known for performing this vacuum activity., Dousing their food,Dousing their food,Scratching their belly,Playing dead,All of these
Which of these regarding the reproduction of raccoons is correct?, Pregnancy can last from 54 to 70 days.,Pregnancy can last from 54 to 70 days.,The male brings food for the young.,None of these,Females usually give birth to only one kit.
What animal is a major predator for wild raccoons?, All of these,Coyote,Bald eagle,Bobcat,All of these
Raccoons are omnivorous animals but they have a preference for this type of food., Fruits and nuts,Invertebrates,Birds,Fruits and nuts,Fish
What is the most important sense for raccoons?, Sense of touch,Vision,Sense of smell,Hearing,Sense of touch
Why is it not recommended to be keep raccoons as pets?, They can be aggressive.,They have and intense odor.,Their fur promotes allergies.,They transmit many diseases.,They can be aggressive.
What have raccoons been mostly hunted for throughout history?, Their fur,Their fur,Their bones,Their meat,Their fat
What popular cartoon character from a 1995 animated movie keeps a raccoon as a pet?, Pocahontas,Simba,Shrek,Pocahontas,Mulan
Studies of raccoons intelligence have shown that raccoons are capable of performing this activity., Opening locks,Opening locks,Understanding spoken words,Painting,Differentiating sounds
"The Ramphotyphlops braminus, a harmless blind snake species, found in Africa and Asia, is often mistaken for this animal.", Earthworm,Black mamba,Dog-faced water snake,Elephant Trunk Snake,Earthworm
"How are the young Box turtles classified according to their diet, which differs from the diet of mature Box turtles?", Carnivores,Specialized eaters,Omnivores,Carnivores,Herbivores
"What distinctive feature is characteristic of the crocodile species called gharial, or Indian gavial?", Narrow snout,Very short tail,Red spots on its back,Narrow snout,Purple scales
"How did the glass lizard, also known as glass snake, get its interesting name?", It breaks easily.,It can climb on glass.,Its eyes are glass-like.,It is almost transparent.,It breaks easily.
"What other common name is used for the New Caledonian bumpy gecko, a reptile found only on the southern end of the island of New Caledonia?", Gargoyle gecko,All of these,Gargoyle gecko,Devil gecko,Horny gecko
"This snake, the only existing member of its family, can be found in Mexico and has a very muscular body and a shovel-shaped snout.", Loxocemidae bicolor,All of these,Dwarf boa,Pipe snake,Loxocemidae bicolor
"What is unique about the reptile called tuatara, which is endemic to New Zealand and is sometimes called living fossils?", It is able to hear though it has no ears.,It has a well-developed third eye.,All of these,It has two rows of teeth in the upper jaw.,It is able to hear though it has no ears.
What feature of the turtle species Dermochelys coriacea makes it easily distinguishable from all the other sea turtles?, It has no shell.,It has a very long tail.,It has no shell.,Its body has very vivid colors.,It has a horn on its head.
"In what geographical area is the Rock monitor lizard, or Legavaan, found?", Africa,South America,New Guinea,Australia,Africa
What is the smallest extant species of crocodilian on the planet?, Musky Caiman,Smooth-fronted Caiman,Musky Caiman,Spectacled Caiman,Yacare Caiman
Where is the natural habitat of sloths?, Central and South America,Central and South Asia,Central and South America,Australia and the island of Tasmania,South Africa
Which of these is true about the sloths diet?, Sloths are omnivores.,Sloths are carnivores.,Sloths are autotrophic organisms.,Sloths are herbivores.,Sloths are omnivores.
Sloths have this number of toes and fingers depending on the family they belong to., Two or three,Two or three,Sloths do not have toes.,Four or five,One or two
What is the the body length of an average mature sloth from head to tail?, 50-60 centimeters,90-100 centimeters,70-80 centimeters,30-40 centimeters,50-60 centimeters
How many hours of sleep do sloths normally need per day?, Less than 10 hours,20-22 hours,12-13 hours,Less than 10 hours,15-18 hours
Which of these names does not refer to a sloth?, Rikki-Tikki-Tavi,Ritto,Rit,Rikki-Tikki-Tavi,Ridette
How many babies do female sloths give birth to per one pregnancy?, One,Four,Three,One,Two
Which of the following statements is wrong?, There are seven living species of sloths.,There are seven living species of sloths.,Two-toed sloths have only six cervical vertebrae instead of seven.,Sloths hairs grow away from their extremities instead of towards them.,Three-toed sloths have nine cervical vertebrae instead of seven.
What type of mammal is the kangaroo?, Marsupial,Monotreme,All of these,Amniote,Marsupial
What term is used to refer to the young of the kangaroo?, Joey,Joey,Mary,Jack,Wally
Which kangaroo species is the largest on the planet?, Red Kangaroo,Antilopine Kangaroo,Western Grey Kangaroo,Eastern Grey Kangaroo,Red Kangaroo
What is the difference between the digestion of kangaroos and the digestion of ruminants?, Kangaroos do not release methane.,Nothing,Kangaroos need to consume some animal matter to provide essential digestive bacteria.,Kangaroos do not release methane.,Kangaroos digest plant matter five times faster than ruminants do.
What does the diet of all kangaroos consist of in general?, Plant matter,All of these,Plant matter,Fungi,Plant and animal matter
"Apart from jumping, kangaroos are known for fleeing from predators using this tactic.", Swimming,All of these,Playing dead,Climbing,Swimming
What kangaroo species set a record by moving with 64 kilometers per hour (40 mph)?, All of these,Eastern Grey Kangaroo,Great Grey Kangaroo,All of these,Forester Kangaroo
Male Western Grey Kangaroos were nicknamed Stinkers because they have this kind of odor., Curry,Sour cabbage,Curry,Garlic,Gasoline
How do male kangaroos fight to win the privilege to fertilize the female?, All of these,They push each other.,All of these,They kick each other.,They hit each other by boxing.
What is the meaning of the word kangaroo according to legend?, I dont understand you.,I dont know.,Look at this!,I dont understand you.,What is this?
What other common name is used for a mudpuppy?, Waterdog,Water Canine,Waterdog,Mud Dog,Salamander
What type of animal is a mudpuppy?, salamander,skink,eel,fish,salamander
What is the average lifespan of a mudpuppy?, 11 years,2 years,5 years,11 years,35 years
What does the diet of wombats consist of in general?, Plants,Small vertebrates,Insects,Plants,All of these
How many babies does the female wombat give birth to every spring?, One,Three,Four,Two,One
What unusual anatomical feature do wombats possess?, Their pouch faces backwards.,Their pouch faces backwards.,They dont have a spleen.,They dont have eyelids.,All of these
What way of defence do wombats use when they feel threatened?, Kicking,All of these,Running,Climbing on trees,Kicking
What is the name of the smallest wombat species on the planet?, Southern Hairy-nosed Wombat,Northern Hairy-nosed Wombat,Southern Hairy-nosed Wombat,Common Wombat,None of these
What should a person do to escape the attack of a wombat in the wild?, Climb a tree,Climb a tree,Run,Play dead,Jump in a river
"This species, also known as Yaminon, is the largest wombat species on the planet.", Northern Hairy-nosed Wombat,Northern Hairy-nosed Wombat,Northern Hairy-nosed Wombat,Common Wombat,None of these
On which continent can you find the turltle-dove during most of the year?, Europe,Australia,Antarctica,South America,Europe
Which continent does the turtle-dove migrate to in the colder winter months?, Africa,Africa,Australia,North America,Asia
Which of the following statements is true about the turtle-dove?, They are viewed as a symbol of love.,They are not related to the pigeon.,They have never been domesticated.,They are flightless,They are viewed as a symbol of love.
What is the expected lifespan of a turtle-dove?, 20 years,28 years,9 months,7 years,20 years
What is the incubation period for turtle-dove eggs?, 12-14 days,7 weeks,17-25 days,12-14 days,1 month
Which of the following makes the turtle-dove different from other birds?, They suck to drink instead of tilting their heads back.,They suck to drink instead of tilting their heads back.,When they hatch they can fly within 2 days.,They cannot make any sound.,They can fly backwards.
Which of these statements is not true about the vision of bats?, All of these,Most smaller bat species are blind.,All of these,All bat species are able to detect UV light.,All bat species have underdeveloped eyesight.
"What important bone-building mineral do the cartilage of bats finger bones lack, which makes them very flexible?", Calcium,Potassium,Magnesium,Calcium,Iron
"What do megabats, also called flying foxes, feed on?", Fruit and nectar,All of these,Carrion,Insects,Fruit and nectar
How do most bat species spend the cold winter months?, They hibernate.,They migrate south to to regions with warmer climates.,They do not change their behavior in the winter.,None of these,They hibernate.
A bat is featured on the coat of arms of this Spanish city., All of these,Palma de Mallorca,Fraga,Valencia,All of these
What status does the bat have in Chinese folklore and tradition?, It is a symbol of happiness and longevity.,It is believed to be an incarnated spirit.,It is a symbol of happiness and longevity.,It is considered a bad omen.,It is considered simply a pest.
What city in the US state of Texas is a home of the largest bat colony in North America during the summer?, Austin,Morton,Austin,Houston,Pittsburg
"What name is commonly used when referring to the bat species Vampyrum spectrum, also known as False Vampire Bat?", Spectral Bat,Phantom Bat,Spectral Bat,All of these,Ghostly Bat
What bat species is considered the largest in the world?, Golden-capped fruit bat,Livingstone’s Fruit Bat,Fijian Monkey-faced Bat,Hammer-headed bat,Golden-capped fruit bat
"What other common name is used for the Kittis Hog-nosed Bat, the smallest bat species in the world?", Bumblebee bat,Wasp bat,Hummingbird bat,Bumblebee bat,Ladybug bat
During what geological time period did the ammonites evolve?, The Devonian period,The Devonian period,The Silurian period,The Triassic period,The Carboniferous period
What is the greatest depth the shell of a nautilus can withstand before imploding?, 800 meters,800 meters,100 meters,300 meters,187 meters
What flower remedy would be most beneficial to a stand-offish horse that gets irritated quickly and has a hard time accepting change?, Beech,Birch,Cerery,Beech,Cerato
"Salix vitellina is the scientific name of this essence usually given to a horse that appears to sulk, goes into moods and refuses any sort of attention.", Willow,Wild Rose,Wild Oat,Willow,Water Violet
"What kind of animals are the colugos, or cobegos, which is found only in Asia?", Mammals,Mammals,Reptiles,Birds,Amphibians
"What other name is commonly used for the Japanese Macaque, a monkey native to Japan?", Snow Monkey,Snow Monkey,All of these,Whistling Monkey,Storm Monkey
Which of these Asian tortoise species is a very popular pet in many countries around the world?, Russian Tortoise,Cuora,Russian Tortoise,Keeled Box Turtle,Rafetus
"What is the color of the legs, bill and eye rims of the Green Magpie, a small Asian bird with bright green plumage?", Red,Purple,Blue,Red,Bright pink
To which Asian country is the Giant Panda native?, China,Indonesia,India,Japan,China
"What is the name of the smallest bat species on the planet, endemic to the Asian continent?", Kittis Hog-nosed Bat,Mouse-tailed Bat,Sucker-footed Bat,Bulldog Bat,Kittis Hog-nosed Bat
"What name is used for the enigmatic bovid mammal Kting Voar, which is believed to populate Cambodia and Vietnam in Asia?", Snake-eating Cow,Snake-eating Cow,Lizard-eating Goat,All of these,Frog-chewing Sheep
"What sense of the Malayan Tapir, also called Asian Tapir, is underdeveloped?", Eyesight,Eyesight,Hearing,Smell,Touch
"How many horns does the Indian Rhinoceros, found only in Asia, have on its snout?", One,None,Two,Three,One
"What is the favorite food of the Fairy-bluebird, which is found only in Asia?", Figs,Goji berries,Grasshoppers,All of these,Figs
What term is used the denote the terrestrial stage of the development of the young newt?, Eft,Eft,Imago,Elf,Larva
"To what country is the Rhinoderma rufum, a species of frog from the family Rhinodermatidae, endemic?", Chile,India,United States,Chile,Brazil
"What is the literal translation of the Greek word amphibios, from which the modern word amphibian originated?", Both kinds of life,Water and land,Both kinds of life,Two in one,Water and air
What interesting characteristic do all amphibians called caecilians share?, They have no legs.,They have no legs.,They are hermaphrodites.,They have four eyes.,They have external ears.
"What animal does the greater siren, a nocturnal amphibian, resemble externally?", An eel,An eel,A lizard,A gecko,A frog
Which of these statements is wrong about the Glass frogs from the amphibian family Centrolenidae?, They are found mainly in Australia and Tasmania.,They are arboreal animals.,They are found mainly in Australia and Tasmania.,All of these,Their skin is transparent.
"What other interesting name is used commonly to refer to the Purple frog, an amphibian endemic to the Western Ghats in India?", Pignose Frog,Pignose Frog,Chicken frog,All of these,Mole frog
What does the diet of the Eastern Tiger Salamander mainly consist of?, Insects,Shrimp,Leaves,Insects,Fish
"What behavior is typical of the Argentine horned frog, also known as Argentine wide-mouthed frog?", It would eat up anything that comes in its eyesight.,It never stops moving.,It sings almost incessantly.,It would eat up anything that comes in its eyesight.,All of these
Where does the female Suriname Toad keep its eggs until they develop into young frogs?, On its back,In its vocal sac,Between its hind legs,On its back,In its stomach
How many orders of trilobite are there?, 10,9,3,15,10
What order of trilobite was the only one to survive the Devonian mass extinction?, Proetida,Proetida,None of these,Phacopida,Lichida
Approximately how many species of trilobite existed over the duration of the Paleozoic?," 17,000","12,000","9,000","17,000","18,000"
What genus and species did the largest complete trilobite fossil ever found belong to?, Isotelus rex,None of these,Isotelus rex,Isotelus maximus,Isotelus brachycephalus
The pygidium refers to what section of a trilobites body?, The tail,The head,None of these,The thorax,The tail
Which of the following is believed to be an ancestor of the trilobites?, Spriggina,Onega,None of these,Spriggina,Trichophycus
Which of these statements is true about the lemur Aye-aye?, It is the largest nocturnal primate on the planet.,It is the second smallest primate on the planet.,It is the second largest primate in the world.,It is the smallest nocturnal primate in the world.,It is the largest nocturnal primate on the planet.
"What physical feature does the lemur Aye-aye share with rodents, leading to its original classification in order Rodentia?", Very large incisors,Very large incisors,Inability to vomit,All of these,Similarities in the digestive system
What unusual physical characteristic does the lemur Aye-aye possess?, It has extremely long fingers.,Its pupils are constantly dilated.,It has 4 nipples.,It has extremely long fingers.,All of these
In what places does the nocturnal Aye-aye sleep during the daytime?, On trees,"On a branch, covering its body with a big leaf",Hanging from a branch.,On trees,In holes in the ground
Which of these statements is true about the reproduction of the Aye-aye?, None of these,None of these,The baby stays with its mother for a year.,Pregnancy lasts about 4 months.,It reaches reproductive age at 3 - 3.5 years.
Where did the name of the Aye-aye originate from according to common hypothesis?, All of these,All of these,From the Malagasy expression for I dont know,From the sound made by the animal,From an exclamation
How is the lemur Aye-aye classified according to its diet?, Omnivore,Herbivore,Omnivore,Carnivore,Specialized eater
What is the Aye-aye traditionally associated with according to ancient Malagasy legends?, Death,Future marriage,Rain,Luck,Death
What is the name of the Aye-aye character from the 2005 animated comedy movie Madagascar?, Maurice,Maurice,Marty,Mort,King Julien
To what geographic area is the koala endemic?, Australia,Tasmania,Australia and Tasmania,Australia,Australia and New Guinea
What unique feature do the the fingers of the koala possess?, They have fingerprints.,There are six fingers on each leg.,They have fingerprints.,All of these,Each finger consist of 10 bones.
What does the diet of the koala almost exclusively consist of?, Eucalyptus leaves,Eucalyptus leaves,Grass,All of these,Insects
"What term is used to refer to the infant koala, as well as to any other baby marsupial?", Joey,Jerry,Joey,Jimmy,Jelly
Which of these statements is true about koalas?, They were nearly erased from the planet due to hunting in the early 20th century.,All of these,Keeping a koala as a pet is legal in the USA.,They were nearly erased from the planet due to hunting in the early 20th century.,"In August 1927, 100 000 koalas were killed."
"This fictional koala character, created by author Dorothy Wall, fist appeared in the 1933 book Jacko - the Broadcasting Kookaburra.", Blinky Bill,Nutsy,Jeremy,Noozles,Blinky Bill
What unusual anatomical characteristic does the koala possess?, All of these,The female has two vaginas.,The female has two uteri.,The make has a bifurcated penis.,All of these
The koala is the only animal species on the planet to possess this quality., Its brain size is extremely reduced.,All of these,It sleeps with open eyes.,"When its hungry, it starts sucking on its tail.",Its brain size is extremely reduced.
"What does the Greek word Phascolarctos, denoting the genus to which koalas belong, mean?", Pouch bear,Ash-colored,Pouch bear,Doesnt drink,Monkey bear
"When anxious, the koala produces a loud sound similar to the cry made by this creature.", Human baby,Baby bear,Crow,Human baby,Rabbit
What is the literal meaning of the word giraffe considering its Arabic origin?, Tall,Unbelievable,Ambiguous,Scary,Tall
Which of these statements is wrong?, The giraffe is the only surviving member of its genus.,All of these,The giraffe is the largest ruminant.,The giraffe is the only surviving member of its family.,The giraffe is the only surviving member of its genus.
What term is used for the behavior exhibited by male giraffes that are engaged in a fight?, Necking,Hoofing,Tailing,Necking,Horning
Giraffes sometimes use their extremely long blue tongues for this purpose., Cleaning insects from their face,Cleaning insects from their face,Stealing eggs from birds nests,Playing games with other giraffes,All of these
