Questions,Correct,A,B,C,D
"The average income in the United States in 1952 was $3,515.00. What was the average price of a house at that time?"," $16,800.00","$2,000.00","$16,800.00","$50,000.00","$10,000.00"
In what year was the first microwave oven manufactured by Tappan and offered in the USA for $1300.00?, 1955,1957,1955,1954,1956
In 1956 Bette Nesmith Graham invented Mistake Out which later became known by what name?, Liquid Paper,Liquid Paper,Post-it Notes,Erasermate Pens,White Out
Which of these was NOT a Broadway flop?, The Medusa (1981),Teaneck Tanzi: The Venus Fly Trap (1983),Frankenstein (1981),The Medusa (1981),Moose Murders( 1983)
"In 1991 Pfizer came out with the medicine Sildenafil, designed to stop angina pectoris. It was a flop as it had little effect on angina. What was good about this medicine?", It lead to the development of Viagra.,It lead to the development of Oxycontin.,It was an inexpensive medicine that could lower LDL cholesterol.,It was an inexpensive medicine that could lower HDL cholesterol.,It lead to the development of Viagra.
In 1993 Chevy Chase got his own talk show. How many episodes of The Chevy Chase Show were aired?, one,one,four,three,two
"This great 1949 movie was remade into a 2006 movie flop starring Sean Penn,  James Gandolfini, Kate Winslet, Jude Law, and Anthony Hopkins.", All the Kings Men,The Interpreter,Crossing Over,21 Grams,All the Kings Men
Which of these was NOT an invention idea on Seinfeld?, An alarm clock that told you the sports scores when it went off.,A shaker that had both ketchup and mustard,A Pakistani restaurant in Manhattan,A rubber oil container to help fight oil spills,An alarm clock that told you the sports scores when it went off.
How long was the Hundred Years War?, 116 years,116 years,80 years,101 years,100 years
"You probably know the term Blitzkrieg (lightning war), which refers to a quick invasion. But what does Sitzkrieg mean?", Sitting War,Sitting War,Cold War,Slowly War,Long War
Which ancient countries battled each other during the Punic Wars?, Rome and Carthage,Athens and Sparta,Macedonia and Egypt,Greece and Persia,Rome and Carthage
Which war was fought by El Salvador and Honduras in 1969?, Football War,Basketball War,Football War,Rugby War,Baseball War
There have been many wars in the Balkans. Which one was known as the First Balkan War?," The war between the Balkan League (Serbia, Montenegro, Greece and Bulgaria) and the Ottoman Empire in 1912-13","The war between the Balkan League (Serbia, Montenegro, Greece and Bulgaria) and the Ottoman Empire in 1912-13",The war in Bosnia and Herzegovina after the breakup of Yugoslavia in 1992,The Greek War of Independence in 1821,World War I
Which wars were fought in XV century England?, Wars of the Roses,Wars of the Tulips,Wars of the Roses,Wars of the Sunflowers,Wars of the Lilies
Against which country were the two Gulf Wars fought?, Iraq,Israel,Iran,Vietnam,Iraq
The Boer Wars were fought by the British Empire against which colonists?, Dutch in South Africa,French in Louisiana,Spanish in the Caribbean,Portuguese in India,Dutch in South Africa
Which wars are known as Reconquista?, The expansion of Christian kingdoms at the expense of Muslim states on the Iberian Peninsula,The conquering of todays Latin America by Spain and Portugal,The war between US and Mexico in the beginning of the XIX century,"The colonization of the Indian Peninsula by Portuguese, Dutch and later British colonists",The expansion of Christian kingdoms at the expense of Muslim states on the Iberian Peninsula
Against which of the following were the medieval Crusades fought?, Against anybody the Pope would declare an enemy,Against Jewish communities across Europe only,Against Moors on the Iberian Peninsula only,Against Turks in the Holy Land only,Against anybody the Pope would declare an enemy
Were was the First Turkish-Portuguese War fought in 1509?, In the Indian Ocean,In the Indian Ocean,In Portugal,In Turkey,On Cyprus and other islands of the Mediterranean
After the 80 Years War (XVI-XVII century) a new colonial power was born in Europe. Which one?, The Netherlands,Spain,Portugal,Germany,The Netherlands
"This singer, who sang the theme song for Rawhide, died on 6th February 2007 at the age of 93.", Frankie Laine,Frankie Vallee,Lorne Greene,Frankie Laine,Frankie Avalon
Name the author of Slaughterhouse-Five who died April 11th 2007 at the age of 84., Kurt Vonnegut,Mickey Rourke,Kurt Vonnegut,Art Buchwald,Kurt Waldheim
She was Miss Moneypenny in 14 of the James Bond films., Lois Maxwell,Lon Andrews,Catherine Snab,Sydney Andrews,Lois Maxwell
She was Esmeralda on Bewitched., Alice Ghostley,Alice Ghostley,Angela Riverton,Cathy Bates,Angela Channing
"He was 69 at the time of his death in April 2007. He sang Monster Mash. You remember, it was a graveyard smash.", Boris Pickett,Bobby Pickens,Bobby Picks,Boris Pickett,Boris Pickens
Who was the patron of Athens during its Golden Age?, Pericles,Plato,Pericles,Alexander the Great,Socrates
The Golden age of Athens occurred between which two wars?, Persian and Peloponnesian,Punic and Peloponnesian,Peloponnesian and Spartan,Spartan and Punic,Persian and Peloponnesian
During which war did the Battle of Marathon take place?, Persian,Peloponnesian,Parthian,Punic,Persian
What kind of government did Athens have during the Golden Age?, Direct Democracy,Direct Democracy,Aristocracy,Absolute Monarchy,Oligarchy
Which playwright of Ancient Greece is generally regarded as the father of drama?, Aeschylus,Socrates,Sophocles,Aeschylus,Aristophanes
"This was a 1961 United States-planned and funded landing, which aimed at overthrowing the government of Fidel Castro, marked the climax of anti-Cuban US actions during  the Cold War. What was the name of this invasion?", The Bay of Pigs invasion,The Bay of Cows invasion,The Bay of Cattle invasion,The Bay of  Dogs invasion,The Bay of Pigs invasion
Who was the Soviet General Secretary during the Cuban Missile Crisis in October 1962?, Nikita Khrushchev,Joseph Stalin,Nikita Khrushchev,Nikolai Bulganin,Leonid Brezhnev
Which of these countries was not part of the Warsaw Pact of 1955 ?, Yugoslavia,Romania,Czechoslovakia,Poland,Yugoslavia
"What was the name of the political liberalization in Czechoslovakia, which started on January 5 and lasted until August 20, 1968?", Prague Spring,Prague Autumn,Prague Summer,Prague Winter,Prague Spring
WW II broke out in 1939 with the German invasion of Poland. What month did this invasion take place?, September,March,September,December,February
"The North African Campaign, also known as The Desert War, began in 1940. It included campaigns fought in several African countries. Which of the following was not one of the locations of the North African Campaign?", South Africa,Algeria,South Africa,Egypt,Libya
"Operation Barbarossa, which began on June 22, 1941, was the code name of the German invasion of which country?", the Soviet Union,Denmark,the Netherlands,Luxembourg,the Soviet Union
What does the German word Blitzkrieg mean?, lightning war,holy war,lightning war,patriotic war,speed war
When did the United States enter World War II?, 1941,1942,1940,1943,1941
"In 1945, Churchill, Stalin and Roosevelt made arrangements for post-war Europe. Where did the conference take place?", Yalta,Versailles,Hawaii,Yalta,Warsaw
"On 6 August 1945 the B-29 Enolo Gay, piloted by Colonel Paul Tibet, dropped an atomic bomb on Hiroshima, effectively destroying it. What was that bomb called?", Little Boy,August Storm,Flying Tiger,Little Boy,Torch
What term is generally used to describe the genocide of approximately six million European Jews during World War II?, the Holocaust,Einsatzgruppen,the Holocaust,the Enigma,Death-camp
"According to statistics, approximately how many people lost their lives in World War II?", 62 million,52 million,42 million,72 million,62 million
One of the months of the year is named after this man., Julius Caesar,Neither,Both,Alexander the Great,Julius Caesar
This man became the leader of his country at the age of 20., Alexander the Great,Julius Caesar,Neither,Alexander the Great,Both
"This man is famous for the quote, I came, I saw, I conquered.", Julius Caesar,Neither,Julius Caesar,Alexander the Great,Both
This man conquered modern day Afghanistan and modern day France., Neither,Julius Caesar,Both,Alexander the Great,Neither
"This man won battles in Greece, Africa, and the Middle East.", Both,Alexander the Great,Neither,Both,Julius Caesar
This man invaded modern day Great Britain., Julius Caesar,Julius Caesar,Alexander the Great,Neither,Both
This mans name is linked to a common medical procedure., Julius Caesar,Neither,Julius Caesar,Both,Alexander the Great
This mans biological son became famous after his death., Neither,Both,Julius Caesar,Neither,Alexander the Great
This man visited the other mans tomb., Julius Caesar,Alexander the Great,Neither,Both,Julius Caesar
This man was portrayed by British actor Rex Harrison in the1963 movie Cleopatra., Julius Caesar,Alexander the Great,Both,Julius Caesar,Neither
What warrior king and his 300 Spartans held back the Persian army for two days in one of historys most heroic last stands?, Leonidas,Odysseus,Achilles,Leonidas,Xerxes
What Chinese warrior and strategist wrote The Art of War?, Sun Tzu,Sun Bin,Sun Tzu,Mao Zedong,Genghis Khan
"It was in a dream before the Battle of Milvian Bridge that a vision of God appeared to this Roman warrior. The vision was followed by the words In this sign shall thou conquer.  What leader, after having a Christian monograph painted on the shields of his army, defeated Maxentius and reunited the Eastern and Western Roman Empire?", Constantine the Great,Constantine the Great,Marcus Aurelius,Alexander the Great,Emperor Licinius
What Soviet General and Hero of the Soviet Union led the Red Army during the Battle of Stalingrad and the Battle of Kursk?, Marshal Georgy Zhukov,Vasliy Blyukher,Field Marshall Von Manstein,Walther Model,Marshal Georgy Zhukov
"One of historys most daring and able naval commanders, this admiral signaled his fleet at the Battle of Trafalgar by a flag that read England expects that every man will do his duty . What naval commander gave the supreme sacrifice at the Battle of Trafalgar while defeating the navies of the French and Spanish?", Horatio Nelson,Horatio Nelson,"Arthur Wellesley, Duke of Wellington",John Paul Jones,James Wolfe
He was the bravest and strongest Greek warrior in the Trojan War. He died when Apollo helped guide Pariss arrow to this warrior only vulnerable spot?, Achilles,Patroclus,Agamemnon,Hector,Achilles
"Perhaps the greatest  warrior-king in Roman history, what warrior summed up his victory in these three words, Veni, Vidi, Vici. ?", Julius Caesar,Julius Caesar,Mark Anthony,Marcus Aurelius,Octavian
"The US, Britain and Germany were the main belligerents at Normandy during WWII, but three other nations had troops there who fought in their own organized national units. Which of the following was NOT one of those three nations?", Japan,Canada,Poland,Japan,France
Mulberry was the code name for two artificial harbors built in sections and towed across the English Channel to provide a place for supplies to be landed at Normandy for the invading troops. They were very useful at first but their usefulness was greatly reduced after about two weeks when the following occurred., A violent storm heavily damaged the Mulberries.,The Allies captured the port at Brest and no longer needed the Mulberries.,A violent storm heavily damaged the Mulberries.,The wear and tear of constant use made the Mulberries deteriorate greatly.,The German air force successfully staged a massive bombing raid on the Mulberries.
"To aid the Normandy invasion Stalin, the Soviet leader, agreed to do the following.", Launch an attack on the eastern front to keep the Germans from moving troops from the East to the western front,Have his air force carry out numerous air attacks on targets in Germany during the Normandy invasion,Send Soviet troops to Britain to act as a reserve if needed,Launch an attack on the eastern front to keep the Germans from moving troops from the East to the western front,Release all prisoners from East European nations who wished to join the Allies at Normandy
"During WWII, American troops assaulted two beaches at Normandy. Three other beaches with code names Gold, Sword and Juno were assaulted by troops who mostly came from these two nations.", Britain and Canada,France and Poland,Britain and France,Britain and Canada,Britain and Australia
Which American Indian tribe was predominantly located in North Georgia?, Cherokee,Iroquois,Creek,Cherokee,Seminal
Which U.S. state saw the bloodiest fighting of the Civil War?, Virginia,Georgia,Tennessee,Virginia,Maryland
"From 1847 to 1923, there were eight U. S. Presidents hailing from this state.", Ohio,Virginia,Ohio,New York,Maryland
Which of these is one of the reasons why the United States entered World War I?, Germany tried to persuade Mexico to enter the war.,Mexico attacked the United States.,France lost the war.,Germany tried to persuade Mexico to enter the war.,Germany asked the United States.
Under whose administration did the United States send large numbers of troops to Vietnam?, Lyndon Johnson,John Kennedy,Richard Nixon,Gerald Ford,Lyndon Johnson
"In 221 BC Zheng of the Qin Dynasty defeated the last independent Chinese state, the State of Qi, and thus unified China. The same year he named himself Shi Huangdi, which means this.", First Emperor,The Conqueror,Mightiest One,First Emperor,The Unifier
"The name of the first capital of the Empire, near which the tomb of the first Chinese emperor- Qin Shi Huang had been built.", Xianyang,Xianyang,Changan,Sui,Shaanxi
"On 18 June 618, Gaozu took the throne, established the Tang Dynasty and opened a new age of prosperity. During the Tang Dynasty, this religion became predominant in China.", Buddhism,Christianity,Hinduism,Islam,Buddhism
The Ming Dynasty established the Forbidden City in Beijing. Do you know what ming means in Chinese?, bright,bright,cruel,conqueror,builder
"The Forbidden City, lying at the center of Beijing, was the imperial palace during the Ming and Qing Dynasties. Yellow was the symbol of the royal family so the roofs, the decorations and even the bricks on the ground in the Forbidden city are yellow. But there is one exception- the roof of the royal library. What color is it?", black,blue,black,white,red
"The Qing Dynasty was the last  imperial dynasty of China. As a result of the 1911 revolution, a new Republic of China was established  and this is what happened to the last Chinese emperor, Hsuan Tung.", He abdicated,He was exiled,He abdicated,He was assassinated,He fled to England
"Ulysses S. Grants wife, Julia Dent Grant, had a cousin who was a CSA General. What was his name?", James Longstreet,Braxton Bragg,James Longstreet,Nathan Bedford Forrest,P.G.T. Beauregard
Who gave the sermon at President Lincolns funeral?, Dr. Phineas D. Gurley,Rev. J.C. Harrison,Bishop Cavenaugh,Dr. Phineas D. Gurley,Dr. John W. Cunningham
How many civilians were killed in the Battle of Gettysburg?, 1,3,1,2,4
What state has the most soldiers buried at the Gettysburg National Cemetery?, New York,Michigan,Pennsylvania,New York,Massachusetts
"Steve Bochco had many successes on TV. However, this 1990 ABC police drama, that also featured the cast breaking out in song, was a failure.", Cop Rock,Cop Rock,City Cop,Cop Song,A Policemans Day
"This 2003 movie won seven Razzies. It had an all-star cast that included Al Pacino, Lainie Kazan, Christopher Walken and a very hot couple. What is the name of this flop directed and written by Martin Brest?", Gigli,Gigli,Shanghai Express,Town and Country,Shanghai Surprise
In 1985 New Coke was introduced. For many reasons it  was a great flop and the company went back to regular coke. How was New Coke different from regular coke?, It was sweeter.,It was sweeter.,It had more lime and less lemon.,It had more caffeine.,"It was enriched with vitamins A,C, and D."
"Gary Marshall has had many big hits on TV and in the movies. However, in 1972 he directed and produced this big flop.", Me and the Chimp,Convoy,Me and the Chimp,Hey Landlord,The Psycho Private
"This Broadway show with a book and lyrics by Ira Levin opened in 1965 after 11 previews and much rewriting. It starred Lesley Ann warren, Elliot Gould, Beth Howland, and Charles Durning. What was the name of this Victorian melodrama?", Drat! The Cat!,Sweeny Todd,Day In Day Out,The Adventures of Pluto Nash,Drat! The Cat!
"It was a 1995 movie about a female pirate, played by Geena Davis, who races other pirates to find hidden  gold. It starred Frank Langella, Mathew Modine, Maury Chaykin and Stan Shaw.", Cutthroat Island,Skull Island,Cutthroat Island,Pirate Survivors,Pirate Wars
"It could not miss. It was directed by the great Elaine May. It featured Charles Grodin, Isabelle Adjani, Tess Harper, Carol Kane, Jack Weston, and, oh yes, Dustin Hoffman and Warren Beatty. It was a total flop. What was the name of this comedy?", Ishtar,Shanghai Surprise,Big Town,Playing the Hilton,Ishtar
"This movie was begun in 1998 but released in 2001. Its big all-star cast included Warren Beatty,  Diane Keaton, Charlton Heston, Gary Shandling, Andie MacDowell, Goldie Hawn and Jenna Elfman. It was  designed to be a simple romantic comedy about making lifes big  decisions. It is now considered to be one of the biggest movie flops.", Town and Country,The Postman,Ishtar,Heavens gate,Town and Country
"Love Boat was a big TV hit, so a copy of it would be a big hit, too, right? This 1979 copy of Love Boat was to be based on the adventures, lives and loves of passengers on a train. What was the name of this nine-episode flop?", Super Train,The Century Express,Super Train,The Big Train,Cross Country Express
"In 1983, Apple sold its famous Lisa computer. It featured the first Graphic User Interface(GUI), a processor that allowed multitasking, the first mouse, a 5 MHz processor (very fast for the time), and a  large memory. Which of these is not one of the reasons for which it was not a success?", NASA refused to buy it.,NASA refused to buy it.,Steve Jobs was forced off the project.,It was too big and too bulky,"It cost  over $9,900."
"This TV game show is regarded as one of the biggest flops in the history of television. It lasted for one episode. One of its titles was The Jackie Gleason Show. It featured Jackie Gleason, Art Carney, Arthur Treacher, Bobby Darin, Pat Carrol and Mickey Rooney. What was the premise of the show?", Four guests stuck their heads into holes in a large piece of cardboard. The guest stars tried  to guess what the picture was about.,Three guest stars tried to figure out what a series of paintings was about .,Four guest stars tried to decipher the name of a famous person from a series of  doodles.,Three guest stars tried to determine a contestants job from a series of photos.,Four guests stuck their heads into holes in a large piece of cardboard. The guest stars tried  to guess what the picture was about.
"What was the most contested (captured, recaptured) town in the U.S. Civil War?", Winchester,Bethesda,Richmond,Winchester,Hampton Roads
Where did General Shermans March to the Sea begin and end?, Atlanta to Savannah,Atlanta to Savannah,Richmond to Savannah,Richmond to New Orleans,Charlotte to Savannah
What was the first state to secede from the Union?, South Carolina,Virginia,South Carolina,Georgia,North Carolina
What was U.S. Grant doing at the outbreak of the Civil War?, Working in the family business,None of these,Working in the family business,Had a command out West,Going to West Point
What was the last state to secede from the Union?, Tennessee,Tennessee,Louisiana,Arkansas,Texas
How many Union soldiers were killed during the bombardment of Fort Sumter in Charleston Harbor?, None,1,4,2,None
In 1962 President Kennedy of the US and Chairman Khrushchev of the Soviet Union were able to peacefully end a confrontation which might have led to a nuclear war. Where was this crisis centered?, Cuba,Israel,Korea,Berlin,Cuba
"Early in his administration this US President survived being shot by an assassin and even showed a sense of humor when he told his wife, Honey, I forgot to duck.", Reagan,Nixon,Carter,Ford,Reagan
"Children, and many adults too, were happy when the first Disneyland opened in California in this year.", 1955,1949,1955,1967,1962
In 1954 Roger Bannister became the first person in history to do which of the following?, run a mile in under four minutes,win Noble Prizes in three different categories,orbit the earth,None of these,run a mile in under four minutes
"In the 1960s, Humans finally achieved an age-old dream of landing on the Moon. Who was the first person to set foot on the Moon and in what year did this happen?"," Neil Armstrong, 1969","Michael Collins, 1968","Neil Armstrong, 1969","Buzz Aldrin, 1966","Buzz Aldrin, 1967"
In what month in 1945 did Japan surrender to the US?, September,October,September,January,December
What day in 1944 is referred to as D-Day?, June 6,June 6,August 2,June 10,May 9
When did the Germans invade Yugoslavia and Greece during World War II?, 1941,1939,1943,1941,1999
In what month of 1941 did Nazi Germanys invasion of the Soviet Union start?, June,August,March,July,June
"American astronaut John Glenn piloted the first American manned orbital mission, aboard Friendship 7 on February 20, 1962.  What actor performed a song, dedicated to him?", Walter Brennan,Charleton Heston,Walter Brennan,Nat King Cole,Perry Como
"The first person who lost his life in a space flight was the Soviet cosmonaut, Vladimir M. Komarov. How did he die?", The parachutes on his Soyuz 1 capsule did not deploy and the hard entry caused his death.,"The capsule of his Soyuz 1 spacecraft burned upon re-entry, due to damage to the heat shields.","His Soyuz 1 capsule landed on hard ground rather than making a soft, water landing.",His Soyuz 1 capsule burnt up in space because the heat shields were inadequate.,The parachutes on his Soyuz 1 capsule did not deploy and the hard entry caused his death.
"What astronaut almost drowned in 1961, when his Liberty Bell 7 capsule sank upon splashdown in the Pacific Ocean?", Gus Grissom,Jim Lovell,Ed White,Roger Chaffee,Gus Grissom
"On September 23, 1999, the Mars Climate Orbiter, whose mission was to study the Martian weather, climate, and water, crashed on the Martian surface, instead of starting to orbit around the planet. What was the reason for this accident?", Confusion in the system of units in the navigation of the spacecraft,The atmospheric stresses and friction were greater than expected.,A mechanical fault in the protective shield,Confusion in the system of units in the navigation of the spacecraft,Mars gravitation forces were greater than expected.
"This year was fatal for Russian space exploration, because after a normal re-entry of the capsule of the Soyuz 11 mission, the ground team opened the capsule to find the crew dead.", 1971,1984,1971,1982,1989
Which of these statements about the state of the human body during space flights has been proven?, Astronauts tend to have a reduced amount of testosterone in space.,Astronauts tend to have memory problems during longer flights.,Astronauts tend to have elevated testosterone levels in space.,Astronauts tend to have a reduced amount of testosterone in space.,Astronauts tend to have a decreased capacity for exercise and brain activity when in outer space.
"On February 1, 2003, during the Space Shuttle Columbia disaster, the entire seven-member crew died. However, something on the shuttle survived the crash. What was it?", Some worms,Some rod-shaped bacteria,A mouse,An android,Some worms
Name the first state to secede from the Union., South Carolina,Georgia,Virginia,Tennessee,South Carolina
Who was the first person in space?, Yuri Gagarin,Alexey Ivanovich,Alan Shepard,John Glen,Yuri Gagarin
Who is the first president of the U. S. in the 21st century?, Bill Clinton,Bill Clinton,Al Gore,Barrack Obama,George W. Bush
The battle that is generally considered the turning point of the Pacific War was fought on and near this island., Midway,Palau,Midway,Iwo Jima,Kiska
The Doolittle raid was the first time the US bombed Japan in the Pacific War. The bombers were launched from an aircraft carrier but the Japanese did not know where the bombers came from. What place did President Roosevelt facetiously name as the place where the bombers had come from?, Shangri-La,an underground air base in China,Utopia,Shangri-La,The North Pole
Where did the Japanese and Americans fight for about six months in 1942 before the Japanese were finally defeated and their advance in the Solomon Islands stopped?, Guadalcanal,Kiska,Guadalcanal,New Britain,Tarawa
"In what sea were the combined naval forces of the US, Britain, Netherlands and Australia decisively defeated by the Japanese Navy as they advanced in Southeast Asia in 1942?", Java Sea,Java Sea,Arafura Sea,South China Sea,Timor Sea
"The kamikaze, Japanese suicide planes that crashed into Allied ships, first made a systematic appearance in 1944 during the fighting near this location.", the Philippines,Makin Atol,Tarawa,the Philippines,Palau
"This island, captured by US forces in 1944, was close enough for B29 bombers to fly round trip to Japan. A major air base was built there from which many B29 bombing attacks were launched and the planes carrying the atomic bombs took off.", Tinian,Mindanao,Palau,Tinian,Guam
What was the only major city in the Pacific theater of operations in which there was major urban warfare between US and Japanese forces?, Manila,Beijing,Port Moresby,Manila,Taipei
"This Japanese city had a large section burned out in a fire storm started by a large B29 air raid in March 1945. Although statistics are inadequate to judge conclusively, the raid may have killed as many people in one night as were killed by the atomic bomb at Hiroshima.", Tokyo,Sapporo,Tokyo,Osaka,Kyoto
The British and their allies were shocked in 1942 when the Japanese captured a British colonial city that was supposed to be so well fortified as to be immune to attack. What was that city?, Singapore,Mandalay,Hong Kong,Singapore,Darwin
The last major battle of World War Two was also the one that caused the most casualties to the US and their allies (mostly British) in the Pacific War. Where was this battle fought?, Okinawa,Philippines,Guam,Okinawa,Iwo Jima
"During World War Two, General MacArthurs US forces, with help from Australian forces, methodically and skillfully drove the Japanese from the second largest island in the world. What is that island?", New Guinea,New Guinea,Luzon,Sumatra,Australia
"In 1944 the US Navy air arm effectively destroyed the Japanese naval air power by sinking three Japanese aircraft carriers and shooting down about 600 Japanese planes in a battle the Americans nicknamed the turkey shoot. In what sea, which gives the battle its name, did this happen?", Philippine Sea,Sea of Japan,Philippine Sea,East China Sea,Celebes Sea
"In what body of water was a naval battle fought in 1942 in which, for the first time in history, the ships of both sides never saw each other?", Coral Sea,Leyte Gulf,Sulu Sea,Gulf of Papua,Coral Sea
How long did Hitlers Third Reich last?, 12 years,14 years,12 years,6 years,4 years
"What was the code name for the invasion of Japan during WWII, which was never undertaken due to the end of the war?", Downfall,Cupcake,Downwind,Triton,Downfall
Which of these countries was not neutral during WWII?, Greece,Portugal,Greece,Spain,Switzerland
Who was Geli Raubel?, One of Hitlers nieces,One of Hitlers nieces,One of Hitlers secretaries,One of Hitlers secret agents,One of Hitlers sisters
"What was the name of the airplane that dropped the a-bomb over Nagasaki  on August 9, 1945?", Bocks Car,Little Boy,Angela Heart,Bocks Car,Enola Gay
"What was the language of the Inca Empire, used by the Catholic Church to preach to Indians in the Andes area?", Quechua,Sepik-Ramu,Mairasi,Quechua,Amto-Musan
"This American explorer, a former member of the US Senate, rediscovered the Inca settlement of Machu Picchu.", Hiram Bingham,Hiram Bingham,Richard Basset,Dean Barkley,Judah Benjamin
"This Spanish conquistador, the founder of the City of Lima, conquered the Inca Empire.", Francisco Pizarro,Gonzalo Pizarro,Hernan Cortes,Francisco Pizarro,Alonso de Ojeda
"This kingdom, the largest in the Late Intermediate period of the cultural history of Peru, was eventually conquered by the Inca Empire in 1493.", Chimor,Chimor,Chan Chan,Wanka,Moche
"The Battle of Cajamarca, in which the last Inca emperor was captured, took place in which year?", 1532,1530,1532,1555,1560
Who was the god of mountains in the Inca mythology?, Apo (Apu),Kon (Kan),Chasca,Apo (Apu),Paricia
What did the Inca officials wear in order to indicate their status?, tunic,sword,hat,tunic,belt
How many provincial regions did the Inca Empire have?, 4,2,5,3,4
"This title, which in English means the only one,  was used by the ruler of the Inca Empire.", Sapa Inca,Manco Inca,Sapa Inca,Tupac Inca,Titu Inca
What was the scene of the last major battle of the Peloponnesian War?, Aegospotami,Actium,Epirus,Aegospotami,Salamis
"In early 6th century BC, the city states of Akragas, Gela, and Syracuse sent ships to the city of Himera in west Sicily, where they defeated an invading force coming from where?", Carthage,Egypt,Crete,Carthage,Rome
Which of the following city states was not on the territory of present-day Greece?, Troy,Sparta,Troy,Athens,Argos
"To what dynasty did Cleopatra, the last Pharaoh of Ancient Egypt, belong?", Ptolemaic,Julio-Claudian,Vespasian,Flavian,Ptolemaic
How did Cleopatra present herself to Julius Caesar when he seized the Egyptian capital in 48 BC ?, rolled into a Persian carpet,rolled into a Persian carpet,riding a camel,dressed as the goddess Aphrodite,with a snake around her neck
During Cleopatras reign it was believed that she was the re-incarnation and embodiment of this goddess of wisdom., Isis,Athena,Artemis,Anuket,Isis
"Cleopatras son by Julius Caesar, who reigned, as a child, jointly with his mother, was nicknamed Caesarion. What does Caesarion mean?", Little Caesar,Future Caesar,Little Caesar,Second Caesar,Son of Caesar
"What future emperor of the Roman Empire had Cleopatra and Julius Caesars son, Caesarion, executed?", Octavian,Mark Antony,Octavian,Marcus Aurelius,Theodosius I
"Cleopatra formed an alliance with Mark Anthony, one of the triumvirs who ruled Rome following Caesars death. How many children did Mark Anthony and Cleopatra have?", 3,2,none,3,1
"Who wrote the tragedy Antony and Cleopatra, which centers on Cleopatra and Mark Antonys relationship from the time of the Parthian War until Cleopatras suicide?", William Shakespeare,William Shakespeare,Christopher Marlowe,Ben Jonson,George Bernard Shaw
"Who defeated Mark Antony and Cleopatra at the Battle of Actium, the last engagement in the Final War of the Roman Republic?", Octavian,Ptolemy XIII,Julius Caesar,Titus Andronicus,Octavian
"After Cleopatra and Anthonys death, who became guardian of their children?"," Octavia Minor, Anthonys fourth wife","Octavia Minor, Anthonys fourth wife",Octavian,"Cleopatras oldest son, Caesarion",The children were executed.
How did Cleopatra commit suicide according to ancient sources?, by inducing an asp to bite her,by stabbing herself with a sword,by stabbing herself with a poisoned arrow,by inducing an asp to bite her,by swallowing poison
The word Calendar comes form Latin kalendae. What does this word mean?, First days of each month,The day of spring equinox,The day of summer solstice,Last day of the year,First days of each month
The internationally accepted civil calendar is called Gregorian. After who was it named?, Pope Gregory XIII,Pope Gregory XIII,Historian Gregory of Tours,Scientist Gregor Mendel,Pope Gregory the Great
How many months in the Gregorian calendar have 31 days?, 7,5,7,6,4
The Gregorian Calendar was introduced in 1582. Which one of these countries was among the first to adopt it?, Poland-Lithuania,Russia,England,France,Poland-Lithuania
Why is the 9th month of the Gregorian calendar called September?, September was the 7th month in Roman calendar,After Septimus Severus - a Roman Emperor,September was the 7th month in Roman calendar,After Septimus Weasley,Septimus in Latin means ninth
The Gregorian calendar replaced the Julian over 400 year ago. Which religion is still using the Julian calendar?, Orthodox Christianity,Islam,Hinduism,Orthodox Christianity,Judaism
From what is the English word Friday derived?, Old English day of Frige,"Free, as Friday used to be the day of rest",Anglo-Saxon the fifth day,"Friesland, a region in the Netherlands",Old English day of Frige
What is the etymology of the month August?, It was named to honor Roman Emperor Octavian August,Augustus means 6th in Latin and the month was 6th in the Roman calendar,Augustus means horrific in Latin. August was the month when Rome burnt,It was named to honor Roman Emperor Octavian August,Auguste was a ship that sank in August 1761
Which statement about year 2009 is not true?, It is a leap year,It is year 1430 in Islamic calendar,It is the year of the ox in Chinese calendar,Hebrew year 5770 starts on 18 September 2009,It is a leap year
A week denotes 7 days. Where/when weeks were 10 days long?, During French Revolution,For ancient Balts,During French Revolution,During the October Revolution in Russia,In Mayan Empire
When did the Battle of Trenton take place?," December 26, 1776","December 24, 1776","December 25, 1776","December 24, 1775","December 26, 1776"
"The crossing of the Delaware, that preceded the Battle of Trenton, was aided by a regiment of boatmen from this Massachusetts town.", Marblehead,Wooster,Boston,Marblehead,Salem
How many men did Washington have in his attack force during the Battle of Trenton?, 2400,3500,7000,2400,1256
Holland means what in the ancient Dutch language?, Land of  wood,Land of  wood,Land of  palm trees,Land of  volcanoes,Land of  deserts
What Batavian led the ill-fated uprising against the Romans AD 69-70?, Claudius Civilis,Atilla,Claudius Civilis,Dipo Negoro,Spartacus
In what year was the Dutch Labour Party (S.D.A.P.) founded?, 1894,1850,1928,1894,1872
What period of time during the Eighty Years War (1568- 1648) is referred to as the Twelve Years Truce?, 1609 to 1621,1635 to 1647,1598 to 1610,1569 to 1581,1609 to 1621
"In the Netherlands, who headed the famous postwar Cabinet of 1948 - 1958?", William Drees,Barend Biesheuvel,Victor Marynen,William Drees,Pieter Gerbrandy
Who became the first female Cabinet minister of Holland in 1956?, Margarita Klompe,Kenau Hasselaar,Wilhelmina Drucker,Margarita Klompe,Aletta Jacobs
Which king of England is not the title character of a Shakespearean play?, Henry VII,Richard III,Henry VIII,Henry VII,Richard II
