Questions,Correct,A,B,C,D
"The movie A Clockwork Orange was set  in Scotland in the year 2005, as imagined in 1965.",B,True,False,,Q Where was daredevil performer Steve-O from Jackass: The Movie born?
What bands music videos has Jackass director Jeff Tremaine also directed?,C,Disturbed,Sister Sledge,Turbonegro,CKY
"In Jackass: The Movie, when Johnny Knoxville is dressed as the old man and he is shoplifting he says that he was once the lover of which one of these people?",A,Lon Cheney,Cary Grant,Greta Garbo,Anne Francis
"Is Bruce Vito the uncle of professional skateboarder Bam Margera, who is famous as a member of the Jackass crew?",A,No,Yes,,Q Jackass star Dave England has only one of which of the following body parts?
Finish these lyrics from the song Karazy performed by Jackass star Chris Pontius:,,"ou think you know Karate, well I know Karazy, Im always Rockin and Rollin except when __________.",Im feelin lazy,Im feelin Phrasy,Im feelin lazy
"What does Brandon DiCamillo, the stuntman from Jackass: The Movie, specialize in?",B,Running naked,Doing impressions,Getting hurt,Jumping in elephant poo
Im gonna make him an offer he cant refuse is a quote from the 1972 movie The Godfather. What actor delivered the line?,B,Robert De Niro,Marlon Brando,Robert Duvall,Al Pacino
Which character from the Star Wars saga first used the words May the Force be with you?,C,Princess Leia Organa,Darth Vader,Obi-Wan Kenobi,Luke Skywalker
"What legendary Hollywood actress uttered the following lines in the 1981 movie On Golden Pond: Listen to me, mister. Youre my knight in shining armor. Dont you forget it. Youre going to get back on that horse, and Im going to be right behind you, holding on tight, and away were gonna go, go, go!?",C,Greta Garbo,Marlene Dietrich,Katharine Hepburn,Audrey Hepburn
From what famous movie is the quote Im the king of the world!?,A,Titanic,Rocky,Raging Bull,Jerry Maguire
From what movie directed by Stanley Kubrick is the quote Heres Johnny!?,D,2001: A Space Odyssey,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Lolita,The Shining
What popular movie villain uttered the words A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti?,B,Nurse Ratched,Hannibal Lecter,Cruella de Vil,Dracula
In what movie did Robert De Niro deliver the famous line You talkin to me??,A,Taxi Driver,"The Godfather, Part II",The Deer Hunter,Raging Bull
Which of the characters from the 1939 movie The Wizard of Oz says the phrase Theres no place like home?,C,The Cowardly Lion,The Scarecrow,Dorothy,The Tin Man
What actor said the popular line Mama always said life was like a box of chocolates. You never know what youre gonna get in an Oscar-winning 1994 movie?,D,Sean Penn,Leonardo DiCaprio,Dustin Hoffman,Tom Hanks
"From which of the Terminator movies is the popular catchphrase Hasta la vista, baby?",B,Terminator 3: Rise of the Machines,Terminator 2: Judgment Day,The Terminator,All of these
"This film, directed by Alfred Jackson, was released by Disney on December 21, 1937 and featured Billy Gilbert as Sneezy.",A,Snow White and the Seven Dwarfs,Song of the South,Rose Red and Rose White,Gullivers Travels
"The flip book was an early attempt at animation. It was a book of stills that, when flipped, showed motion. When was this book first patented?",A,1868,1834,1899,1789
The use of puppets for animation was first developed in this country.,C,Spain,Italy,Russia,Belgium
"In this type of animation, a real, physical object is photographed. It is then moved very slightly and photographed again. Playing the series of frames as a continuous sequence, creates the illusion of motion.",B,phyicratic  animation.,stop motion animation,CGI generation I animation,frazinothrope animation
This word is used  to signify a style of animation developed and advanced by Japanese animators.,D,nimthal,phoeme,mangal,anime
Did Colonel Billy Mitchell appear in a Walt Disney full length animated film?,B,No,Yes,,Q In 1954 a British group released a full length animated version of this George Orwell novel.
"What educational, non-fiction full length animated film was released in 1957?",D,Inside the Atom,Young Abe,George Washington and the Revolution,Hemo the Magnificent
The first African-American man to get an Academy Award was an actor in a Disney animated movie.,A,True,False,,Q 1973 saw the release of this full length animated film which featured the great actress Agnes Moorehead.
What Robert Zemeckis movie was released in 1988?,D,Who Killed Roger Rabbit,Toon Patrol,Return to Oz,Who Framed Roger Rabbit
"Steven Spielbergs wife, Kate Capshaw, provided the singing voice of Jessica, the female lead in the movie about Roger Rabbit.",B,True,False,,Q Mae Questel was one of the voice actors in the movie about Roger Rabbit. What is untrue about her?
Which of these actors did not appear in Woody Allens 1977 comedy movie Annie Hall?,C,Diane Keaton,Woody Allen,Jack Nicholson,Sigourney Weaver
What Academy Award-winning actor starred in the 1967 comedy movie The Graduate?,D,Robert De Niro,All of these,Jack Nicholson,Dustin Hoffman
What is the name of the fish from the title of the 1988 comedy movie starring John Cleese?,A,Wanda,Wilma,Susan,Betty
What kind of animal is Baby from the 1938 comedy movie Bringing Up Baby?,A,Leopard,Elephant,Polar bear,Deer
What is the name of Eddie Murphys character in the 1984 comedy movie Beverly Hills Cop?,C,Douglas Todd,Victor Maitland,Axel Foley,Mikey Tandino
What is the difference between Felix and Oscar from the 1968 movie The Odd Couple?,D,"Oscar loves animals, and Felix loves hunting.","Felix is a playboy, and Oscar is very shy.","Oscar is wealthy, and Felix is dirt-poor.","Felix is a neatfreak, and Oscar is a pig."
What actress portrays Sally in the 1989 romantic comedy movie When Harry Met Sally...?,A,Meg Ryan,Melanie Griffith,Jodie Foster,Julia Roberts
What does Professor Julius Kelp transform into in the 1963 comedy movie The Nutty Professor?,C,A voluptuous woman,A dog,A smooth womanizer,A hamster
In which city is the apartment from the 1960 comedy movie The Apartment located?,C,Rome,London,New York City,Paris
What historical figure does Charlie Chaplin satirize in his 1940 comedy movie The Great Dictator?,D,Benito Mussolini,Adolf Hitler,Napoleon Bonaparte,All of these
"In the movie Friday the 13th, when Annie is trying to get to Camp Crystal Lake she stops at a small cafe to ask for direction. How far do they tell her the lake is from there?",B,15 miles,20 miles,25 miles,10 miles
"When Enos drops Annie off at the crossroads in the film Friday the 13th, how far does she walk to get to Camp Crystal Lake?",C,5 miles,10 miles,none of these,15 miles
"In the movie Friday the 13th, when Alice discovers a snake in the cabin and yells for Bill, what does Bill stop doing to come help her?",D,swimming,chopping wood,painting,chopping weeds
"In the movie Friday the 13th, just before Steve heads back to the camp he is at a little cafe. What is the name of the waitress that is working there?",D,Joan,Mary,Catherine,Sandy
"Just before Bill gets killed in Friday the 13th, he is walking along the lake and whistling. What is the number on the jersey he is wearing?",D,81,86,94,88
"In Friday the 13th, we see Alice, Bill and Brenda playing a game of Strip Monopoly. Who won the game?",D,Brenda,Bill,Alice,Nobody won.
"In the movie Friday the 13th, when Alice and Bill went to check the generator, it was raining. What color were their raincoats?",C,green and yellow,blue and yellow,red and yellow,red and green
"According to the movie Friday the 13th, what year was Camp Crystal Lake established?",D,1957,1979,1942,1935
Ok Im ending it with an easier question. What was unique about the day she killed everyone in 1979?,C,friday the 13th,the day Jason drowned,Jasons birthday,her birthday
The winner  of the 27th Razzie for Worse Director for his film Lady in the Water used to be a darling of the film critics. What director should be saying I see dead box office.?,A,M. Night Shyamalan,David Lynch,Tim Burton,Ron Howard
What part of his own body does Hannibal Lecter cut off in the 2001 thriller movie Hannibal?,B,Ear,Hand,Finger,Toe
What characteristic sound does Darth Vader from the Star Wars movie series produce?,C,Buzzing,Screeching,Heavy breathing,Hissing
Who is the Terminator programmed to kill in the 1984 movie The Terminator?,B,John Connor,Sarah Connor,Kyle Reese,The entire human race
"Alphonse Gabriel Capone, a.k.a. Al Capone, was a real American criminal who inspired many movie and book characters. How did the real Al Capone die?",A,Cardiac arrest,From stroke,He was shot.,He was sentenced to death.
What actor portrayed Count Dracula in the 1992 horror movie Dracula?,B,Richard E. Grant,Gary Oldman,Keanu Reeves,Anthony Hopkins
What actor was interested in the role of The Joker in the 2008 movie The Dark Knight before it was given to Heath Ledger?,B,Steve Carell,All of these,Adrien Brody,Robin Williams
Norman Bates is a popular book and film villain. Whose personality does he assume as a result from a dissociative identity disorder?,D,His dead wifes,Marilyn Monroes,Sigmund Freuds,His mothers
"What type of people did Jack the Ripper, who inspired many film characters, kill in 1888?",D,Adulterers,Drunkards,All of these,Prostitutes
What is the sin that murderer John Doe saves for last in the 1995 movie Seven?,B,Gluttony,Wrath,Envy,Sloth
What does the popular movie and book murderer Sweeney Todd do with the bodies of his victims?,B,He burns them.,He makes them into meat pies.,He chops them into small pieces and buries them in different places.,He feeds his dogs to them.
"Dreamgirls earned eight nominations in 2007, but not one for Best Picture. When was the last film before Dreamgirls with so many nominations that failed to also capture that top nomination?",D,1984,1956,1927,1973
"Only 83 members of the Hollywood Foreign Press Association are eligible to vote for the Golden Globe Awards. With the 13 new members of 2007, the number of members of the Academy of Motion Picture Arts and Sciences eligible to vote for the Oscars became what?",A,5830,2007,1984,2001
What was the first movie in color to win the Best Picture Academy Award?,B,The Wizard of Oz,Gone with the Wind,The Color Purple,Singin in the Rain
"Prior to the awards in 2007, when was the last movie in which co-stars won the Oscars for Best Actor and Best Actress?",B,Titanic,As Good As It Gets,The Silence of the Lambs,PeeWee Hermans Great Adventure
Who is the first actor/actress to win an Oscar for playing a member of the opposite sex?,C,Felicity Huffman,Dustin Hoffman,Linda Hunt,Nathan Lane
The nickname Oscar was bestowed on the golden statuette in honor of what person?,B,Betty Daviss husband,No one knows for sure,Oscar Mayer,Oscar Homolka
Which of these is the first family in movie history that includes three different Oscar winners?,C,Barrymores,Baldwins,Garland/Minnellis,Fondas
Which of these is a 1993 black and white movie that won the Best Picture Award?,B,Citizen Kane,Schindlers List,Black and White in Color,The Manchurian Candidate
Who was Marlon Brandos appointed spokesperson at the 1973 Academy Awards who went on stage to refuse his Best Actor Oscar citing Hollywoods misrepresentation of Native Americans?,B,Princess Summer-Fall-Winter-Spring,Sacheen Littlefeather,Sacajewea,John Wayne
"How many of the Top 10 American films of all time (as chosen by the American Film Institute), did NOT win an Oscar for Best Picture?",D,None. They all won the Best Picture Award.,All 10,Five,Four
The movie The Blair Witch Project is based on a real legend.,A,True,False,,Q In what year was The Blair Witch Project released?
"The budget for the film The Blair Witch Project was only $50,000.",A,False,True,,Q There was a sequel to the movie The Blair Witch Project.
What state was the setting of the film The Blair Witch Project?,B,Vermont,Maryland,New Jersey,Massachusetts
The Discovery Channel did a real documentary based on the events surrounding The Blair Witch Project prior to the movies release.,A,False,True,,Q How long did it take to film The Blair Witch Project?
"Before the release of the The Blair Witch Project, the actors in the film were listed as missing and presumed dead on the popular movie website IMDb (Internet Movie Database).",B,False,True,,Q What year did the events in the fictional film The Blair Witch Project take place?
This actress stars as the  young  pregnant Juno MacGuff in the movie Juno.,B,Allison Janney,Ellen Page,Danielle Clarke,Olivia Thirlby
"This actor, who stars as the teenage father in Juno, was also in at least 53 episodes of Arrested  Development as George-Michael Bluth.",C,Daniel Clark,J.K. Simmons,Michael Cera,Daniel Wilson
"This actress plays Vanessa Loring, the woman who wants to adopt Junos child in the movie Juno. She acted in Felicity with first husband Scott Foley but has a child with second husband, Ben Affleck.",B,Dana Clark,Jennifer Garner,Kerri Russell,Jennifer Anniston
This actor plays Mac MacGuff in Juno. He is Spidermans boss in the Spiderman movies and a shrink on Law and Order.,D,Rainn Wilson,Daniel Clark,Michael Cera,J.K. Simmons
This tall beauty plays Bren MacGuff in Juno but she may be more famous as C.J. Cregg on The West Wing.,A,Allison Janney,Olivia Thirlby,Ellen Page,Jennifer Garner
"This actor, famous as Dwight Shrute on The Office, plays Rollo in Juno.",A,Rainn Wilson,J.K. Simmons,Jason Bateman,Michael Scott
"Steven Christopher Parker, who plays a student in Juno, is probably more famous to TV viewers as Harold Zelinsky in this show.",A,ER,The Guiding Light,Monk,Third Rock from the Sun
"This actress, who plays Leah on Juno, is more famous for her roles in Kidnapped and United 93.",A,Olivia Thirlby,Dana Clarke,Dana Clark,Dina Twoomy
He plays Steve Randazzo in Juno and Sean in Degrassi: The Next Generation.,D,Jonathan Simmons,Francis Useless,Michael Cera,Daniel Clark
What is Mel Brooks birth name?,C,Melvin Brockman,Melcohm Krakouschy,Melvin Kaminsky,Melcohm Brooks
How long was Mel Brooks married to his second wife?,B,1964 - 2000,1964 - 2005,1964-1965,1964 - 2009
How many children does Mel Brooks have from his two marriages?,B,0,4,6,2
How many films did Mel Brooks write and direct from 1968 to 1995?,B,7,11,15,19
Which of the following films was not directed by Mel Brooks?,D,Robin Hood: Men in Tights,High Anxiety,Silent Movie,The Jerk
Which Mel Brooks film is not on the American Film Institutes list of 100 funniest American films?,D,The Producers,Young Frankenstein,Blazing Saddles,High Anxiety
Which of these actors has not appeared in three or more Mel Brooks films?,D,Gene Wilder,Madeline Kahn,Dom Deluise,Cleavon Little
"The script for Spaceballs, a Mel Brooks parody of the Star Wars and Star Trek franchises, was approved by George Lucas.",B,False,True,,Q For which of these films did Mel Brooks win an Academy Award?
"How many Mel Brooks films, released in the period 1968-1995, were recast into Broadway musicals?",B,1,2,4,3
Mel Brooks has received which of the following major entertainment awards?,B,Grammy,All of these,Emmy,Tony
What is the name of the actor who plays Kirbys boss at St. Elmos bar in the movie St. Elmos Fire?,D,Brian Doyle-Murray,Brian Dennehy,Charles Durning,Blake Clark
What was the full name of Demi Moores character in the film St. Elmos Fire?,D,Jules Johnson,Jules Johannsen,Jules Jackson,Jules Jacoby
"What type of cigarettes does Kevin give Billy in St. Elmos Fire, when he boards the bus to leave D.C?",C,Marlboro,Camel,Newport,Salem
"In the film St. Elmos Fire, Wendy tells Billy that she made what type of sandwich on her first night living alone?",B,Ham and cheese,Peanut butter and jelly,Turkey,Tuna
The actor who played Jules neighbor Ron in St. Elmos Fire also played David Silvers dad on Beverly Hills 90210.,B,False,True,,"Q In the movie St. Elmos Fire, Martin Balsam played the father of the character Leslie Hunter."
"Alec Newbary was a democrat in the beginning of the film St. Elmos Fire, but later went to work for a Republican senator.",A,True,False,,"Q Where was Billy from the movie St. Elmos Fire working, when Jules locked herself in her apartment?"
What was the name of Kevins first byline in the film St. Elmos Fire?,D,After College,Fluff nFold,Afraid of Russia,The Meaning of Life
"In the film St. Elmos Fire, for her marriage with Howie, Wendy received from her dad a car made by what company?",C,Ford,Chevrolet,Chrysler,Toyota
Who directed the 1985 movie St. Elmos Fire?,C,John Hughes,Joe Johnston,Joel Schumacher,Joel Zwick
"Who sang the theme song to St. Elmos Fire, subtitled Man in Motion?",A,John Parr,Huey Lewis,Daryl Hall,Steve Perry
"In the film St. Elmos Fire, what is the major colour of Jules apartment?",C,Orange,Yellow,Pink,Red
"In the movie St. Elmos Fire, during the night Billy fights Felicias husband, his shirt is covered with images of what creature?",C,dinosaurs,turtles,bats,lizards
"Which actress plays the prostitute in St. Elmos Fire, who propositions Kevin outside of the apartment he shares with Kirby?",C,Janet DuBois,Marla Gibbs,Anna Maria Horsford,Alaina Reed Hall
"Wendy Beamish, a character from St. Elmos Fire, worked as a welfare counselor.",B,False,True,,Q What was the name of the Korean gangster that both Kirby and Billy worked for in St. Elmos Fire?
"In the movie St. Elmos Fire, when Leslie is packing up at her and Alecs old place, Alec tells her that music by what artist is not leaving?",D,Moliere,Carly Simon,The Police,Bruce Springsteen
Why does Michael Dorsey from the 1982 comedy movie Tootsie dress as a woman?,C,All of these,He believes he looks better as a woman.,To get a part in a film.,He dreams of being a woman.
Which of the Marx Brothers appeared in the 1933 comedy movie Duck Soup?,A,All of these,Groucho,Chico,Zeppo
What type of phobia does pilot Ted Striker have in the 1980 comedy movie Airplane!?,D,Fear of heights,Fear of steering wheels,Fear of women,Fear of flying
What is Marys occupation in the 1998 comedy movie Theres Something About Mary?,C,Pediatrician,Veterinarian,Orthopedic surgeon,Neurosurgeon
Where does Charlie Chaplins character the Little Tramp work in the 1936 movie Modern Times?,C,In a hotel,In a television studio,In a factory,On a construction site
What Academy Award-winning actor stars in the 1988 comedy movie Big?,B,Robin Williams,Tom Hanks,Dustin Hoffman,Sean Penn
"What famous singer and actress starred in the 1972 comedy movie Whats Up, Doc??",B,Cher,Barbra Streisand,Gloria Estefan,Liza Minnelli
Who is the director of the 1964 comedy movie Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb?,C,Steven Spielberg,Alfred Hitchcock,Stanley Kubrick,Martin Scorsese
What is the period that the 1975 comedy movie Shampoo spans?,B,A month,24 hours,A week,1 hour
What is the name of the green ghost captured first by the Ghostbusters in the 1984 comedy movie Ghostbusters?,C,Oozy,Gozer,Slimer,Zuul
What kind of demonic power is little Regan possessed by in the 1973 movie The Exorcist?,A,Satan,Her dead fathers ghost,Judas Iscariots spirit,A legion of demons
What type of birds are the villains in Alfred Hitchcocks 1963 movie The Birds?,B,Sparrows and robins,Seagulls and crows,Parrots and canaries,Falcons and hawks
What kind of nightmare does Ed have at the end of the 1972 movie Deliverance?,C,He kills himself.,His baby daughter tries to kill him.,A dead mans hand appears from the lake.,A deer is chasing him through the woods.
There is a rumor of a curse surrounding the 1982 movie Poltergeist and its sequels. What happened after the movie was filmed?,A,All of these,A child actress died at the age of 12.,One of the actors was brutally murdered.,An actress was killed at the age of 22.
During what war is Steven Spielbergs 1998 movie Saving Private Ryan set?,A,Second World War,First World War,Vietnam War,Korean War
What directed the 1977 movie Close Encounters of the Third Kind?,A,Steven Spielberg,Ridley Scott,Alfred Hitchcock,Robert Zemeckis
What is the name of Bruce Willis character in the 1988 movie Die Hard?,C,Harry Ellis,Richard Thornburg,John McClane,Al Powell
Which of these actors did not appear in the 1993 movie The Fugitive?,D,Harrison Ford,Tommy Lee Jones,Julianne Moore,Jack Nicholson
What is the pet animal that Glenn Closes deranged character cooks in the 1987 movie Fatal Attraction?,A,Rabbit,Turtle,Cat,Parrot
What does killer Jame Gumb do with the skins taken from his victims in the 1991 movie The Silence of the Lambs?,A,He intends to make a suit out of them.,He keeps them as trophies on his walls.,He makes furniture from them.,He eats them.
Who played the lead character of the movie Benny and Joon?,B,Judd Nelson,Johnny Depp,Emilio Estevez,Charlie Sheen
What year did the movie Benny and Joon come out?,A,1993,1990,1996,1987
How are Benny and Joon related in the movie of the same name?,C,They are just friends.,They are cousins.,They are brother and sister.,They are boyfriend and girlfriend.
Which of the former Cheers characters is in the movie Benny and Joon as Bennys friend Thomas?,B,George Wendt,Dan Hedaya,Ted Danson,Woody Harrelson
Which of the James Bond movies starred Pierce Brosnan and was released in 1997?,C,GoldenEye,The World is Not Enough,Tomorrow Never Dies,Die Another Day
How many Academy Awards did the 1997 blockbuster Titanic win out of fourteen nominations?,A,Eleven,Fourteen,Nine,Seven
What is the occupation of Jim Carreys character in the 1997 movie Liar Liar?,A,Lawyer,Pet detective,Politician,Police officer
What actor won the Academy Award for Best Supporting Actor for his performance in the 1997 movie Good Will Hunting?,D,Casey Affleck,Ben Affleck,Matt Damon,Robin Williams
Which of these songs does Cameron Diaz perform in the 1997 romantic comedy My Best Friends Wedding?,A,I Just Dont Know What to Do with Myself,Tell Him,I Say A Little Prayer (For You),The Way You Look Tonight
What Academy Award did the 1997 comedy movie Men in Black receive?,C,Best Art Direction,All of these,Best Makeup,Best Original Score
"What statement is true about Jack Nicholsons character, Melvin Udall, in the 1997comedy movie As Good as It Gets?",C,He is an Anti-Semite,He is a racist,All of these,He is a homophobe
Which of these actresses did not appear in the 1997 horror movie I Know What You Did Last Summer?,D,Sarah Michelle Gellar,Jennifer Love Hewitt,Anne Heche,Brandy
Who is the director of the 1997 thriller movie The Lost World: Jurassic Park?,C,Tim Burton,Michael Crichton,Steven Spielberg,James Cameron
What actress portrayed Leeloo in the 1997 science fiction movie The Fifth Element?,C,Angelina Jolie,Christina Ricci,Milla Jovovich,Sigourney Weaver
What type of fish is Nemo from the 2003 animated film Finding Nemo?,A,Clownfish,Butterfly fish,Moonfish,regal tang
"What 1950 animated Walt Disney film, based on a fairy tale by Charles Perrault, featured the songs A Dream Is a Wish Your Heart Makes, So This Is Love, Sing Sweet Nightingale, The Work Song, and the Oscar-nominated Bibbidi-Bobbidi-Boo?",D,The Princess and the Pea,Snow White,Sleeping Beauty,Cinderella
What princess does the Magic Mirror present to Lord Farquaad as a perfect bride choice in the 2001 animated movie Shrek?,A,All of these,Cinderella,Snow White,Princess Fiona
What must the Beast do in order to become human again in the 1991 animated movie Beauty and the Beast?,D,Sacrifice his life for a loved one,Kill the woman he loves,All of these,Find a woman who will love him back
What Academy Award-winning actor voiced Sheriff Woody in the 1995 animated movie Toy Story?,B,Sean Penn,Tom Hanks,Robin Williams,Robert De Niro
Which of these was not included in the 1940 Walt Disney animated movie Fantasia?,C,Music,Well-known Disney characters,Dialogue,All of these
The 1994 animated movie The Lion King was inspired by this play by William Shakespeare.,B,All of these,Hamlet,Romeo and Juliet,Othello
Walt Disneys 1942 animated movie Bambi caused a phenomenon called the Bambi effect. What is it related to?,B,Orphaned children,Feeling sympathy for animals,Men who get overly emotional,Children who become independent at young age
Who turns Pinocchio into a real boy in the 1940 animated Disney movie Pinocchio?,D,Jiminy Cricket,Geppetto,Cleo,The Blue Fairy
What record did the 1937 animated movie Snow White and the Seven Dwarfs set?,C,It was the first full-length feature film be produced by Walt Disney.,It was the first full-length celluloid-animated feature film.,All of these,It was the first full-length feature film produced in full color.
This animated film was produced by Steven Spielbergs Amblin Entertainment. The films main character became a mascot for UNICEF.,C,Care Bears Movie,The Great Mouse Detective,An American Tail,The Adventures of the American Rabbit
This movie was directed by Martin Scorsese. It was nominated for several Academy Awards but received two thumbs down from Siskel and Ebert.,C,The Last Temptation of Christ,New York Stories,The Color of Money,Wallstreet
Which sci-fi comedy features a character who renames himself Johnny 5?,D,Escape to Witch Mountain,RoboCop,"Honey, I Shrunk the Kids",Short Circuit
In this cult film directed by John Carpenter both Clint Eastwood and Jack Nicholson were considered for the lead role.,A,Big Trouble in Little China,Raiders of the Lost Ark,Iron Eagle,The Fly
This drama is set in 1952 and is listed as the 4th best sports film of all time by the American Film Institute.,D,Field of Dreams,Rudy,Rocky,Hoosiers
"Awarded with Best Picture from the Independent Spirit Awards, this drama is based on the murder of 14-year-old Marcy Renee Conrad.",A,Rivers Edge,Drugstore Cowboy,Stand By Me,Blood Simple
This comedy-drama was written and directed by Woody Allen and was his biggest box office hit.,A,Hannah and Her Sisters,Annie Hall,Mona Lisa,Lets Get Harry
Which of these movies was the first box-office success for director Francis Ford Coppola since Apocalypse Now?,D,The Godfather Part III,The Mosquito Coast,The Outsiders,Peggy Sue Got Married
"In which fantasy-action film directed by Russell Mulcahy, the main character was born in the village of Glenfinnan on the shores of Loch Shiel?",C,Labyrinth,Dune,Highlander,The Hitcher
Which 1986 sci-fi film directed by David Cronenberg is a remake of a 1958 film?,C,Braindead,The Thing,The Fly,Scanners
What automobile manufacturer does Jack work for in the movie Fight Club?,A,A major one,GM,The one you just purchased a car from,Ford
Where does Jack hit Tyler in the first swing of their first fight in the film Fight Club?,D,The Stomach,The Nose,The Chin,The Ear
What is the seventh rule of Fight Club?,D,You dont talk about Fight Club.,"No shirts, no shoes.","When someone says stop or goes limp, the fight is over.",Fights go on as long as they have to.
"What Fight Club character utters the line, have you ever heard a death rattle?",D,Tyler,Jack,Chloe,Marla
What is the name of the gangster who intrudes upon the Fight Club meeting in the movie Fight Club?,A,Lou,Tony,Mikey,Frank
What does the store clerk in the movie Fight Club want to be?,D,A doctor,A lawyer,A store owner,A veterinarian
What does Tyler want to do at the beginning and the end of the movie Fight Club?,D,Kill Marla,Become the President of the United States,Kill Jack,Blow up the TRW and Credit Card company buildings
When was the western movie High Noon released?,D,1939,1959,1942,1952
Who starred as Marshall Will Kane in High Noon?,B,John Wayne,Gary Cooper,James Arness,Clark Gable
"Who played Amy Fowler Kane, Kanes new wife in the film High Noon?",A,Grace Kelly,Virginia Mayo,Carole Lombard,Susan Hayward
"In the movie High Noon, Amy Fowler Kane heard rumors about Wills possible dalliances with a local woman. Which actress played this woman?",B,Virginia Mayo,Katy Jurado,Eve Arden,Susan Hayward
Who played Deputy Marshall Harvey Pell in High Noon?,C,"Lon Chaney, Jr.",Otto Kruger,Lloyd Bridges,Harry Morgan
Who portrayed gang leader Frank Miller in High Noon?,A,Ian MacDonald,Ian MacAllister,Ian McDonald,Ian Holm
Which three actors played the members of Fred Millers gang in the western movie High Noon?,B,"Otto Kruger, Morgan Farley, Dale Robertson","Shep Wooley, Lee Van Cleef, Robert J. Wilke","Thomas Mitchell, Ian McHenry, Vincent Fleming","Harry Morgan, Lon Chaney, Jr., Lloyd Bridges"
Who wrote the music for the movie High Noon?,A,Dimitri Tiomkin,Walter Dormand,Alexander Bernstein,Dave Grusin
What is the name of the  town in which the movie High Noon is set?,B,"Hadleyville, Arizona Territory","Hadleyville, New Mexico territory","Hadleyville, Texas","Hadleyville, Oregon"
"In the western High Noon, after several minutes of shooting, Will Kane has killed two of Millers three henchmen. Who kills the last one?",D,Will,Miller,Judge Henderson,Amy
What is the name of the theme song from High Noon?,B,Day of Reckoning,Do Not Foresake Me Oh My Darling,High Noons AWaitin,Only One Returns
"In the next  to the last scene of the movie High Noon, Miller has caught Amy and demands that Will  come out into the open or he will kill her. How does the scene end?",A,"She scratches his eyes, escapes and Will kills him.",She marries Prince Ranier and lives happily ever after.,"She kicks him in the shins, escapes and Will kills him.",She stabs him and then Will kills him.
Which member of the High Noon crew was blacklisted because of the McCarthy hearings?,C,The musical director,The cinematographer,The director,The executive producer
Which of the following actors were not in the movie The Crow?,A,Christian Slater,John Polito,Bai Ling,Angel David
Eric Dravens war paint in The Crow is stylized to look like the mask he and Shelly used to play with together.,B,True,False,,Q Why were Eric and Shelly killed in The Crow?
"In the movie The Crow, how many knives did Tin-Tin throw at Eric before being foiled by his own blade?",D,None of these,Four,Two,Three
"How old was Top Dollar from the movie The Crow, when his father told him that childhoods over the moment you know youre gonna die?",C,Nine,Four,Five,Six
"In the film The Crow, what was in the snow-globe Top Dollar was looking at as he reminisced with Myca over their father?",C,"A large black cathedral, bearing gargoyles and spires","A miniature version of the city, dark with nightfall","A small cemetery, full of headstones and dead trees","A single stone cross, cracked and overgrown with moss"
"In the movie The Crow,Top Dollar and Myca smoked human tongues to get high, because All the power in the world resides in the tongue, my friend. Sometimes, theyre more useful than the person who bears them.",A,False,True,,Q What was the importance of the actual crow in the movie The Crow?
"In the film The Crow, Erics call sign is a stylized bird, presumably a crow. How did Eric make his call-sign after killing Tin-Tin?",A,"In blood, on the wall",Carving it into his chest,"In blood, on the ground","In fire, on the ground"
Why did Top Dollar have a tenant relocation program in the movie The Crow?,A,"The program was meant to drive down real estate prices, so Top Dollar could buy everything in the neighborhood, fix it back up, stop all the crime, and resell the real estate.","Because he had to allow his henchmen to do some random crime, because the fun of being bad is what kept them loyal to him.",The program was meant to keep the neighborhood in fear.,The program aimed at blackmailing large real estate owners.
"Originally, Top Dollar was not lead man in the crime ring going on in the dark city in the film The Crow. After some budget cuts, time constraints, and the tragic loss of Brandon Lee, the screenplay was rewritten to feature Top Dollar as top dog. Who was the original boss?",B,Grange,Lau,T-Bird,Tandem
"In the film The Crow, what was the name of the detective officer, with whom  Albrecht had repeated conflicts?",A,Torres,Thompson,Tandem,Terrance
Why was Officer Albrecht from The Crow demoted from Detective to Beat Cop?,C,He was caught ogling children at a school crosswalk.,"He was a loose cannon, and just broke the rules too many times.",He stuck his nose in too deep to the case when Eric and Shelly were murdered.,He beat up another detective after catching him in bed with his wife.
"Why did Marlon Brando decline his second Academy Award for Best Actor, which he won for the 1972 movie The Godfather?",D,He said he didnt deserve it.,All of these,He believed the distribution of the awards was fixed.,He was against the way Native Americans were portrayed by the media.
The portrayal of what Shakespearean character brought Laurence Olivier an Academy Award for Best Actor in 1948?,A,Hamlet,Othello,Henry V,Romeo
What was the first movie for which Dustin Hoffman received an Academy Award for Best Actor?,D,Tootsie,The Graduate,Rain Man,Kramer vs. Kramer
The portrayal of which of these characters brought Tom Hanks an Academy Award for Best Actor?,B,James A. Lovell,Andrew Beckett,Chuck Noland,Captain John H. Miller
"Robert Downey, Jr. became the first actor to be nominated for an Academy Award for the portrayal of a previous Oscar nominee. What actor did he portray in a 1992 movie?",A,Charlie Chaplin,Dean Martin,Fred Astaire,Spencer Tracy
Which of these actors set a record for most Best Actor Oscar nominations without winning?,A,Peter OToole,Paul Newman,Fredric March,Spencer Tracy
