Questions,Correct,A,B,C,D
Which of these Runescape creatures drops a Dragon 2H Sword?,C,Mithral Dragon,King Black Dragon,Chaos Elemental,Calphite Queen
What is the name of the city in Runescape that you unlock after the Lost City Quest?,B,Falador,Zanaris,Catherbys,Camalot
Which of these is the postal service in Runescape?,D,NYER,LPOG,LAPD,RPDT
In the Runescape game you get a fishing skillcape in the Legends Guild.,B,True,False,,Q How many forms does the Calphite Queen have in the game Runescape?
Which of these pets can you own in Runescape?,B,Hamster,Kitten,Dog,Bird
You can own a pet rock in the Runescape game.,A,True,False,,"Q In the action/adventure game Killer7, the name of the assassin who can change between seven deadly personalities is Harman Smith."
Which persona from the Killer7 game is the one with the Scope on his/her Automatic?,D,Harman,Con,Dan,Kaede
"In Killer7, what is the character Con Smiths’ age?",B,17,14,It is not stated.,25
"Which voice-over actress, who has also done voices for Nickelodeon, is the voice of Kaede in Killer7?",B,Debby Derryberry,Tara Strong,Lacey Chabert,E.G Daily
What is the name of character Iwazarus ex-wife in the action/adventure game Killer7?,A,Mizaru,None of the above,Mizaro,Mizari
"In the game Killer7, what is the name of Harmans maid?",D,Susan,Suzie,Polly,Samantha
The only time you can use the save feature in Killer7 is when character Samantha is in what costume?,D,Tight black overall,Normal clothing,Evening gown,Maid uniform
What was Mask De Smith’s profession before coming apart of the killers’ team in Killer7?,D,Costume artist,Professional boxer,Bodyguard,Professional wrestler
"In the action/adventure Killer7, who is the only informant able to contact the Killer7 team?",B,Kun Lan,Christopher Mills,Heaven Smile,Travis
"Besides your Avatar, what other characters can you get at the beginning of the game Baldurs Gate II: Shadows of Amn?",A,"Imoen, Jahiera, Minsc","Aerie, Jahiera, Jan","Khalid, Jahiera, Minsc","Valygar, Jahiera, Minsc"
Where can you get the gauntlets of ogre power in the game Baldurs Gate II: Shadows of Amn?,D,The Shadow thieves cellar,The Temple ruins,The Planar prison,The Planar Sphere
What ranger can you save in the game Baldurs Gate II: Shadows of Amn by defeating the Shadow lord in the ruin temple?,A,Merella,Valygar,Minsc,Drizzt
"What organization takes Imoen from you, after you escape the first level in the game Baldurs Gate II: Shadows of Amn?",D,The Athkatla Guard,The Emerald warriors,The Shadow Thieves,The Cowled Wizards
Who kidnaps Nalia in the game Baldurs Gate II: Shadows of Amn?,A,Isaea Roenal,Jon Irenicus,Corieg Axehand,Stumpy Ironfoot
"In the 2007 RuneScape Easter special, what item or items do you earn by helping the Easter bunny?",B,An egg that you eat that brings you up one level,A chicken suit,A bunny suit,A ring that transforms you into an egg
What two special benefits do RuneScape members get?,C,rainbow boots and fighting boots,special money and no extra lands,special tree logs and special locations,you can kill demons and go to the barbarian village
"In the RuneScape game, it is illegal to use a macroer.",A,True,False,,"Q In the RuneScape game, the woodcutting skillcape lets you save a bird from a tree."
"On a non-member world in RuneScape, how many places can you travel to on the ship in Port Sarim?",C,3,6,1,4
What animal is Santa on the 2005 RuneScape Christmas special?,B,polar bear,wolf,reindeer,penguin
What is the name of the dog the main character is trying to save in the Dogs Life video game?,C,Butter,Jesse,Daisy,Katie
What changes on the dog every time you go to a different Poodle Parlour in the video game Dogs Life?,C,his attitude,the markings on his coat,his collar,his leash
At what location do you first have to run away from the dog catcher in the Dogs Life video game?,C,Boom City Park,Lake Minniwahwah Cafe,Village center,Farmhouse
"When you pick up scents in the game Dogs Life, which of the following is not part of a competition with another dog?",B,Marking territory,Barking competition,Digging holes,Doing tricks
What are the names of Miss Peaches henchmen in the Dogs Life game?,A,Wayne and Dwayne,Bob and Rob,Ryan and Bryan,John and Ron
"In the Dogs Life video game, what challenge do the purple scents start?",C,Obtain more territory than the other dog,Dig holes faster than the other dog,Collect them all before time runs out,Get all the food before the other dog does
"What improves your speed, stamina, and health in the game Dogs Life?",A,bones,washing,people,collars
Which of the following is NOT found at the grooming parlour in the video game Dogs Life?,C,scissors,shower head,shaver,a sponge
How many places can you go to by train in the Dogs Life game?,A,3,5,50,7
What is the name of the radio show in the game Dogs Life?,D,Lake Minniwahah Chat,Miss Peaches Radio Show,"Blues, Smooths, and Clues Live",The Loud Brothers Live
What button do you press to dig in Dogs Life (PS2)?,D,Cross,Square,Triangle,Circle
What color is Miss Peaches hair in the video game Dogs Life?,A,Orange,Brown,Blonde,Black
Where is the Lucky 7s Machine located in the game Dogs Life?,D,Lake Minniwahwah Slopes,Lake Minniwahwah Hotel,Lake Minniwahwah Mountain Top,Lake Minniwahwah Cafe
"In the Dogs Life video game, what is the name of the group of bandits at Boom City?",A,The Sleeping Bandits,The Danger Bandits,The Ruthless Bandits,The Masked Bandits
What color is the jacket the girl wants you to get from the ski slopes in the video game Dogs Life?,C,black,white,yellow,red
"In the Dogs Life video game, what does the girl NOT ask you to bring to make her snowman?",A,a scarf,a hat,twigs,coal
