Questions,Correct,A,B,C,D
"This Japanese city had a large section burned out in a fire storm started by a large B29 air raid in March 1945. Although statistics are inadequate to judge conclusively, the raid may have killed as many people in one night as were killed by the atomic bomb at Hiroshima.",B,Sapporo,Tokyo,Osaka,Kyoto
The British and their allies were shocked in 1942 when the Japanese captured a British colonial city that was supposed to be so well fortified as to be immune to attack. What was that city?,C,Mandalay,Hong Kong,Singapore,Darwin
The last major battle of World War Two was also the one that caused the most casualties to the US and their allies (mostly British) in the Pacific War. Where was this battle fought?,C,Philippines,Guam,Okinawa,Iwo Jima
"During World War Two, General MacArthurs US forces, with help from Australian forces, methodically and skillfully drove the Japanese from the second largest island in the world. What is that island?",A,New Guinea,Luzon,Sumatra,Australia
"In 1944 the US Navy air arm effectively destroyed the Japanese naval air power by sinking three Japanese aircraft carriers and shooting down about 600 Japanese planes in a battle the Americans nicknamed the turkey shoot. In what sea, which gives the battle its name, did this happen?",B,Sea of Japan,Philippine Sea,East China Sea,Celebes Sea
"In what body of water was a naval battle fought in 1942 in which, for the first time in history, the ships of both sides never saw each other?",D,Leyte Gulf,Sulu Sea,Gulf of Papua,Coral Sea
How long did Hitlers Third Reich last?,B,14 years,12 years,6 years,4 years
"During WWII Joseph Stalin was leader of the Soviet Union. His name, Stalin, means Man of Power.",A,False,True,,"Q Adolf Hitlers father, Alois, changed his last name to Hitler. What was his original last name?"
"What was the code name for the invasion of Japan during WWII, which was never undertaken due to the end of the war?",D,Cupcake,Downwind,Triton,Downfall
"The Soviet Union declared war on Japan on August 1, 1945.",A,True,False,,Q The title of Hitlers book Mein Kampf means My Story.
Which of these countries was not neutral during WWII?,B,Portugal,Greece,Spain,Switzerland
Who was Geli Raubel?,A,One of Hitlers nieces,One of Hitlers secretaries,One of Hitlers secret agents,One of Hitlers sisters
"What was the name of the airplane that dropped the a-bomb over Nagasaki  on August 9, 1945?",C,Little Boy,Angela Heart,Bocks Car,Enola Gay
"During WWII, the SS formed a unit called the Werewolves to resist allied occupation forces.",B,False,True,,Q Who led the Vichy regime in France during WWII?
"During the Nuremberg trails, 30% of the defendants claimed the Holocaust never occurred, the remainder claimed they were just following orders.",A,False,True,,"Q What is the name of the last Inca Emperor, who defeated his older half-brother in a civil war and took the throne?"
"What was the language of the Inca Empire, used by the Catholic Church to preach to Indians in the Andes area?",C,Sepik-Ramu,Mairasi,Quechua,Amto-Musan
"This American explorer, a former member of the US Senate, rediscovered the Inca settlement of Machu Picchu.",A,Hiram Bingham,Richard Basset,Dean Barkley,Judah Benjamin
"This Spanish conquistador, the founder of the City of Lima, conquered the Inca Empire.",C,Gonzalo Pizarro,Hernan Cortes,Francisco Pizarro,Alonso de Ojeda
"This kingdom, the largest in the Late Intermediate period of the cultural history of Peru, was eventually conquered by the Inca Empire in 1493.",A,Chimor,Chan Chan,Wanka,Moche
"The Battle of Cajamarca, in which the last Inca emperor was captured, took place in which year?",B,1530,1532,1555,1560
Who was the god of mountains in the Inca mythology?,C,Kon (Kan),Chasca,Apo (Apu),Paricia
What did the Inca officials wear in order to indicate their status?,C,sword,hat,tunic,belt
How many provincial regions did the Inca Empire have?,D,2,5,3,4
"This title, which in English means the only one,  was used by the ruler of the Inca Empire.",B,Manco Inca,Sapa Inca,Tupac Inca,Titu Inca
What was the scene of the last major battle of the Peloponnesian War?,C,Actium,Epirus,Aegospotami,Salamis
"Agamemnon, one of the most notable heroes of Greek mythology, was a ruler of Mycenae.",B,False,True,,"Q This town, after which an Olympic event was named, was the site of a battle where the Athenian army defeated the Persians in 490 BC."
"In early 6th century BC, the city states of Akragas, Gela, and Syracuse sent ships to the city of Himera in west Sicily, where they defeated an invading force coming from where?",C,Egypt,Crete,Carthage,Rome
Ancient Greece was the birthplace of the chariot.,A,False,True,,Q What was the result of the Athenian invasion of Syracuse during the Peloponnesian War?
"Alexander the Great commanded the Macedonian army and defeated Athens, Thebes and their allies at the Battle of Chaeronea (338 BC).",B,True,False,,"Q A story says that a Spartan wife gave this advice to her husband, upon his departure for the battlefield."
Which of the following city states was not on the territory of present-day Greece?,B,Sparta,Troy,Athens,Argos
"To what dynasty did Cleopatra, the last Pharaoh of Ancient Egypt, belong?",D,Julio-Claudian,Vespasian,Flavian,Ptolemaic
How did Cleopatra present herself to Julius Caesar when he seized the Egyptian capital in 48 BC ?,A,rolled into a Persian carpet,riding a camel,dressed as the goddess Aphrodite,with a snake around her neck
During Cleopatras reign it was believed that she was the re-incarnation and embodiment of this goddess of wisdom.,D,Athena,Artemis,Anuket,Isis
"Cleopatras son by Julius Caesar, who reigned, as a child, jointly with his mother, was nicknamed Caesarion. What does Caesarion mean?",B,Future Caesar,Little Caesar,Second Caesar,Son of Caesar
"What future emperor of the Roman Empire had Cleopatra and Julius Caesars son, Caesarion, executed?",B,Mark Antony,Octavian,Marcus Aurelius,Theodosius I
"Cleopatra formed an alliance with Mark Anthony, one of the triumvirs who ruled Rome following Caesars death. How many children did Mark Anthony and Cleopatra have?",C,2,none,3,1
"Who wrote the tragedy Antony and Cleopatra, which centers on Cleopatra and Mark Antonys relationship from the time of the Parthian War until Cleopatras suicide?",A,William Shakespeare,Christopher Marlowe,Ben Jonson,George Bernard Shaw
"Who defeated Mark Antony and Cleopatra at the Battle of Actium, the last engagement in the Final War of the Roman Republic?",D,Ptolemy XIII,Julius Caesar,Titus Andronicus,Octavian
"After Cleopatra and Anthonys death, who became guardian of their children?",A,"Octavia Minor, Anthonys fourth wife",Octavian,"Cleopatras oldest son, Caesarion",The children were executed.
How did Cleopatra commit suicide according to ancient sources?,C,by stabbing herself with a sword,by stabbing herself with a poisoned arrow,by inducing an asp to bite her,by swallowing poison
The word Calendar comes form Latin kalendae. What does this word mean?,D,The day of spring equinox,The day of summer solstice,Last day of the year,First days of each month
The internationally accepted civil calendar is called Gregorian. After who was it named?,A,Pope Gregory XIII,Historian Gregory of Tours,Scientist Gregor Mendel,Pope Gregory the Great
How many months in the Gregorian calendar have 31 days?,B,5,7,6,4
The Gregorian Calendar was introduced in 1582. Which one of these countries was among the first to adopt it?,D,Russia,England,France,Poland-Lithuania
Why is the 9th month of the Gregorian calendar called September?,B,After Septimus Severus - a Roman Emperor,September was the 7th month in Roman calendar,After Septimus Weasley,Septimus in Latin means ninth
The Gregorian calendar replaced the Julian over 400 year ago. Which religion is still using the Julian calendar?,C,Islam,Hinduism,Orthodox Christianity,Judaism
From what is the English word Friday derived?,D,"Free, as Friday used to be the day of rest",Anglo-Saxon the fifth day,"Friesland, a region in the Netherlands",Old English day of Frige
What is the etymology of the month August?,C,Augustus means 6th in Latin and the month was 6th in the Roman calendar,Augustus means horrific in Latin. August was the month when Rome burnt,It was named to honor Roman Emperor Octavian August,Auguste was a ship that sank in August 1761
Which statement about year 2009 is not true?,D,It is year 1430 in Islamic calendar,It is the year of the ox in Chinese calendar,Hebrew year 5770 starts on 18 September 2009,It is a leap year
A week denotes 7 days. Where/when weeks were 10 days long?,B,For ancient Balts,During French Revolution,During the October Revolution in Russia,In Mayan Empire
When did the Battle of Trenton take place?,D,"December 24, 1776","December 25, 1776","December 24, 1775","December 26, 1776"
"During the Battle of Trenton, Americans managed to surprise the Hessian Garrison because Hessian soldiers were hungover and tired from the Christmas celebration.",B,True,False,,Q What was the name of the tough Colonel who commanded the Hessian Garrison during the Battle of Trenton?
"The crossing of the Delaware, that preceded the Battle of Trenton, was aided by a regiment of boatmen from this Massachusetts town.",C,Wooster,Boston,Marblehead,Salem
How many men did Washington have in his attack force during the Battle of Trenton?,C,3500,7000,2400,1256
"Was there a second battle in the town of Trenton on January 17, 1777?",B,Yes,No,,Q What were Washingtons passwords for the crossing of the Delaware River and the attack on Trenton?
The Battle of Trenton lasted over three hours.,A,False,True,,"Q At the time of the Battle of Trenton, the Hessian garrison numbered some 1500 men. Twenty soldiers were killed and eighty wounded. About how many soldiers were taken prisoner?"
"The commander of the Hessian Garrison during the Battle of Trenton was taken to Philadelphia where he was questioned by the Congress on January 7th, 1777.",B,True,False,,"Q At the time of the Battle of Trenton, some Hessians were quartered in a stone building that is now a Trenton museum. What is the name of this museum?"
Holland means what in the ancient Dutch language?,A,Land of  wood,Land of  palm trees,Land of  volcanoes,Land of  deserts
What Batavian led the ill-fated uprising against the Romans AD 69-70?,B,Atilla,Claudius Civilis,Dipo Negoro,Spartacus
In what year was the Dutch Labour Party (S.D.A.P.) founded?,C,1850,1928,1894,1872
What period of time during the Eighty Years War (1568- 1648) is referred to as the Twelve Years Truce?,D,1635 to 1647,1598 to 1610,1569 to 1581,1609 to 1621
"In the Netherlands, who headed the famous postwar Cabinet of 1948 - 1958?",C,Barend Biesheuvel,Victor Marynen,William Drees,Pieter Gerbrandy
Who became the first female Cabinet minister of Holland in 1956?,C,Kenau Hasselaar,Wilhelmina Drucker,Margarita Klompe,Aletta Jacobs
Which king of England is not the title character of a Shakespearean play?,C,Richard III,Henry VIII,Henry VII,Richard II
Which great journey was funded by an English king?,C,Giovanni da Verrazzanos to Manhattan (1524),Ferdinand Magellans round trip around the world (1519-1521),Giovanni Cabotos to Newfoundland (1497),Christopher Columbuss to the West Indies (1492)
What was the connection between Mary Stuart (Queen of Scots) and Bloody Mary (Queen of England)?,A,"Mary Stuarts grandmother, Margaret Tudor, was an aunt of the English Mary.",They were the same person.,Bloody Mary had the Scottish Mary beheaded,They were both daughters of Henry VIII (but had different mothers).
What was the connection between James I of England and James VI of Scotland?,B,Their boyish fight at St Andrews University sparked a war that eventually led to the unification of Scotland and England.,They were the same person.,James I was the great-grandfather of James VI.,They were both illegitimate sons of Elisabeth I.
Who or what destroyed the Great Spanish Armada in 1588?,A,A hurricane off the coast of Ireland,Admiral Nelson at Trafalgar,Francis Drakes attack in the English Channel,Dutch warships
"Shakespeares theater, The Globe, was destroyed by fire in 1613. Which Queen saw its reopening?",D,Elisabeth I,Anne,Victoria,Elisabeth II
"When James, brother of king Charles II, married Mary of Modena, who was Catholic, the English Parliament wanted James to do what?",D,Renounce his rights to the English throne,Force her to become Anglican or Presbyterian,Divorce her,Abstain from having sex with his wife
What was the last successful foreign invasion of Britain?,B,Spanish in 1588,Dutch in 1688,German in 1940,Norman in 1066
Where did Scotland unsuccessfully try to establish a colony?,B,Uganda,Panama,Kiribati,Alaska
Who can be regarded as the only military dictator of England?,B,England never had a dictator.,Oliver Cromwell,Guy Fawkes,Winston Churchill
The House of Windsor was founded by King George V in 1917 when he changed the name of his family to Windsor. What was the original name of his family?,A,German,Dutch,Norman,Ancient English
"What decade witnessed the publishing of Charles Darwins The Origin of Species, and the first official game of baseball?",B,1890s,1850s,1800s,1790s
This decade saw the end of the Napoleonic Wars in Europe and the Year Without a Summer.,C,1780s,1870s,1810s,1900s
"What decade was nicknamed the Mauve Decade, and saw the discovery of the X-rays by Wilhelm Rontgen?",D,1920s,1940s,1820s,1890s
"During this decade the first modern railway opened, and Beethovens Ninth Symphony premiered in Vienna.",B,1870s,1820s,1790s,1890s
"The prototype telephone, the light bulb and the phonograph were all invented during this decade.",C,1840s,1820s,1870s,1890s
"What decade saw the the end of the Enlightenment, the invention of canned food, and the publishing of the atomic theory?",A,1800s,1880s,1840s,1860s
"Mark Twain published Adventures of Huckleberry Finn, and Robert Louis Stevenson published Treasure Island and The Strange Case of Dr Jekyll and Mr Hyde during this decade.",D,1850s,1780s,1820s,1880s
"During this decade the submarine was invented, Alfred Nobel invented dynamite, and the American Civil War broke.",D,1890s,1830s,1810s,1860s
"This decade saw the first postage stamp, the first electrical telegraph and the first use of general anesthesia in an operation.",D,1890s,1780s,1860s,1840s
"In 5th century AD, a child hostage exchange was arranged, to keep peace between the Huns and the Romans.  Attila, future king of the Huns was sent to the Roman court in exchange for which Roman hostage?",A,Flavius Aetius,Bleda,Honorius,Flavius Constantinus
What was the relationship between Attila and Bleda who ruled the Huns together until 445?,C,They were not related,They were cousins,They were brothers,They were father and son
"Because of the plundering and devastations across Europe, Attila the Hun came to be called by what nickname?",A,The Scourge of God,The Savage,The King of War,The Bane of the Huns
"In 452, this influential Roman Pope participated in the negotiations with the Huns near Mantua and dissuaded Attila the Hun from devastating Rome.",A,Pope Leo I,Pope Urban III,Pope Benedict V,Pope Nicholas II
"To form an alliance against Attilas Huns, in 451 the Romans combined armies with which Visigoth leader?",D,Sigfrid II,Athelred,Harald,Theodoric I
Attila the Huns palace and headquarters in Europe were situated on the territory of which modern country?,D,Greece,Spain,Bulgaria,Hungary
"In this Germanic legend, turned into an operatic tetralogy by Richard Wagner, Attila the Hun appears by the name Etzel.",D,Havamal,The Poems of Ossian,Silmarillion,Song of the Nibelungen
"Honoria, sister of the Roman Emperor, broke the peaceful relations between Rome and Attila the Hun  by trying to do what?",D,Marry Valentinian III,Kill Attila,Kill Valentinian III,Marry Attila
"In 451, Flavius Aëtius, in alliance with the Visigoths, finally defeated Attila the Hun. Where did the famous battle take place?",D,Near the Volga river,In the Transilvanian woods,Near the Black Sea,On the Catalaunian Fields
"In 453, Attila the Hun died in his room on the night of his wedding to which woman?",A,Ildico,Kriemhild,Honoria,Gudrun
"He said: If you want to make a lot of money, invent something that will enable Europeans to cut each others throats.",A,Hiram Maxim,Thomas  Alva Edison,James Puckle,Leonardo Da Vinci
"In World War I, the machine gun combined with this invention was responsible for most of the battle casualties.",A,James Gliddens invention,Samuel Colts invention,James Puckles invention,Alfred Nobels invention
Where was the assault rifle invented?,A,in Italy,in Mexico,in Germany,in Russia
Which of the following was invented by Hiram Maxim?,C,The automatic pistol,The sniper rifle,The silencer,The assault  rifle
"He was responsible for the invention of the caterpillar tractor, which was the basis of the tank.",B,John Deere,James B. Hill,James Puckle,Samuel Browning
The operational jet fighter was invented during this war.,D,The Spanish Revolution,The Korean War,World War I,World War II
When was the first automatic revolver produced?,C,Between 1889 and 1891,Between 1923 and 1924,Between 1901 and 1903,Between 1961 and 1963
In what year was the first mass produced multishot pistol patented?,B,1912,1835,1862,1879
When was a telescopic sight first put on a rifle?,B,1931,1880,1789,1939
Why is the Borchardt pistol of 1893 considered an important invention?,A,It was the first pistol to have a separate ammo magazine.,It was the first pistol approved for use by the Swiss Guard to help guard the Pope.,It was the first pistol that was not made of metal.,It was the first pistol to have an effective range of over 60 yards.
"Although it  looks a lot like the World War II bazooka, the US Army Javelin anti-armor weapon has this advantage over other weapons of its type.",C,It is only 50% the weight of similar weapons.,It uses much cheaper munitions.,It leaves no heat  trail.,It is about 50% the cost of similar weapons.
Which is the odd one out?,B,SWORDS,Dragon,Predator,TALON
Which of these European nations did not come under Soviet domination in the five years following the end of World War Two?,B,Romania,Yugoslavia,Czechoslovakia,Poland
"In 1946 George Kennan, a Russian specialist in the US embassy in Moscow, sent a long telegram to Washington. His telegram was very persuasive and is given much credit for the US adopting this kind of policy.",C,policy of conciliation,policy of confrontation,policy of containment,policy of isolationism
"The Marshall Plan of 1947 offered massive economic aid to help war-devastated nations in Europe. However, communist controlled Eastern Europe received none of the aid for what reason?",C,The US Congress stipulated that no aid could be given to communist nations.,Western European nations refused to participate in the plan if Eastern European communist nations were included.,The Soviet dictator Stalin refused to allow any communist controlled nation of Eastern Europe to receive Marshall Plan aid,War damage in Eastern Europe was relatively small.
"What was the main purpose of the Truman Doctrine, that was first announced in 1947?",A,containment of communism,US support for the United Nations Organization for maintaining world peace,keeping the US isolated from conflicts in Europe and Asia,economic aid to European allies and Japan
Why did President Truman relieve General MacArthur of command of UN forces in the Korean War?,B,because MacArthur wanted to withdraw all UN forces below the 38th parallel in Korea,because MacArthur publicly criticized his commander-in-chiefs (President Trumans) policy of limited war in Korea,because MacArthur refused to allow bombing attacks on communist bases in China,because MacArthur advocated counterattacking communist forces in Europe to relieve pressure on Korea
Who did Soviet leader Joseph Stalin appoint as his successor before his death in 1953?,A,Nobody,Khrushchev,Bulganin,Beria
How long did the United States keep the monopoly on the atomic bomb?,A,four years until 1949,seven years until 1952,one year until 1946,ten years until 1955
Which of the following is the best reason why the KMT (Nationalists) under Chiang Kai-shek were defeated by the communists in the civil war following World War Two and forced to flee to Taiwan in 1949?,D,The only support for the KMT was from Chinese peasants.,The US refused to give any aid to the KMT.,The communist forces greatly outnumbered the KTM and were better equipped.,There was much corruption and inefficiency in the KMT leadership.
Name the military alliance made up of the Soviet Union and the communist nations of Eastern Europe.,C,Commintern,The Moscow Treaty Organization,The Warsaw Pact,The Alliance of Socialist Nations
What two US Presidents served during the first decade of the Cold War?,D,"Roosevelt, Truman","Eisenhower, Kennedy","Kennedy, Nixon","Truman, Eisenhower"
What European nation received US aid  to try to put down the communist insurgency in Indochina in the late 1940s and early 1950s?,D,Britain,Netherlands,Belgium,France
For a few years in the mid-1950s relations between the Soviet Union and the United States became less tense.  What is this period of time called?,A,the thaw,the age of reason,detente,the good years
Which of these were known as Stalins Organs?,C,DPM,The MIG-3 fighter,Katyusha Rocket Launchers,The T-34 tank
Who was in charge of the 1st Polish Independent Parachute Brigade during operation Market Garden?,B,Major General Roy Urquhart,Major General Sosabowski,Lieutenant General Brian Horrocks,Brigadier General Hackett
How many Americans were killed in the capture of Makin Atoll in 1943?,B,218,66,37,152
What was the nickname of the Italian Royal Army officer who led military expeditions in Africa during World War II?,B,the Killer of Libya,the Butcher of Ethiopia,the Murderer of Ethiopia,the Slaughterer of Libya
What two Japanese carriers attacked the Aleutian islands on June 3rd 1942?,B,Zuikaku and Shokaku,Junyo and Ryujo,Junyo and Soryu,Soryu and Shokaku
What general was killed by shrapnel in the Battle of Okinawa in 1945?,B,General Jonathan Wainwright,"General Simon Buckner, Jr.",General Douglas MacArthur,General Walter Krueger
"Where did Joseph Goebbels, one of Hitlers closest associates, earned his PH.D.?",C,University of Basel,Berlin University,Heidelberg University,University of Rostock
Where did General Mark Wayne Clark die?,A,"Charleston, South Carolina, USA","London, England","Munich, Germany","Naples, Italy"
Who developed the deadly V-2 combat rocket during World War II and where was it built?,D,"John Voelker, Nordhausen","Albert Einstein, Hamburg","Heinrich Gerstrond, Frankfurt","Werner von Braun, Nordhausen"
In the Middle Ages this type of complexion was very fashionable and everybody was trying to achieve it.,B,Yellowish skin,Dead-pale white skin,Bronze sunkissed tan,Flushed pinkish complexion
"During the Dark Ages, this magical ingredient was put into creams because it helped people achieve the desired complexion.",B,Sulfur,Lead,Carbon,Copper
It was believed in the Middle Ages that dilated pupils are infinitely enchanting. To dilate their pupils people used the juice of this plant as eye drops.,C,Water lily,Poisonous ivy,Belladonna,Nettle
"In the Middle Ages, the large forehead was considered a sign of grandeur and wisdom thats why people used this common method to enlarge their foreheads.",D,They shaved off a strip of hear above the forehead.,None of these,They bleached the hairline above the forehead.,They plucked the hair above their forehead.
This hair color was very fashionable in medieval times. Women applied special mixtures to their hair and stayed in the sunlight for hours to achieve it.,D,Chocolate Brown,Platinum blonde,Deep red,Venetian blonde
Which of the following is true about medieval makeup?,B,Makeup was very heavy and greasy and clogged the skin pores.,All of these,Both men and women used makeup.,Makeup was applied very generously.
What did people do in medieval times to make their skin appear more translucent?,A,They painted blood vessels on their skin.,They used medications to enlarge their blood vessels.,They never liked translucent skin.,They made cuts in their skin.
These marks were a huge craze in the Middle Ages.,B,Pimples,Moles,Warts,Scars
Medieval people had very weird tastes when it came to eyebrows. Artificial eyebrows made from this material were in fashion.,A,Mouse skin,Horse skin,Feathers,Silk fabric
For medieval people beauty marks had very special meanings. Which of these statements is true?,A,All of these,Beauty marks above the lip meant coquetry.,Beauty marks around the eyes meant passion.,Beauty marks on the forehead meant grandeur.
When did the Cuban Missile Crisis occur?,C,April 1963,November 1961,October 1962,August 1964
The US  became convinced that Soviet nuclear missiles were in Cuba by which of the following?,A,photos taken by a U-2 spy plane,a Cuban defectors report and pictures of missiles sites,a CIA spys report,Soviet announcement of the instillation of nuclear missiles in Cuba
Who were the leaders of the US and the Soviet Union during the Cuban Missile Crisis?,C,"Johnson, Brezhnev","Johnson, Khrushchev","Kennedy, Khrushchev","Eisenhower, Stalin"
"During the Cold War, in the first week after discovering the nuclear missiles in Cuba, the US did which of the following?",D,debated with the Soviet Union in the United Nation concerning the legality of the nuclear missiles in Cuba,demanded immediate withdrawal of the missiles or the US would invade Cuba,threatened nuclear attack on the Soviet Union if the Soviet nuclear missiles were not removed from Cuba,made no public mention of the missiles in Cuba
"During the Cuban Missile Crisis, the US President and his advisors ultimately decided that their best immediate response to the Soviet nuclear missiles in Cuba would be to blockade Cuba. Why did they think this was the best decision?",B,Stronger measures such as bombing the missile sites could later be used if the blockade failed.,All of these,The US had superior naval and military power in the Caribbean area.,A blockade was less likely to risk nuclear war than other options under consideration.
"The US gained some legality for their blockade of Cuba during the Cuban Missile Crisis, when they received strong approval and support from this organization.",B,The United Nations,The Organization of American States,The North Atlantic Treaty Organization,The European Union
What statement is true about the Soviet response to the US blockade of Cuba during the Cuban Missile Crisis?,C,The Soviet Union attempted to run the blockade but stopped when three Soviet ships were sunk.,The Soviet Union accepted the blockade as legal and made no attempt to have it removed.,The Soviet Union turned back from the blockade their cargo ships that were carrying military materials.,The Soviet Union tried to sink US warships using torpedoes from submarines but failed to sink any US ships.
There was only one death as a result of military action during the Cuban Crisis. When did it occur?,B,when a US ship was damaged by a torpedo fired by a Soviet submarine,when an American U-2 spy plane was shot down over Cuba,when a Cuban soldier was killed during a fight between US warplanes and Cuban antiaircraft guns,when the US fired on a Soviet ship at the blockade line
How did the US show that it was not fabricating a story about Soviet nuclear missiles in Cuba during the Cuban Missile Crisis?,B,by releasing information about the missiles gathered by Cuban opponents of Castro,by showing pictures in the United Nations Security Council of the missiles taken by US aircraft,None of these,by getting testimony of the presence of Soviet nuclear missiles from United Nation observers from neutral nations
The Cuban Missile Crisis was finally resolved when the following agreement was reached.,C,The US promised (secretly) to remove its nuclear missiles that were near the Soviet Union in Turkey.,The US would promise never to invade Cuba.,All of these,The Soviets would remove their nuclear missiles from Cuba.
"What decade was nicknamed the Jazz Age in the United States, Canada and the United Kingdom?",C,1960s,1820s,1920s,1940s
"During this decade Soviet leader Joseph Stalin died, the European Common Market was established and the Korean War broke out and ended.",B,1990s,1950s,1980s,1960s
"What decade saw the launch of the Internet for mass usage, the fall of the the Soviet Union and the implementation of the Euro currency?",C,2000s,1980s,1990s,1970s
"During this decade the RMS Titanic sank on its debut voyage, World War I broke out, and Albert Einstein published his theory of general relativity.",A,1910s,1900s,1920s,1940s
"During this decade World War II ended, India gained independence from Great Britain, and Israel was established.",A,1940s,1920s,1950s,1960s
"During this decade, MTV was launched, the Chernobyl accident happened, and NBA star Michael Jordan rose to fame.",B,1990s,1980s,1970s,1960s
"What decade saw the Great Depression, Adolf Hitlers election as Chancellor of Germany, and the outbreak of World War II?",D,1950s,1920s,1940s,1930s
"During this decade there was an oil crisis, the Apollo 13 space mission was carried out, and the first modern computers were invented.",C,1960s,1980s,1970s,1990s
"In this decade the Panama Canal was built, mass production of the automobile began, and the home phonograph became popular.",A,1900s,1930s,1940s,1920s
"Martin Luther King, Jr., John F. Kennedy and Robert F. Kennedy were assassinated during this decade.",D,1940s,1950s,1970s,1960s
"More than seventy million people were killed in this war, which made it the deadliest conflict of all time.",D,Vietnam War,Napoleonic Wars,World War I,World War II
"This war, which took place in Europe in the first half of the 17th century, is one of the deadliest conflicts in history.",D,Franco-Prussian War,Mexican–American War,Napoleonic Wars,Thirty Years War
"The participants in this war never came to the point of a direct military clash, but fought indirectly through espionage, propaganda and competition in various fields.",C,Chinese Civil War,Korean War,Cold War,Second Sino-Japanese War
These wars were fought in France between French Catholics and Protestants in the second half of the 16th century.,C,Franco-Prussian Wars,Napoleonic Wars,Huguenot Wars,Thirty Years Wars
"This war started on June 25, 1950 as a civil war and grew into a proxy war between the participants in the Cold War.",B,Secret War,Korean War,First Indochina War,Vietnam War
The Triple Entente and the Triple Alliance were the belligerent parties in this war which broke out in 1914.,D,World War I,The War to End All Wars,The Great War,All of these
"These wars were fought between 1803 and 1815, and included the famous battles of Austerlitz and Waterloo.",B,French Revolutionary Wars,Napoleonic Wars,Huguenot Wars,Franco-Prussian War
Which of the Punic wars was fought between 264 and 241 BC in Sicily and Africa?,D,Fourth Punic War,Second Punic War,Third Punic War,First Punic War
These wars for the English throne were fought between 1455 and 1485.,D,English Civil War,War of the two brothers,All of these,Wars of the Roses
"This war took place between September 26, 1959 and April 30, 1975 as part of the Cold War conflict.",A,Vietnam War,Korean War,Secret War,American phase
During WWII rubber was in short supply since the Japanese took over some of the best rubber producing areas. What measures were taken in the US to curtail the use of rubber by civilians?,C,Speed limits on highways were lowered to reduce wear on tires.,Gasoline was rationed to reduce travel and therefore reduce wear on tires.,All of these,Tires were rationed.
"Before the attack on Pearl Harbor, WWII had been fought for well over two years in Europe and even longer between Japan and China. Though officially neutral, what did the US do to help friendly nations?",D,Sent US Marines to help the Chinese nationalists,Sent part of the US Army Air Force fleet of B17 bombers to help the British,Provided the Soviet Union with raw materials,Protected British convoys in the Atlantic
What did American children often do during WWII to contribute to the war effort?,B,They took part in basic military training,"Gathered scrap metal, rubber, etc. that could be recycled.",They worked part time in munitions factories.,Provided aircraft observers to help their adult counterparts spot enemy airplanes.
Which of the following US cities was hit by shell fire or bombing during WWII?,A,Honolulu,All of These,Charleston SC,San Francisco
President Roosevelt met with other Allied leaders several times at several places during WWII. Which is the only leader he met in the White House in Washington?,B,Chiang Kai-shek,Winston Churchill,Charles de Gaulle,Joseph Stalin
What statement is true about the US Presidential election scheduled in the midst of the war for November 1944?,D,It was canceled and Roosevelt allowed to continue as President.,It had five voting days instead of one to give people a better chance to vote.,It was delayed until the Japanese surrender.,It was carried out without any significant changes.
"During WWII, famous athletes, movie stars, and other celebrities often made appearances to encourage Americans to do which of the following?",B,Write letters to servicemen,Buy war bonds,Enlist in the armed forces,Follow the rationing rules
"During WWII, this major weapons development project had facilities in New Mexico, Washington state, and Oak Ridge, Tennessee.",B,Phosphine gas,Atomic bomb,Jet planes,B-29 bomber
"During WWII, besides money, what else did you need in order to buy a scarce product such as gasoline in the US?",B,A certificate from the national rationing bureau,A ration coupon for the product,A sworn statement that the product was essential to you,A US citizens ID card
"During WWII, the booming defense industries and the shortage of labor opened substantial new job opportunities in the US for this group of people.",B,Neither,Both,African Americans,Women
"This Christmas song, first sung by Bing Crosby, became number one on the hit parade and a favorite of troops abroad in the Christmas seasons of 1942 through 1944.",A,White Christmas,Jingle Bells,Ill be home for Christmas,Sleigh Ride
What year did George Washington win his first victory against Hessian Soldiers at Trenton New Jersey?,D,1775,1777,1778,1776
When did the American Civil War break out?,C,1863,1862,1861,1860
What year did “Custers Last Stand (Battle of the Little Bighorn) take place?,B,1868,1876,1877,1875
"What year did the Wright Brothers fly at Kitty Hawk, North Carolina?",C,1904,1901,1903,1900
What year marks Halleys Comet first appearance in the 20th century?,D,1905,1909,1920,1910
What year did Franklin D. Roosevelt and Adolph Hitler come to power?,A,1933,1932,1938,1930
"The Hindenburg Disaster in Lakehurst, New Jersey took place in the same year that the fabric Nylon was invented. What year was that?",D,1940,1935,1936,1937
When did the Cuban Missile Crisis start?,A,1962,1964,1958,1960
What year was Ronald Reagan elected President of the United States for the first time?,B,1988,1980,1984,1976
"What year did Rita Hayworth, Fred Astaire and Liberace die?",A,1987,1986,1985,1990
"On October 13th, 1941, former Axis power, Italy, declared war on Germany.",B,True,False,,Q October 13th 1582 does not exist in Poland.
This Sound of Silence singer was born on October 13th in 1941.,C,Art Garfunkel,Sonny Bono,Paul Simon,Bob Dylan
"On October 13th, 1971, Major League Baseball history was made when the first night game of a World Series was played between the Pittsburgh Pirates and this team.",B,Boston Red Sox,Baltimore Orioles,Texas Rangers,Houston Astros
"Name the French-language daily newspaper in Canada, whose first edition hit the streets of Montreal on October 13th, 1884.",D,L Aquillon,La Liberte,Nouvelles de TVA,La Presse
